   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.18160   0.32903   0.44848   0.18211   0.32948   0.44884
Max = 
   0.18269   0.33062   0.45045   0.20000   0.37778   0.53333
Min = 
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
SD = 
   0.00497   0.00695   0.00729   0.02660   0.04598   0.05977
Last = 
   0.18264   0.33046   0.45008   0.15127   0.27574   0.37842

data = 
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.04667   0.14000   0.28000   0.14000   0.28000   0.42000
   0.08095   0.22286   0.40571   0.16667   0.33333   0.50000
   0.09554   0.24375   0.41179   0.13929   0.27857   0.41786
   0.09792   0.23333   0.37044   0.10625   0.21250   0.31875
   0.09444   0.21167   0.31893   0.08056   0.16111   0.24167
   0.11364   0.25697   0.39689   0.20000   0.37778   0.53333
   0.12424   0.27705   0.42460   0.17727   0.33727   0.48000
   0.12724   0.27692   0.41650   0.14375   0.27652   0.39830
   0.13077   0.28001   0.41701   0.15192   0.29135   0.41827
   0.12619   0.26148   0.37855   0.09643   0.18736   0.27280
   0.13313   0.27616   0.40290   0.18167   0.33976   0.47593
   0.13879   0.28728   0.41995   0.18125   0.33917   0.47536
   0.14297   0.29455   0.42989   0.17647   0.33088   0.46471
   0.14371   0.29280   0.42392   0.15000   0.28350   0.40150
   0.14355   0.28934   0.41587   0.14211   0.26974   0.38369
   0.14869   0.30004   0.43256   0.19750   0.36421   0.50351
   0.15249   0.30718   0.44278   0.19048   0.35238   0.48872
   0.15148   0.30151   0.43015   0.14091   0.26374   0.37019
   0.15335   0.30434   0.43394   0.17391   0.32411   0.45285
   0.15100   0.29603   0.41803   0.12396   0.23514   0.33454
