43	0.94676	-0.93393	0.06713	1	1	3
44	0.66529	-0.88196	0.18160	1	1	3
45	0.83992	-0.74371	0.11924	1	1	3
46	0.57169	-0.73814	0.22675	1	1	3
47	0.78424	-0.69231	0.26217	1	1	3
48	0.46165	-0.68048	0.21056	1	1	3
49	1.09781	-0.25021	0.05200	2	1	3
50	0.47284	-0.21862	0.28663	2	1	3
51	0.93593	-0.20202	0.17977	2	1	3
52	1.07235	-0.18562	0.08196	2	1	3
53	0.73571	-0.17581	0.06579	2	1	3
54	1.30463	-0.16596	0.15073	2	1	3
55	0.75222	-0.16255	0.27858	2	1	3
56	1.17793	-0.15270	0.50000	2	1	3
57	0.91251	-1.19655	0.08727	3	1	3
58	0.91004	-1.12367	0.13877	3	1	3
59	0.59006	-1.02769	0.10096	3	1	3
60	0.44338	-0.94449	0.09175	3	1	3
61	0.85165	-0.60429	0.33388	1	1	4
62	0.73199	-0.59644	0.11454	1	1	4
63	0.90327	-0.54208	0.14408	1	1	4
64	1.02068	-0.49628	0.25138	1	1	4
65	1.07983	-0.46626	0.17154	1	1	4
66	0.96256	-0.44516	0.12454	1	1	4
67	0.79089	-0.37825	0.28961	1	1	4
68	0.74871	-0.37360	0.19772	1	1	4
69	1.23326	-0.10127	0.10312	2	1	4
70	0.80340	-0.09937	0.09240	2	1	4
71	0.85096	-0.09029	0.26784	2	1	4
72	0.60727	-0.07633	0.28479	2	1	4
73	1.07956	-0.03388	0.33509	2	1	4
74	0.72659	-0.01590	0.30398	2	1	4
75	0.75679	0.06256	0.13823	2	1	4
76	1.10579	0.07243	0.16636	2	1	4
77	0.76320	-0.82894	0.19896	3	1	4
78	1.08948	-0.71943	0.17009	3	1	4
79	0.85969	-0.68603	0.08217	3	1	4
80	0.65346	-0.62802	0.17127	3	1	4
81	0.81498	-0.31511	0.15461	1	1	5
82	0.60717	-0.29228	0.18623	1	1	5
83	0.68020	-0.24366	0.18296	1	1	5
84	0.62832	-0.21445	0.22270	1	1	5
85	1.09100	-0.19352	0.17694	1	1	5
86	0.76931	-0.19069	0.24636	1	1	5
87	0.86811	-0.12321	0.18031	1	1	5
88	1.00126	-0.10199	0.40648	1	1	5
89	1.21852	0.10318	0.05654	2	1	5
90	1.00460	0.10920	0.08802	2	1	5
91	1.19155	0.11524	0.25589	2	1	5
92	1.17228	0.13248	0.18882	2	1	5
93	1.13838	0.20749	0.17817	2	1	5
94	0.95026	0.22868	0.15552	2	1	5
95	0.74188	0.23092	0.08413	2	1	5
96	0.95411	0.26910	0.34229	2	1	5
97	1.04963	-0.60418	0.09479	3	1	5
98	0.84420	-0.55340	0.27218	3	1	5
99	0.63901	-0.53989	0.19376	3	1	5
100	1.05442	-0.50597	0.08432	3	1	5
101	0.83206	-0.07859	0.17202	1	2	6
102	0.50461	-0.06314	0.10643	1	2	6
103	0.93621	-0.05029	0.14846	1	2	6
104	0.91703	-0.03528	0.17517	1	2	6
105	0.89732	-0.03003	0.21412	1	2	6
106	0.94910	-0.01374	0.06349	1	2	6
107	0.72185	0.00125	0.09602	1	2	6
108	0.62533	0.01329	0.50000	1	2	6
109	0.65367	0.30637	0.50000	2	2	6
110	1.32618	0.31777	0.08593	2	2	6
111	0.89208	0.32987	0.14618	2	2	6
112	0.66667	0.35117	0.25579	2	2	6
113	0.74105	0.36816	0.18870	2	2	6
114	1.07636	0.37194	0.02523	2	2	6
115	1.11062	0.37674	0.20046	2	2	6
116	0.61269	0.44052	0.10758	2	2	6
117	1.35127	-0.47087	0.09622	3	2	6
118	1.07807	-0.44051	0.15996	3	2	6
119	0.66978	-0.42208	0.15858	3	2	6
120	0.97426	-0.40939	0.05283	3	2	6
121	1.41811	0.06245	0.14843	1	2	7
122	0.86460	0.07006	0.20903	1	2	7
123	1.12392	0.08478	0.09302	1	2	7
124	1.04105	0.08671	0.16097	1	2	7
125	0.89984	0.10393	0.13245	1	2	7
126	0.85250	0.11091	0.08883	1	2	7
127	0.99128	0.15425	0.12452	1	2	7
128	0.94186	0.16016	0.14885	1	2	7
129	1.38875	0.47849	0.11522	2	2	7
130	1.46518	0.49739	0.16306	2	2	7
131	0.69642	0.50846	0.09930	2	2	7
132	0.82096	0.51316	0.13109	2	2	7
133	0.94247	0.52405	0.19019	2	2	7
134	0.90976	0.55405	0.27422	2	2	7
135	1.08761	0.56218	0.27451	2	2	7
136	1.05444	0.60125	0.16527	2	2	7
137	0.71958	-0.34696	0.06723	3	2	7
138	0.85197	-0.26127	0.15188	3	2	7
139	1.00150	-0.06586	0.28001	3	2	7
140	0.66322	-0.04312	0.14751	3	2	7
141	1.01793	0.19273	0.34486	1	2	8
142	0.51767	0.23125	0.21801	1	2	8
143	0.72184	0.28359	0.08711	1	2	8
144	0.52688	0.29777	0.14720	1	2	8
145	1.47703	0.32935	0.12674	1	2	8
146	1.01454	0.33055	0.23742	1	2	8
147	1.27402	0.34729	0.10004	1	2	8
148	0.82244	0.35952	0.19388	1	2	8
149	0.93253	0.68271	0.14128	2	2	8
150	1.26900	0.69060	0.09007	2	2	8
151	1.20655	0.70357	0.50000	2	2	8
152	1.31899	0.70483	0.11459	2	2	8
153	1.16655	0.72347	0.08417	2	2	8
154	1.73185	0.73005	0.14341	2	2	8
155	1.18534	0.73779	0.15533	2	2	8
156	1.08860	0.75784	0.12700	2	2	8
157	0.75207	-0.03358	0.14237	3	2	8
158	1.20666	-0.03132	0.16188	3	2	8
159	0.81181	0.02365	0.18466	3	2	8
160	1.12345	0.05971	0.19227	3	2	8
161	0.80824	0.47071	0.07509	1	2	9
162	1.15175	0.49650	0.09064	1	2	9
163	1.05138	0.51094	0.07302	1	2	9
164	0.74134	0.51626	0.21251	1	2	9
165	0.78022	0.54647	0.27643	1	2	9
166	0.85246	0.55829	0.30867	1	2	9
167	0.78154	0.57756	0.18445	1	2	9
168	1.35539	0.59898	0.27613	1	2	9
169	0.92648	0.77724	0.13964	2	2	9
170	1.00373	0.78973	0.17344	2	2	9
171	0.71321	0.79345	0.23398	2	2	9
172	1.00382	0.82144	0.10494	2	2	9
173	1.43420	0.84885	0.11995	2	2	9
174	1.54012	0.88356	0.26630	2	2	9
175	0.75085	0.94963	0.19069	2	2	9
176	0.53847	0.96234	0.13939	2	2	9
177	0.98843	0.07261	0.11335	3	2	9
178	1.51543	0.12667	0.18331	3	2	9
179	1.16382	0.15030	0.34191	3	2	9
180	0.78950	0.16883	0.04702	3	2	9
181	0.91332	0.67790	0.14975	1	2	10
182	0.90487	0.68147	0.19902	1	2	10
183	1.17927	0.70579	0.35243	1	2	10
184	0.83239	0.70586	0.03472	1	2	10
185	0.63595	0.73997	0.31749	1	2	10
186	0.85226	0.75467	0.13435	1	2	10
187	1.05615	0.77543	0.10983	1	2	10
188	0.94775	0.77740	0.21869	1	2	10
189	1.16142	1.02491	0.05526	2	2	10
190	0.80120	1.03055	0.15447	2	2	10
191	1.03949	1.03144	0.30238	2	2	10
192	0.80912	1.03894	0.29215	2	2	10
193	0.96237	1.08870	0.23030	2	2	10
194	1.10354	1.10563	0.21571	2	2	10
195	0.83668	1.16580	0.13975	2	2	10
196	1.43289	1.19057	0.28078	2	2	10
197	1.25325	0.23521	0.21215	3	2	10
198	0.76827	0.39634	0.31430	3	2	10
199	0.85500	0.40163	0.41689	3	2	10
200	1.08426	0.40513	0.12455	3	2	10
201	1.37840	0.80360	0.19098	1	3	11
202	1.01690	0.83638	0.37559	1	3	11
203	1.10438	0.86576	0.23899	1	3	11
204	0.76297	0.87800	0.13084	1	3	11
205	0.70849	0.91832	0.08652	1	3	11
206	0.41108	0.92304	0.15340	1	3	11
207	0.96800	0.93463	0.29013	1	3	11
208	0.92049	0.94775	0.23537	1	3	11
209	1.32460	1.26985	0.25744	2	3	11
210	1.23240	1.28199	0.28949	2	3	11
211	0.74364	1.28452	0.08485	2	3	11
212	0.59940	1.28510	0.34499	2	3	11
213	1.02427	1.33306	0.23151	2	3	11
214	1.47770	1.34767	0.09881	2	3	11
215	0.73875	1.36371	0.23305	2	3	11
216	0.63325	1.36473	0.05896	2	3	11
217	1.56915	0.48487	0.20630	3	3	11
218	0.90061	0.52271	0.26448	3	3	11
219	1.11723	0.57372	0.23913	3	3	11
220	0.81006	0.61925	0.30838	3	3	11
221	0.74217	1.03455	0.48883	1	3	12
222	1.22973	1.05722	0.26348	1	3	12
223	0.75578	1.08622	0.30707	1	3	12
224	0.91941	1.10743	0.30241	1	3	12
225	0.77840	1.15269	0.25227	1	3	12
226	0.50389	1.17222	0.15992	1	3	12
227	1.23978	1.19639	0.16853	1	3	12
228	0.70108	1.23634	0.18180	1	3	12
229	1.41126	1.37410	0.13428	2	3	12
230	1.35520	1.38621	0.26964	2	3	12
231	1.28432	1.43018	0.09536	2	3	12
232	0.92473	1.44495	0.14829	2	3	12
233	1.48420	1.48036	0.16499	2	3	12
234	1.25380	1.51119	0.24526	2	3	12
235	1.28983	1.52127	0.14887	2	3	12
236	1.49179	1.52422	0.18658	2	3	12
237	1.07091	0.70000	0.16372	3	3	12
238	1.05853	0.71218	0.21766	3	3	12
239	1.66544	0.72850	0.09810	3	3	12
240	1.17548	0.81871	0.07185	3	3	12
241	0.92247	1.26716	0.10077	1	3	13
242	1.00433	1.29001	0.20413	1	3	13
243	1.09077	1.29115	0.14429	1	3	13
244	1.11079	1.30293	0.24064	1	3	13
245	1.30404	1.37048	0.07061	1	3	13
246	0.98444	1.37395	0.17914	1	3	13
247	0.85019	1.38074	0.08722	1	3	13
248	1.08781	1.40442	0.28071	1	3	13
249	0.81933	1.54567	0.30536	2	3	13
250	1.10122	1.56418	0.09575	2	3	13
251	1.34538	1.57022	0.15129	2	3	13
252	1.25602	1.68444	0.15788	2	3	13
253	2.19054	1.70257	0.21894	2	3	13
254	0.88245	1.75496	0.19440	2	3	13
255	1.00627	1.81689	0.18622	2	3	13
256	1.93513	1.83794	0.18836	2	3	13
257	1.22339	1.02213	0.10194	3	3	13
258	0.95634	1.10508	0.13913	3	3	13
259	0.84825	1.11944	0.16906	3	3	13
260	1.25655	1.14811	0.24037	3	3	13
261	0.93885	1.41013	0.08369	1	3	14
262	0.77834	1.44274	0.09122	1	3	14
263	1.01546	1.45780	0.08892	1	3	14
264	0.89657	1.49338	0.19509	1	3	14
265	1.16434	1.54005	0.23937	1	3	14
266	0.94871	1.60280	0.16098	1	3	14
267	1.07821	1.68906	0.23733	1	3	14
268	1.34917	1.69740	0.13229	1	3	14
269	1.16738	1.93815	0.10698	2	3	14
270	1.38278	1.96672	0.29760	2	3	14
271	2.05814	1.99655	0.18825	2	3	14
272	1.60800	2.01146	0.09196	2	3	14
273	1.56950	2.02583	0.15193	2	3	14
274	0.82740	2.05123	0.13169	2	3	14
275	0.96093	2.13658	0.17003	2	3	14
276	0.71858	2.15778	0.14120	2	3	14
277	1.09366	1.23839	0.25795	3	3	14
278	1.24214	1.79488	0.20648	3	3	14
279	0.86838	1.79655	0.16880	3	3	14
280	0.75990	1.82824	0.09075	3	3	14
281	0.97787	1.79151	0.22901	1	3	15
282	0.90689	1.97170	0.08154	1	3	15
283	1.14926	1.99497	0.11357	1	3	15
284	1.80468	2.01305	0.18574	1	3	15
285	0.88323	2.23953	0.07006	1	3	15
286	0.70531	2.26190	0.15478	1	3	15
287	1.59193	2.30401	0.10469	1	3	15
288	0.74207	2.57600	0.13225	1	3	15
289	1.20437	2.24437	0.16068	2	3	15
290	1.62764	2.26527	0.08149	2	3	15
291	0.93878	2.26758	0.25055	2	3	15
292	0.90249	2.30378	0.14710	2	3	15
293	1.20642	2.37519	0.14645	2	3	15
294	0.37037	2.56859	0.14548	2	3	15
295	0.64640	2.66381	0.39275	2	3	15
296	0.92380	2.92677	0.22862	2	3	15
297	1.08885	1.89334	0.18232	3	3	15
298	1.14405	1.98778	0.25225	3	3	15
299	0.78131	2.07047	0.09394	3	3	15
300	1.23619	2.08179	0.11321	3	3	15
