0.28212	-3.4292	0.188
0.36385	-3.33036	0.1767
0.36893	-2.93842	0.18308
0.46429	-2.74341	0.20093
0.35074	-2.66541	0.2052
0.37622	-2.50664	0.2354
0.28227	-2.26857	0.26074
0.59362	-2.06476	0.16105
0.55474	-1.44975	0.34075
0.50991	-1.44914	0.14694
0.64116	-1.29142	0.14806
0.83806	-1.22873	0.13238
0.76663	-1.06104	0.1238
0.69825	-0.98901	0.21158
0.47563	-0.94598	0.16654
1.05559	-0.90949	0.5
0.51477	-1.84796	0.13564
0.83657	-1.45579	0.1715
1.01096	-1.42941	0.18369
1.1064	-1.3969	0.19598
0.5117	-1.81496	0.16376
0.48935	-1.78184	0.18681
0.78774	-1.73743	0.17432
1.01832	-1.70256	0.32517
0.34901	-1.56045	0.20501
0.51357	-1.48062	0.17331
0.73863	-1.25067	0.10454
0.51599	-1.23995	0.28683
1.21828	-0.8066	0.21113
0.94372	-0.77609	0.35953
0.80136	-0.76802	0.34693
1.17266	-0.76548	0.16692
1.15438	-0.67169	0.34593
1.49252	-0.52602	0.19399
0.76685	-0.3716	0.202
0.70538	-0.29667	0.11547
1.18722	-1.31787	0.13321
0.59685	-1.26581	0.23214
0.6157	-1.24491	0.09633
0.95676	-1.20698	0.11154
0.37867	-1.04841	0.20456
0.87388	-0.99558	0.22001
0.94676	-0.93393	0.06713
0.66529	-0.88196	0.1816
0.83992	-0.74371	0.11924
0.57169	-0.73814	0.22675
0.78424	-0.69231	0.26217
0.46165	-0.68048	0.21056
1.09781	-0.25021	0.052
0.47284	-0.21862	0.28663
0.93593	-0.20202	0.17977
1.07235	-0.18562	0.08196
0.73571	-0.17581	0.06579
1.30463	-0.16596	0.15073
0.75222	-0.16255	0.27858
1.17793	-0.1527	0.5
0.91251	-1.19655	0.08727
0.91004	-1.12367	0.13877
0.59006	-1.02769	0.10096
0.44338	-0.94449	0.09175
0.85165	-0.60429	0.33388
0.73199	-0.59644	0.11454
0.90327	-0.54208	0.14408
1.02068	-0.49628	0.25138
1.07983	-0.46626	0.17154
0.96256	-0.44516	0.12454
0.79089	-0.37825	0.28961
0.74871	-0.3736	0.19772
1.23326	-0.10127	0.10312
0.8034	-0.09937	0.0924
0.85096	-0.09029	0.26784
0.60727	-0.07633	0.28479
1.07956	-0.03388	0.33509
0.72659	-0.0159	0.30398
0.75679	0.06256	0.13823
1.10579	0.07243	0.16636
0.7632	-0.82894	0.19896
1.08948	-0.71943	0.17009
0.85969	-0.68603	0.08217
0.65346	-0.62802	0.17127
0.81498	-0.31511	0.15461
0.60717	-0.29228	0.18623
0.6802	-0.24366	0.18296
0.62832	-0.21445	0.2227
1.091	-0.19352	0.17694
0.76931	-0.19069	0.24636
0.86811	-0.12321	0.18031
1.00126	-0.10199	0.40648
1.21852	0.10318	0.05654
1.0046	0.1092	0.08802
1.19155	0.11524	0.25589
1.17228	0.13248	0.18882
1.13838	0.20749	0.17817
0.95026	0.22868	0.15552
0.74188	0.23092	0.08413
0.95411	0.2691	0.34229
1.04963	-0.60418	0.09479
0.8442	-0.5534	0.27218
0.63901	-0.53989	0.19376
1.05442	-0.50597	0.08432
0.83206	-0.07859	0.17202
0.50461	-0.06314	0.10643
0.93621	-0.05029	0.14846
0.91703	-0.03528	0.17517
0.89732	-0.03003	0.21412
0.9491	-0.01374	0.06349
0.72185	0.00125	0.09602
0.62533	0.01329	0.5
0.65367	0.30637	0.5
1.32618	0.31777	0.08593
0.89208	0.32987	0.14618
0.66667	0.35117	0.25579
0.74105	0.36816	0.1887
1.07636	0.37194	0.02523
1.11062	0.37674	0.20046
0.61269	0.44052	0.10758
1.35127	-0.47087	0.09622
1.07807	-0.44051	0.15996
0.66978	-0.42208	0.15858
0.97426	-0.40939	0.05283
1.41811	0.06245	0.14843
0.8646	0.07006	0.20903
1.12392	0.08478	0.09302
1.04105	0.08671	0.16097
0.89984	0.10393	0.13245
0.8525	0.11091	0.08883
0.99128	0.15425	0.12452
0.94186	0.16016	0.14885
1.38875	0.47849	0.11522
1.46518	0.49739	0.16306
0.69642	0.50846	0.0993
0.82096	0.51316	0.13109
0.94247	0.52405	0.19019
0.90976	0.55405	0.27422
1.08761	0.56218	0.27451
1.05444	0.60125	0.16527
0.71958	-0.34696	0.06723
0.85197	-0.26127	0.15188
1.0015	-0.06586	0.28001
0.66322	-0.04312	0.14751
1.01793	0.19273	0.34486
0.51767	0.23125	0.21801
0.72184	0.28359	0.08711
0.52688	0.29777	0.1472
1.47703	0.32935	0.12674
1.01454	0.33055	0.23742
1.27402	0.34729	0.10004
0.82244	0.35952	0.19388
0.93253	0.68271	0.14128
1.269	0.6906	0.09007
1.20655	0.70357	0.5
1.31899	0.70483	0.11459
1.16655	0.72347	0.08417
1.73185	0.73005	0.14341
1.18534	0.73779	0.15533
1.0886	0.75784	0.127
0.75207	-0.03358	0.14237
1.20666	-0.03132	0.16188
0.81181	0.02365	0.18466
1.12345	0.05971	0.19227
0.80824	0.47071	0.07509
1.15175	0.4965	0.09064
1.05138	0.51094	0.07302
0.74134	0.51626	0.21251
0.78022	0.54647	0.27643
0.85246	0.55829	0.30867
0.78154	0.57756	0.18445
1.35539	0.59898	0.27613
0.92648	0.77724	0.13964
1.00373	0.78973	0.17344
0.71321	0.79345	0.23398
1.00382	0.82144	0.10494
1.4342	0.84885	0.11995
1.54012	0.88356	0.2663
0.75085	0.94963	0.19069
0.53847	0.96234	0.13939
0.98843	0.07261	0.11335
1.51543	0.12667	0.18331
1.16382	0.1503	0.34191
0.7895	0.16883	0.04702
0.91332	0.6779	0.14975
0.90487	0.68147	0.19902
1.17927	0.70579	0.35243
0.83239	0.70586	0.03472
0.63595	0.73997	0.31749
0.85226	0.75467	0.13435
1.05615	0.77543	0.10983
0.94775	0.7774	0.21869
1.16142	1.02491	0.05526
0.8012	1.03055	0.15447
1.03949	1.03144	0.30238
0.80912	1.03894	0.29215
0.96237	1.0887	0.2303
1.10354	1.10563	0.21571
0.83668	1.1658	0.13975
1.43289	1.19057	0.28078
1.25325	0.23521	0.21215
0.76827	0.39634	0.3143
0.855	0.40163	0.41689
1.08426	0.40513	0.12455
1.3784	0.8036	0.19098
1.0169	0.83638	0.37559
1.10438	0.86576	0.23899
0.76297	0.878	0.13084
0.70849	0.91832	0.08652
0.41108	0.92304	0.1534
0.968	0.93463	0.29013
0.92049	0.94775	0.23537
1.3246	1.26985	0.25744
1.2324	1.28199	0.28949
0.74364	1.28452	0.08485
0.5994	1.2851	0.34499
1.02427	1.33306	0.23151
1.4777	1.34767	0.09881
0.73875	1.36371	0.23305
0.63325	1.36473	0.05896
1.56915	0.48487	0.2063
0.90061	0.52271	0.26448
1.11723	0.57372	0.23913
0.81006	0.61925	0.30838
0.74217	1.03455	0.48883
1.22973	1.05722	0.26348
0.75578	1.08622	0.30707
0.91941	1.10743	0.30241
0.7784	1.15269	0.25227
0.50389	1.17222	0.15992
1.23978	1.19639	0.16853
0.70108	1.23634	0.1818
1.41126	1.3741	0.13428
1.3552	1.38621	0.26964
1.28432	1.43018	0.09536
0.92473	1.44495	0.14829
1.4842	1.48036	0.16499
1.2538	1.51119	0.24526
1.28983	1.52127	0.14887
1.49179	1.52422	0.18658
1.07091	0.7	0.16372
1.05853	0.71218	0.21766
1.66544	0.7285	0.0981
1.17548	0.81871	0.07185
0.92247	1.26716	0.10077
1.00433	1.29001	0.20413
1.09077	1.29115	0.14429
1.11079	1.30293	0.24064
1.30404	1.37048	0.07061
0.98444	1.37395	0.17914
0.85019	1.38074	0.08722
1.08781	1.40442	0.28071
0.81933	1.54567	0.30536
1.10122	1.56418	0.09575
1.34538	1.57022	0.15129
1.25602	1.68444	0.15788
2.19054	1.70257	0.21894
0.88245	1.75496	0.1944
1.00627	1.81689	0.18622
1.93513	1.83794	0.18836
1.22339	1.02213	0.10194
0.95634	1.10508	0.13913
0.84825	1.11944	0.16906
1.25655	1.14811	0.24037
0.93885	1.41013	0.08369
0.77834	1.44274	0.09122
1.01546	1.4578	0.08892
0.89657	1.49338	0.19509
1.16434	1.54005	0.23937
0.94871	1.6028	0.16098
1.07821	1.68906	0.23733
1.34917	1.6974	0.13229
1.16738	1.93815	0.10698
1.38278	1.96672	0.2976
2.05814	1.99655	0.18825
1.608	2.01146	0.09196
1.5695	2.02583	0.15193
0.8274	2.05123	0.13169
0.96093	2.13658	0.17003
0.71858	2.15778	0.1412
1.09366	1.23839	0.25795
1.24214	1.79488	0.20648
0.86838	1.79655	0.1688
0.7599	1.82824	0.09075
0.97787	1.79151	0.22901
0.90689	1.9717	0.08154
1.14926	1.99497	0.11357
1.80468	2.01305	0.18574
0.88323	2.23953	0.07006
0.70531	2.2619	0.15478
1.59193	2.30401	0.10469
0.74207	2.576	0.13225
1.20437	2.24437	0.16068
1.62764	2.26527	0.08149
0.93878	2.26758	0.25055
0.90249	2.30378	0.1471
1.20642	2.37519	0.14645
0.37037	2.56859	0.14548
0.6464	2.66381	0.39275
0.9238	2.92677	0.22862
1.08885	1.89334	0.18232
1.14405	1.98778	0.25225
0.78131	2.07047	0.09394
1.23619	2.08179	0.11321
