1.41811	0.06245	0.14843	1	1
1.12392	0.08478	0.09302	1	1
1.47703	0.32935	0.12674	1	1
1.27402	0.34729	0.10004	1	1
1.16434	1.54005	0.23937	1	1
1.07821	1.68906	0.23733	1	1
0.97787	1.79151	0.22901	1	1
0.88323	2.23953	0.07006	1	1
1.30463	-0.16596	0.15073	2	1
1.23326	-0.10127	0.10312	2	1
1.21852	0.10318	0.05654	2	1
1.32618	0.31777	0.08593	2	1
1.4842	1.48036	0.16499	2	1
1.2538	1.51119	0.24526	2	1
1.34538	1.57022	0.15129	2	1
1.00627	1.81689	0.18622	2	1
0.51477	-1.84796	0.13564	3	1
1.20666	-0.03132	0.16188	3	1
1.51543	0.12667	0.18331	3	1
1.08885	1.89334	0.18232	3	1
0.28212	-3.4292	0.188	1	2
0.46429	-2.74341	0.20093	1	2
0.35074	-2.66541	0.2052	1	2
0.28227	-2.26857	0.26074	1	2
1.35539	0.59898	0.27613	1	2
1.3784	0.8036	0.19098	1	2
1.23978	1.19639	0.16853	1	2
1.30404	1.37048	0.07061	1	2
0.55474	-1.44975	0.34075	2	2
1.05559	-0.90949	0.5	2	2
1.31899	0.70483	0.11459	2	2
1.73185	0.73005	0.14341	2	2
1.4342	0.84885	0.11995	2	2
1.54012	0.88356	0.2663	2	2
1.20642	2.37519	0.14645	2	2
0.37037	2.56859	0.14548	2	2
0.83657	-1.45579	0.1715	3	2
1.01096	-1.42941	0.18369	3	2
0.59685	-1.26581	0.23214	3	2
1.17548	0.81871	0.07185	3	2
1.01832	-1.70256	0.32517	1	3
0.73863	-1.25067	0.10454	1	3
0.87388	-0.99558	0.22001	1	3
0.94676	-0.93393	0.06713	1	3
0.83992	-0.74371	0.11924	1	3
0.90327	-0.54208	0.14408	1	3
1.07983	-0.46626	0.17154	1	3
0.96256	-0.44516	0.12454	1	3
0.83806	-1.22873	0.13238	2	3
0.76663	-1.06104	0.1238	2	3
1.21828	-0.8066	0.21113	2	3
1.17266	-0.76548	0.16692	2	3
1.15438	-0.67169	0.34593	2	3
1.49252	-0.52602	0.19399	2	3
1.09781	-0.25021	0.052	2	3
1.07235	-0.18562	0.08196	2	3
1.1064	-1.3969	0.19598	3	3
1.18722	-1.31787	0.13321	3	3
1.04963	-0.60418	0.09479	3	3
1.35127	-0.47087	0.09622	3	3
