0.51599	-1.23995	0.28683	1	1
0.72185	0.00125	0.09602	1	1
1.41811	0.06245	0.14843	1	1
0.91332	0.6779	0.14975	1	1
1.19155	0.11524	0.25589	2	1
1.46518	0.49739	0.16306	2	1
1.269	0.6906	0.09007	2	1
1.3552	1.38621	0.26964	2	1
0.7632	-0.82894	0.19896	3	1
1.14405	1.98778	0.25225	3	1
0.91703	-0.03528	0.17517	1	2
0.89732	-0.03003	0.21412	1	2
0.8646	0.07006	0.20903	1	2
0.94186	0.16016	0.14885	1	2
0.95411	0.2691	0.34229	2	2
1.32618	0.31777	0.08593	2	2
1.4842	1.48036	0.16499	2	2
1.49179	1.52422	0.18658	2	2
0.63901	-0.53989	0.19376	3	2
0.97426	-0.40939	0.05283	3	2
1.47703	0.32935	0.12674	1	3
0.74134	0.51626	0.21251	1	3
0.83239	0.70586	0.03472	1	3
1.80468	2.01305	0.18574	1	3
0.55474	-1.44975	0.34075	2	3
1.0046	0.1092	0.08802	2	3
1.16655	0.72347	0.08417	2	3
2.05814	1.99655	0.18825	2	3
1.12345	0.05971	0.19227	3	3
0.7895	0.16883	0.04702	3	3
0.50461	-0.06314	0.10643	1	4
0.8525	0.11091	0.08883	1	4
1.35539	0.59898	0.27613	1	4
0.90487	0.68147	0.19902	1	4
1.17793	-0.1527	0.5	2	4
1.07956	-0.03388	0.33509	2	4
1.07636	0.37194	0.02523	2	4
1.34538	1.57022	0.15129	2	4
1.07807	-0.44051	0.15996	3	4
0.85197	-0.26127	0.15188	3	4
1.01793	0.19273	0.34486	1	5
0.72184	0.28359	0.08711	1	5
1.27402	0.34729	0.10004	1	5
1.05615	0.77543	0.10983	1	5
1.05444	0.60125	0.16527	2	5
0.81933	1.54567	0.30536	2	5
0.88245	1.75496	0.1944	2	5
1.00627	1.81689	0.18622	2	5
0.85969	-0.68603	0.08217	3	5
1.51543	0.12667	0.18331	3	5
0.80824	0.47071	0.07509	1	6
1.15175	0.4965	0.09064	1	6
1.30404	1.37048	0.07061	1	6
1.34917	1.6974	0.13229	1	6
0.89208	0.32987	0.14618	2	6
1.11062	0.37674	0.20046	2	6
1.08761	0.56218	0.27451	2	6
1.00382	0.82144	0.10494	2	6
1.20666	-0.03132	0.16188	3	6
1.16382	0.1503	0.34191	3	6
0.28212	-3.4292	0.188	1	7
0.85019	1.38074	0.08722	1	7
1.16434	1.54005	0.23937	1	7
1.07821	1.68906	0.23733	1	7
1.17228	0.13248	0.18882	2	7
1.13838	0.20749	0.17817	2	7
0.95026	0.22868	0.15552	2	7
1.38875	0.47849	0.11522	2	7
0.98843	0.07261	0.11335	3	7
1.08426	0.40513	0.12455	3	7
0.86811	-0.12321	0.18031	1	8
0.83206	-0.07859	0.17202	1	8
0.89984	0.10393	0.13245	1	8
0.99128	0.15425	0.12452	1	8
0.50991	-1.44914	0.14694	2	8
1.10579	0.07243	0.16636	2	8
1.21852	0.10318	0.05654	2	8
1.25602	1.68444	0.15788	2	8
0.855	0.40163	0.41689	3	8
1.24214	1.79488	0.20648	3	8
1.00126	-0.10199	0.40648	1	9
1.04105	0.08671	0.16097	1	9
1.01454	0.33055	0.23742	1	9
0.82244	0.35952	0.19388	1	9
0.82096	0.51316	0.13109	2	9
0.90976	0.55405	0.27422	2	9
0.93253	0.68271	0.14128	2	9
1.31899	0.70483	0.11459	2	9
0.65346	-0.62802	0.17127	3	9
1.25325	0.23521	0.21215	3	9
1.12392	0.08478	0.09302	1	10
1.05138	0.51094	0.07302	1	10
1.3784	0.8036	0.19098	1	10
1.14926	1.99497	0.11357	1	10
0.85096	-0.09029	0.26784	2	10
0.75679	0.06256	0.13823	2	10
0.74188	0.23092	0.08413	2	10
0.66667	0.35117	0.25579	2	10
1.0015	-0.06586	0.28001	3	10
1.56915	0.48487	0.2063	3	10
0.46429	-2.74341	0.20093	1	11
0.35074	-2.66541	0.2052	1	11
0.37622	-2.50664	0.2354	1	11
0.28227	-2.26857	0.26074	1	11
1.73185	0.73005	0.14341	2	11
1.4342	0.84885	0.11995	2	11
0.80912	1.03894	0.29215	2	11
0.96237	1.0887	0.2303	2	11
0.51477	-1.84796	0.13564	3	11
0.83657	-1.45579	0.1715	3	11
0.36385	-3.33036	0.1767	1	12
0.57169	-0.73814	0.22675	1	12
0.51767	0.23125	0.21801	1	12
0.41108	0.92304	0.1534	1	12
1.54012	0.88356	0.2663	2	12
1.62764	2.26527	0.08149	2	12
0.37037	2.56859	0.14548	2	12
0.6464	2.66381	0.39275	2	12
1.07091	0.7	0.16372	3	12
1.66544	0.7285	0.0981	3	12
0.36893	-2.93842	0.18308	1	13
0.34901	-1.56045	0.20501	1	13
1.22973	1.05722	0.26348	1	13
1.59193	2.30401	0.10469	1	13
1.20655	0.70357	0.5	2	13
1.18534	0.73779	0.15533	2	13
1.41126	1.3741	0.13428	2	13
1.5695	2.02583	0.15193	2	13
0.95634	1.10508	0.13913	3	13
0.84825	1.11944	0.16906	3	13
