1.47703	0.32935	0.12674	1	1
1.56915	0.48487	0.2063	3	1
2.19054	1.70257	0.21894	2	1
2.05814	1.99655	0.18825	2	1
1.80468	2.01305	0.18574	1	1
0.28212	-3.4292	0.188	1	2
1.38875	0.47849	0.11522	2	2
1.08761	0.56218	0.27451	2	2
0.63595	0.73997	0.31749	1	2
1.25325	0.23521	0.21215	3	2
0.36385	-3.33036	0.1767	1	3
1.32618	0.31777	0.08593	2	3
0.89984	0.10393	0.13245	1	3
1.00627	1.81689	0.18622	2	3
1.08885	1.89334	0.18232	3	3
1.00126	-0.10199	0.40648	1	4
0.90976	0.55405	0.27422	2	4
1.27402	0.34729	0.10004	1	4
1.2538	1.51119	0.24526	2	4
1.23619	2.08179	0.11321	3	4
0.94775	0.7774	0.21869	1	5
0.83668	1.1658	0.13975	2	5
0.73875	1.36371	0.23305	2	5
1.66544	0.7285	0.0981	3	5
0.88323	2.23953	0.07006	1	5
1.41811	0.06245	0.14843	1	6
1.46518	0.49739	0.16306	2	6
1.08781	1.40442	0.28071	1	6
0.7599	1.82824	0.09075	3	6
1.20437	2.24437	0.16068	2	6
0.28227	-2.26857	0.26074	1	7
0.65346	-0.62802	0.17127	3	7
0.82096	0.51316	0.13109	2	7
0.52688	0.29777	0.1472	1	7
1.73185	0.73005	0.14341	2	7
0.51477	-1.84796	0.13564	3	8
0.5117	-1.81496	0.16376	1	8
0.46165	-0.68048	0.21056	1	8
0.47284	-0.21862	0.28663	2	8
1.4342	0.84885	0.11995	2	8
0.6157	-1.24491	0.09633	3	9
1.54012	0.88356	0.2663	2	9
0.91332	0.6779	0.14975	1	9
0.92049	0.94775	0.23537	1	9
1.34538	1.57022	0.15129	2	9
1.17927	0.70579	0.35243	1	10
1.22973	1.05722	0.26348	1	10
0.84825	1.11944	0.16906	3	10
0.71858	2.15778	0.1412	2	10
0.6464	2.66381	0.39275	2	10
0.34901	-1.56045	0.20501	1	11
0.57169	-0.73814	0.22675	1	11
1.31899	0.70483	0.11459	2	11
0.76827	0.39634	0.3143	3	11
1.28432	1.43018	0.09536	2	11
0.76685	-0.3716	0.202	2	12
0.8034	-0.09937	0.0924	2	12
0.83206	-0.07859	0.17202	1	12
0.91703	-0.03528	0.17517	1	12
1.35127	-0.47087	0.09622	3	12
0.70538	-0.29667	0.11547	2	13
1.07956	-0.03388	0.33509	2	13
1.08948	-0.71943	0.17009	3	13
0.86811	-0.12321	0.18031	1	13
0.72185	0.00125	0.09602	1	13
0.80136	-0.76802	0.34693	2	14
0.75679	0.06256	0.13823	2	14
0.81498	-0.31511	0.15461	1	14
1.091	-0.19352	0.17694	1	14
0.97426	-0.40939	0.05283	3	14
1.30463	-0.16596	0.15073	2	15
0.85165	-0.60429	0.33388	1	15
0.74871	-0.3736	0.19772	1	15
0.74188	0.23092	0.08413	2	15
1.07807	-0.44051	0.15996	3	15
0.83657	-1.45579	0.1715	3	16
0.93593	-0.20202	0.17977	2	16
0.79089	-0.37825	0.28961	1	16
1.23326	-0.10127	0.10312	2	16
0.9491	-0.01374	0.06349	1	16
0.37622	-2.50664	0.2354	1	17
1.43289	1.19057	0.28078	2	17
1.02427	1.33306	0.23151	2	17
1.24214	1.79488	0.20648	3	17
0.70531	2.2619	0.15478	1	17
0.75085	0.94963	0.19069	2	18
0.76297	0.878	0.13084	1	18
1.07091	0.7	0.16372	3	18
1.16434	1.54005	0.23937	1	18
0.93878	2.26758	0.25055	2	18
0.36893	-2.93842	0.18308	1	19
0.35074	-2.66541	0.2052	1	19
1.3552	1.38621	0.26964	2	19
1.17548	0.81871	0.07185	3	19
0.81933	1.54567	0.30536	2	19
0.46429	-2.74341	0.20093	1	20
0.59685	-1.26581	0.23214	3	20
1.03949	1.03144	0.30238	2	20
0.80912	1.03894	0.29215	2	20
1.30404	1.37048	0.07061	1	20
1.21852	0.10318	0.05654	2	21
1.11062	0.37674	0.20046	2	21
0.90487	0.68147	0.19902	1	21
0.855	0.40163	0.41689	3	21
1.14926	1.99497	0.11357	1	21
1.12392	0.08478	0.09302	1	22
1.51543	0.12667	0.18331	3	22
1.16738	1.93815	0.10698	2	22
0.96093	2.13658	0.17003	2	22
0.97787	1.79151	0.22901	1	22
1.17228	0.13248	0.18882	2	23
1.01793	0.19273	0.34486	1	23
1.00373	0.78973	0.17344	2	23
0.89657	1.49338	0.19509	1	23
0.86838	1.79655	0.1688	3	23
