0.28212	-3.4292	0.188	1
0.36385	-3.33036	0.1767	1
0.36893	-2.93842	0.18308	1
0.46429	-2.74341	0.20093	1
0.52116	-2.7276	0.21669	1
0.35074	-2.66541	0.2052	1
0.37622	-2.50664	0.2354	1
0.28227	-2.26857	0.26074	1
0.59362	-2.06476	0.16105	1
0.51477	-1.84796	0.13564	2
0.54047	-1.81676	0.23197	1
0.5117	-1.81496	0.16376	1
0.48935	-1.78184	0.18681	1
0.78774	-1.73743	0.17432	4
1.01832	-1.70256	0.32517	1
0.52022	-1.63008	0.21201	1
0.34901	-1.56045	0.20501	1
0.51357	-1.48062	0.17331	3
0.83657	-1.45579	0.1715	2
0.55474	-1.44975	0.34075	5
0.50991	-1.44914	0.14694	3
1.01096	-1.42941	0.18369	2
1.1064	-1.3969	0.19598	2
1.18722	-1.31787	0.13321	2
0.64116	-1.29142	0.14806	4
0.59685	-1.26581	0.23214	2
0.73863	-1.25067	0.10454	1
0.6157	-1.24491	0.09633	2
0.51599	-1.23995	0.28683	1
0.83806	-1.22873	0.13238	5
0.95676	-1.20698	0.11154	2
0.91251	-1.19655	0.08727	2
0.90399	-1.18868	0.18528	5
0.91004	-1.12367	0.13877	2
0.72995	-1.07325	0.18378	1
0.76663	-1.06104	0.1238	5
0.37867	-1.04841	0.20456	3
0.59006	-1.02769	0.10096	2
0.87388	-0.99558	0.22001	1
0.69825	-0.98901	0.21158	5
0.47563	-0.94598	0.16654	5
0.44338	-0.94449	0.09175	2
0.94676	-0.93393	0.06713	4
1.05559	-0.90949	0.5	5
0.77689	-0.88641	0.29057	5
0.66529	-0.88196	0.1816	1
0.7632	-0.82894	0.19896	2
1.21828	-0.8066	0.21113	4
0.41413	-0.78408	0.16026	1
0.94372	-0.77609	0.35953	5
0.80136	-0.76802	0.34693	5
1.17266	-0.76548	0.16692	5
0.83992	-0.74371	0.11924	1
0.57169	-0.73814	0.22675	1
1.08948	-0.71943	0.17009	2
0.47804	-0.69846	0.21877	5
0.78424	-0.69231	0.26217	1
0.85969	-0.68603	0.08217	2
0.46165	-0.68048	0.21056	1
1.15438	-0.67169	0.34593	5
0.81059	-0.66303	0.3204	1
0.65346	-0.62802	0.17127	2
0.85165	-0.60429	0.33388	1
1.04963	-0.60418	0.09479	2
0.73199	-0.59644	0.11454	1
0.8442	-0.5534	0.27218	2
0.90327	-0.54208	0.14408	1
0.63901	-0.53989	0.19376	2
1.49252	-0.52602	0.19399	5
1.05442	-0.50597	0.08432	2
1.02068	-0.49628	0.25138	4
0.61487	-0.49007	0.12393	1
1.35127	-0.47087	0.09622	2
1.07983	-0.46626	0.17154	1
0.96256	-0.44516	0.12454	1
1.07807	-0.44051	0.15996	2
0.66978	-0.42208	0.15858	2
0.97426	-0.40939	0.05283	2
0.79089	-0.37825	0.28961	1
0.74871	-0.3736	0.19772	1
0.76685	-0.3716	0.202	5
0.99725	-0.36055	0.2814	1
0.71958	-0.34696	0.06723	2
0.81498	-0.31511	0.15461	1
0.70538	-0.29667	0.11547	5
0.60717	-0.29228	0.18623	1
0.85197	-0.26127	0.15188	2
0.8162	-0.25407	0.34133	5
1.09781	-0.25021	0.052	5
0.6802	-0.24366	0.18296	1
0.47284	-0.21862	0.28663	3
0.62832	-0.21445	0.2227	1
0.80965	-0.21305	0.26469	3
0.93593	-0.20202	0.17977	5
1.091	-0.19352	0.17694	1
0.76931	-0.19069	0.24636	1
1.07235	-0.18562	0.08196	4
0.87045	-0.18147	0.18876	5
0.73571	-0.17581	0.06579	5
1.30463	-0.16596	0.15073	5
0.75222	-0.16255	0.27858	5
1.17793	-0.1527	0.5	5
0.86811	-0.12321	0.18031	4
0.80742	-0.12105	0.06201	5
1.00126	-0.10199	0.40648	1
1.23326	-0.10127	0.10312	5
0.8034	-0.09937	0.0924	3
0.85096	-0.09029	0.26784	4
1.16437	-0.07914	0.117	3
0.83206	-0.07859	0.17202	1
0.60727	-0.07633	0.28479	5
1.0015	-0.06586	0.28001	2
0.50461	-0.06314	0.10643	1
1.38636	-0.05238	0.19537	3
0.93621	-0.05029	0.14846	1
0.66322	-0.04312	0.14751	2
0.91703	-0.03528	0.17517	4
0.93709	-0.03497	0.13488	3
1.07956	-0.03388	0.33509	3
0.75207	-0.03358	0.14237	2
1.20666	-0.03132	0.16188	2
0.89732	-0.03003	0.21412	1
0.72659	-0.0159	0.30398	4
0.9491	-0.01374	0.06349	1
0.72185	0.00125	0.09602	4
0.62533	0.01329	0.5	1
0.81181	0.02365	0.18466	2
1.20709	0.03199	0.16301	3
1.12345	0.05971	0.19227	2
1.41811	0.06245	0.14843	1
0.75679	0.06256	0.13823	4
0.8646	0.07006	0.20903	1
1.10579	0.07243	0.16636	3
0.98843	0.07261	0.11335	2
1.12392	0.08478	0.09302	1
1.04105	0.08671	0.16097	4
1.25961	0.08894	0.11635	3
0.96263	0.09026	0.21377	3
1.21852	0.10318	0.05654	5
0.89984	0.10393	0.13245	3
1.0046	0.1092	0.08802	4
0.8525	0.11091	0.08883	4
1.19155	0.11524	0.25589	3
1.51543	0.12667	0.18331	2
1.17228	0.13248	0.18882	4
1.16382	0.1503	0.34191	2
0.99128	0.15425	0.12452	1
0.94186	0.16016	0.14885	1
0.7895	0.16883	0.04702	2
0.83561	0.17286	0.08161	4
1.28448	0.17674	0.14627	5
1.01793	0.19273	0.34486	6
1.01793	0.19273	0.34486	6
1.13838	0.20749	0.17817	6
1.13838	0.20749	0.17817	6
1.13838	0.20749	0.17817	6
0.95026	0.22868	0.15552	4
0.74188	0.23092	0.08413	5
0.51767	0.23125	0.21801	3
1.25325	0.23521	0.21215	2
0.95411	0.2691	0.34229	3
0.72184	0.28359	0.08711	1
1.18359	0.29468	0.08256	5
0.52688	0.29777	0.1472	1
0.91237	0.30597	0.25774	3
0.65367	0.30637	0.5	3
1.32618	0.31777	0.08593	5
1.47703	0.32935	0.12674	4
0.89208	0.32987	0.14618	4
1.01454	0.33055	0.23742	1
1.27402	0.34729	0.10004	3
0.66667	0.35117	0.25579	3
1.43811	0.35672	0.16289	5
0.82244	0.35952	0.19388	4
0.74105	0.36816	0.1887	4
1.07636	0.37194	0.02523	5
1.11062	0.37674	0.20046	5
0.76827	0.39634	0.3143	2
0.855	0.40163	0.41689	2
1.08426	0.40513	0.12455	2
0.61269	0.44052	0.10758	5
0.82606	0.4572	0.11722	1
0.80824	0.47071	0.07509	1
0.83926	0.47788	0.21167	5
1.38875	0.47849	0.11522	5
1.56915	0.48487	0.2063	2
1.15175	0.4965	0.09064	3
1.46518	0.49739	0.16306	5
0.69642	0.50846	0.0993	5
1.05138	0.51094	0.07302	1
