0.28212	-3.4292	0.188	1	1	1
0.62832	-0.21445	0.2227	1	1	1
1.47703	0.32935	0.12674	1	1	1
0.85226	0.75467	0.13435	1	1	1
0.968	0.93463	0.29013	1	1	1
0.92049	0.94775	0.23537	1	1	1
0.75578	1.08622	0.30707	1	1	1
0.70108	1.23634	0.1818	1	1	1
1.19155	0.11524	0.25589	2	1	1
1.46518	0.49739	0.16306	2	1	1
1.16655	0.72347	0.08417	2	1	1
0.96237	1.0887	0.2303	2	1	1
0.63325	1.36473	0.05896	2	1	1
1.4842	1.48036	0.16499	2	1	1
1.2538	1.51119	0.24526	2	1	1
0.81933	1.54567	0.30536	2	1	1
0.65346	-0.62802	0.17127	3	1	1
1.51543	0.12667	0.18331	3	1	1
0.76827	0.39634	0.3143	3	1	1
0.95634	1.10508	0.13913	3	1	1
0.51599	-1.23995	0.28683	1	2	2
0.37867	-1.04841	0.20456	1	2	2
0.85246	0.55829	0.30867	1	2	2
0.78154	0.57756	0.18445	1	2	2
1.35539	0.59898	0.27613	1	2	2
0.74217	1.03455	0.48883	1	2	2
1.01546	1.4578	0.08892	1	2	2
1.80468	2.01305	0.18574	1	2	2
0.90976	0.55405	0.27422	2	2	2
1.20655	0.70357	0.5	2	2	2
0.8012	1.03055	0.15447	2	2	2
2.05814	1.99655	0.18825	2	2	2
1.608	2.01146	0.09196	2	2	2
0.96093	2.13658	0.17003	2	2	2
1.62764	2.26527	0.08149	2	2	2
0.93878	2.26758	0.25055	2	2	2
0.59685	-1.26581	0.23214	3	2	2
1.17548	0.81871	0.07185	3	2	2
1.25655	1.14811	0.24037	3	2	2
0.78131	2.07047	0.09394	3	2	2
0.48935	-1.78184	0.18681	1	3	3
0.94676	-0.93393	0.06713	1	3	3
0.57169	-0.73814	0.22675	1	3	3
0.76931	-0.19069	0.24636	1	3	3
0.50461	-0.06314	0.10643	1	3	3
0.89732	-0.03003	0.21412	1	3	3
0.51767	0.23125	0.21801	1	3	3
0.74134	0.51626	0.21251	1	3	3
0.55474	-1.44975	0.34075	2	3	3
0.64116	-1.29142	0.14806	2	3	3
1.21828	-0.8066	0.21113	2	3	3
0.93593	-0.20202	0.17977	2	3	3
0.8034	-0.09937	0.0924	2	3	3
0.60727	-0.07633	0.28479	2	3	3
0.72659	-0.0159	0.30398	2	3	3
1.0046	0.1092	0.08802	2	3	3
1.18722	-1.31787	0.13321	3	3	3
0.6157	-1.24491	0.09633	3	3	3
0.91004	-1.12367	0.13877	3	3	3
1.35127	-0.47087	0.09622	3	3	3
