1.01793	0.19273	0.34486	1	1	1	1	1	1
0.72184	0.28359	0.08711	1	1	1	1	1	2
1.47703	0.32935	0.12674	1	1	1	1	1	3
1.15175	0.4965	0.09064	1	1	1	1	1	4
0.75222	-0.16255	0.27858	2	1	1	1	1	5
1.07956	-0.03388	0.33509	2	1	1	1	1	6
0.75679	0.06256	0.13823	2	1	1	1	1	7
1.19155	0.11524	0.25589	2	1	1	1	1	8
0.71958	-0.34696	0.06723	3	1	1	1	1	9
1.56915	0.48487	0.2063	3	1	1	1	1	10
0.79089	-0.37825	0.28961	1	1	2	1	2	1
0.82244	0.35952	0.19388	1	1	2	1	2	2
1.35539	0.59898	0.27613	1	1	2	1	2	3
0.90487	0.68147	0.19902	1	1	2	1	2	4
0.95411	0.2691	0.34229	2	1	2	1	2	5
1.46518	0.49739	0.16306	2	1	2	1	2	6
0.94247	0.52405	0.19019	2	1	2	1	2	7
1.08761	0.56218	0.27451	2	1	2	1	2	8
0.81181	0.02365	0.18466	3	1	2	1	2	9
1.51543	0.12667	0.18331	3	1	2	1	2	10
1.41811	0.06245	0.14843	1	1	3	1	3	1
0.78154	0.57756	0.18445	1	1	3	1	3	2
0.91332	0.6779	0.14975	1	1	3	1	3	3
0.85226	0.75467	0.13435	1	1	3	1	3	4
1.38875	0.47849	0.11522	2	1	3	1	3	5
1.05444	0.60125	0.16527	2	1	3	1	3	6
1.31899	0.70483	0.11459	2	1	3	1	3	7
1.18534	0.73779	0.15533	2	1	3	1	3	8
1.08426	0.40513	0.12455	3	1	3	1	3	9
1.24214	1.79488	0.20648	3	1	3	1	3	10
1.00126	-0.10199	0.40648	1	1	4	1	4	1
0.83206	-0.07859	0.17202	1	1	4	1	4	2
0.89732	-0.03003	0.21412	1	1	4	1	4	3
1.01454	0.33055	0.23742	1	1	4	1	4	4
0.95026	0.22868	0.15552	2	1	4	1	4	5
0.93253	0.68271	0.14128	2	1	4	1	4	6
1.00382	0.82144	0.10494	2	1	4	1	4	7
1.16142	1.02491	0.05526	2	1	4	1	4	8
1.12345	0.05971	0.19227	3	1	4	1	4	9
0.98843	0.07261	0.11335	3	1	4	1	4	10
0.36385	-3.33036	0.1767	1	2	5	1	1	1
0.35074	-2.66541	0.2052	1	2	5	1	1	2
0.74134	0.51626	0.21251	1	2	5	1	1	3
1.09077	1.29115	0.14429	1	2	5	1	1	4
1.4342	0.84885	0.11995	2	2	5	1	1	5
0.8012	1.03055	0.15447	2	2	5	1	1	6
0.83668	1.1658	0.13975	2	2	5	1	1	7
1.5695	2.02583	0.15193	2	2	5	1	1	8
1.11723	0.57372	0.23913	3	2	5	1	1	9
1.66544	0.7285	0.0981	3	2	5	1	1	10
1.05138	0.51094	0.07302	1	2	6	1	2	1
0.85246	0.55829	0.30867	1	2	6	1	2	2
0.76297	0.878	0.13084	1	2	6	1	2	3
0.968	0.93463	0.29013	1	2	6	1	2	4
0.69642	0.50846	0.0993	2	2	6	1	2	5
1.73185	0.73005	0.14341	2	2	6	1	2	6
1.03949	1.03144	0.30238	2	2	6	1	2	7
1.38278	1.96672	0.2976	2	2	6	1	2	8
0.90061	0.52271	0.26448	3	2	6	1	2	9
1.25655	1.14811	0.24037	3	2	6	1	2	10
0.28212	-3.4292	0.188	1	2	7	1	3	1
0.36893	-2.93842	0.18308	1	2	7	1	3	2
1.22973	1.05722	0.26348	1	2	7	1	3	3
0.92247	1.26716	0.10077	1	2	7	1	3	4
1.32618	0.31777	0.08593	2	2	7	1	3	5
0.92648	0.77724	0.13964	2	2	7	1	3	6
1.10354	1.10563	0.21571	2	2	7	1	3	7
1.28432	1.43018	0.09536	2	2	7	1	3	8
1.25325	0.23521	0.21215	3	2	7	1	3	9
1.07091	0.7	0.16372	3	2	7	1	3	10
0.85165	-0.60429	0.33388	1	2	8	2	1	1
1.091	-0.19352	0.17694	1	2	8	2	1	2
1.12392	0.08478	0.09302	1	2	8	2	1	3
0.89984	0.10393	0.13245	1	2	8	2	1	4
0.80136	-0.76802	0.34693	2	2	8	2	1	5
0.93593	-0.20202	0.17977	2	2	8	2	1	6
1.23326	-0.10127	0.10312	2	2	8	2	1	7
1.10579	0.07243	0.16636	2	2	8	2	1	8
1.01096	-1.42941	0.18369	3	2	8	2	1	9
0.85197	-0.26127	0.15188	3	2	8	2	1	10
1.07983	-0.46626	0.17154	1	2	9	2	2	1
0.81498	-0.31511	0.15461	1	2	9	2	2	2
1.04105	0.08671	0.16097	1	2	9	2	2	3
0.8525	0.11091	0.08883	1	2	9	2	2	4
0.73571	-0.17581	0.06579	2	2	9	2	2	5
0.85096	-0.09029	0.26784	2	2	9	2	2	6
1.21852	0.10318	0.05654	2	2	9	2	2	7
1.0046	0.1092	0.08802	2	2	9	2	2	8
0.91004	-1.12367	0.13877	3	2	9	2	2	9
0.85969	-0.68603	0.08217	3	2	9	2	2	10
0.74871	-0.3736	0.19772	1	2	10	2	3	1
0.6802	-0.24366	0.18296	1	2	10	2	3	2
0.76931	-0.19069	0.24636	1	2	10	2	3	3
0.9491	-0.01374	0.06349	1	2	10	2	3	4
0.76685	-0.3716	0.202	2	2	10	2	3	5
0.70538	-0.29667	0.11547	2	2	10	2	3	6
