0.97787	1.79151	0.22901	1	3	1
0.90689	1.9717	0.08154	1	3	1
1.14926	1.99497	0.11357	1	3	1
1.80468	2.01305	0.18574	1	3	1
0.88323	2.23953	0.07006	1	3	1
0.70531	2.2619	0.15478	1	3	1
1.59193	2.30401	0.10469	1	3	1
0.74207	2.576	0.13225	1	3	1
1.20437	2.24437	0.16068	2	3	1
1.62764	2.26527	0.08149	2	3	1
0.93878	2.26758	0.25055	2	3	1
0.90249	2.30378	0.1471	2	3	1
1.20642	2.37519	0.14645	2	3	1
0.37037	2.56859	0.14548	2	3	1
0.6464	2.66381	0.39275	2	3	1
0.9238	2.92677	0.22862	2	3	1
1.08885	1.89334	0.18232	3	3	1
1.14405	1.98778	0.25225	3	3	1
0.78131	2.07047	0.09394	3	3	1
1.23619	2.08179	0.11321	3	3	1
0.93885	1.41013	0.08369	1	3	2
0.77834	1.44274	0.09122	1	3	2
1.01546	1.4578	0.08892	1	3	2
0.89657	1.49338	0.19509	1	3	2
1.16434	1.54005	0.23937	1	3	2
0.94871	1.6028	0.16098	1	3	2
1.07821	1.68906	0.23733	1	3	2
1.34917	1.6974	0.13229	1	3	2
1.16738	1.93815	0.10698	2	3	2
1.38278	1.96672	0.2976	2	3	2
2.05814	1.99655	0.18825	2	3	2
1.608	2.01146	0.09196	2	3	2
1.5695	2.02583	0.15193	2	3	2
0.8274	2.05123	0.13169	2	3	2
0.96093	2.13658	0.17003	2	3	2
0.71858	2.15778	0.1412	2	3	2
1.09366	1.23839	0.25795	3	3	2
1.24214	1.79488	0.20648	3	3	2
0.86838	1.79655	0.1688	3	3	2
0.7599	1.82824	0.09075	3	3	2
0.92247	1.26716	0.10077	1	3	3
1.00433	1.29001	0.20413	1	3	3
1.09077	1.29115	0.14429	1	3	3
1.11079	1.30293	0.24064	1	3	3
1.30404	1.37048	0.07061	1	3	3
0.98444	1.37395	0.17914	1	3	3
0.85019	1.38074	0.08722	1	3	3
1.08781	1.40442	0.28071	1	3	3
0.81933	1.54567	0.30536	2	3	3
1.10122	1.56418	0.09575	2	3	3
1.34538	1.57022	0.15129	2	3	3
1.25602	1.68444	0.15788	2	3	3
2.19054	1.70257	0.21894	2	3	3
0.88245	1.75496	0.1944	2	3	3
1.00627	1.81689	0.18622	2	3	3
1.93513	1.83794	0.18836	2	3	3
1.22339	1.02213	0.10194	3	3	3
0.95634	1.10508	0.13913	3	3	3
0.84825	1.11944	0.16906	3	3	3
1.25655	1.14811	0.24037	3	3	3
0.74217	1.03455	0.48883	1	3	4
1.22973	1.05722	0.26348	1	3	4
0.75578	1.08622	0.30707	1	3	4
0.91941	1.10743	0.30241	1	3	4
0.7784	1.15269	0.25227	1	3	4
0.50389	1.17222	0.15992	1	3	4
1.23978	1.19639	0.16853	1	3	4
0.70108	1.23634	0.1818	1	3	4
1.41126	1.3741	0.13428	2	3	4
1.3552	1.38621	0.26964	2	3	4
1.28432	1.43018	0.09536	2	3	4
0.92473	1.44495	0.14829	2	3	4
1.4842	1.48036	0.16499	2	3	4
1.2538	1.51119	0.24526	2	3	4
1.28983	1.52127	0.14887	2	3	4
1.49179	1.52422	0.18658	2	3	4
1.07091	0.7	0.16372	3	3	4
1.05853	0.71218	0.21766	3	3	4
1.66544	0.7285	0.0981	3	3	4
