1.41811	0.06245	0.14843	1	1	1	1	1	1
1.07821	1.68906	0.23733	1	1	1	1	1	2
0.97787	1.79151	0.22901	1	1	1	1	1	3
0.88323	2.23953	0.07006	1	1	1	1	1	4
1.30463	-0.16596	0.15073	2	1	1	1	1	5
1.21852	0.10318	0.05654	2	1	1	1	1	6
1.32618	0.31777	0.08593	2	1	1	1	1	7
1.2538	1.51119	0.24526	2	1	1	1	1	8
0.86838	1.79655	0.1688	3	1	1	1	1	9
0.78131	2.07047	0.09394	3	1	1	1	1	10
0.36385	-3.33036	0.1767	1	2	2	1	1	1
0.28227	-2.26857	0.26074	1	2	2	1	1	2
1.80468	2.01305	0.18574	1	2	2	1	1	3
1.59193	2.30401	0.10469	1	2	2	1	1	4
1.38875	0.47849	0.11522	2	2	2	1	1	5
1.31899	0.70483	0.11459	2	2	2	1	1	6
1.73185	0.73005	0.14341	2	2	2	1	1	7
1.00382	0.82144	0.10494	2	2	2	1	1	8
1.24214	1.79488	0.20648	3	2	2	1	1	9
1.14405	1.98778	0.25225	3	2	2	1	1	10
0.48935	-1.78184	0.18681	1	2	3	2	1	1
0.90327	-0.54208	0.14408	1	2	3	2	1	2
0.96256	-0.44516	0.12454	1	2	3	2	1	3
0.93621	-0.05029	0.14846	1	2	3	2	1	4
1.15438	-0.67169	0.34593	2	2	3	2	1	5
1.07235	-0.18562	0.08196	2	2	3	2	1	6
1.0046	0.1092	0.08802	2	2	3	2	1	7
1.07636	0.37194	0.02523	2	2	3	2	1	8
0.91251	-1.19655	0.08727	3	2	3	2	1	9
0.44338	-0.94449	0.09175	3	2	3	2	1	10
0.28212	-3.4292	0.188	1	3	4	1	1	1
0.36893	-2.93842	0.18308	1	3	4	1	1	2
1.35539	0.59898	0.27613	1	3	4	1	1	3
1.23978	1.19639	0.16853	1	3	4	1	1	4
1.4342	0.84885	0.11995	2	3	4	1	1	5
1.54012	0.88356	0.2663	2	3	4	1	1	6
0.37037	2.56859	0.14548	2	3	4	1	1	7
0.6464	2.66381	0.39275	2	3	4	1	1	8
1.01096	-1.42941	0.18369	3	3	4	1	1	9
0.855	0.40163	0.41689	3	3	4	1	1	10
0.9491	-0.01374	0.06349	1	3	5	2	1	1
1.47703	0.32935	0.12674	1	3	5	2	1	2
1.08781	1.40442	0.28071	1	3	5	2	1	3
0.90689	1.9717	0.08154	1	3	5	2	1	4
1.19155	0.11524	0.25589	2	3	5	2	1	5
1.16738	1.93815	0.10698	2	3	5	2	1	6
0.96093	2.13658	0.17003	2	3	5	2	1	7
0.90249	2.30378	0.1471	2	3	5	2	1	8
1.20666	-0.03132	0.16188	3	3	5	2	1	9
1.51543	0.12667	0.18331	3	3	5	2	1	10
0.87388	-0.99558	0.22001	1	3	6	3	1	1
0.83992	-0.74371	0.11924	1	3	6	3	1	2
1.02068	-0.49628	0.25138	1	3	6	3	1	3
1.07983	-0.46626	0.17154	1	3	6	3	1	4
1.05559	-0.90949	0.5	2	3	6	3	1	5
0.94372	-0.77609	0.35953	2	3	6	3	1	6
1.49252	-0.52602	0.19399	2	3	6	3	1	7
1.09781	-0.25021	0.052	2	3	6	3	1	8
0.95676	-1.20698	0.11154	3	3	6	3	1	9
1.04963	-0.60418	0.09479	3	3	6	3	1	10
0.46429	-2.74341	0.20093	1	4	7	1	1	1
0.35074	-2.66541	0.2052	1	4	7	1	1	2
0.59362	-2.06476	0.16105	1	4	7	1	1	3
0.5117	-1.81496	0.16376	1	4	7	1	1	4
0.65367	0.30637	0.5	2	4	7	1	1	5
0.5994	1.2851	0.34499	2	4	7	1	1	6
1.4777	1.34767	0.09881	2	4	7	1	1	7
2.19054	1.70257	0.21894	2	4	7	1	1	8
0.83657	-1.45579	0.1715	3	4	7	1	1	9
1.22339	1.02213	0.10194	3	4	7	1	1	10
0.37622	-2.50664	0.2354	1	4	8	2	1	1
0.34901	-1.56045	0.20501	1	4	8	2	1	2
1.11079	1.30293	0.24064	1	4	8	2	1	3
0.74207	2.576	0.13225	1	4	8	2	1	4
1.46518	0.49739	0.16306	2	4	8	2	1	5
1.608	2.01146	0.09196	2	4	8	2	1	6
0.93878	2.26758	0.25055	2	4	8	2	1	7
1.20642	2.37519	0.14645	2	4	8	2	1	8
1.56915	0.48487	0.2063	3	4	8	2	1	9
1.66544	0.7285	0.0981	3	4	8	2	1	10
1.091	-0.19352	0.17694	1	4	9	3	1	1
1.12392	0.08478	0.09302	1	4	9	3	1	2
1.0169	0.83638	0.37559	1	4	9	3	1	3
0.94871	1.6028	0.16098	1	4	9	3	1	4
0.55474	-1.44975	0.34075	2	4	9	3	1	5
0.93593	-0.20202	0.17977	2	4	9	3	1	6
1.23326	-0.10127	0.10312	2	4	9	3	1	7
0.80912	1.03894	0.29215	2	4	9	3	1	8
1.05442	-0.50597	0.08432	3	4	9	3	1	9
1.35127	-0.47087	0.09622	3	4	9	3	1	10
0.78774	-1.73743	0.17432	1	4	10	4	1	1
1.01832	-1.70256	0.32517	1	4	10	4	1	2
0.73863	-1.25067	0.10454	1	4	10	4	1	3
0.94676	-0.93393	0.06713	1	4	10	4	1	4
0.83806	-1.22873	0.13238	2	4	10	4	1	5
0.76663	-1.06104	0.1238	2	4	10	4	1	6
1.21828	-0.8066	0.21113	2	4	10	4	1	7
1.17266	-0.76548	0.16692	2	4	10	4	1	8
1.1064	-1.3969	0.19598	3	4	10	4	1	9
1.18722	-1.31787	0.13321	3	4	10	4	1	10
