   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.25092   0.43335   0.56621   0.25160   0.43389   0.56663
Max = 
   0.25240   0.43547   0.57535   0.30000   0.52944   0.70396
Min = 
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
SD = 
   0.00635   0.00789   0.00701   0.04959   0.07970   0.09681
Last = 
   0.25230   0.43508   0.56803   0.26440   0.45526   0.59357

data = 
   0.24750   0.43012   0.56436   0.22015   0.38663   0.51324
   0.24757   0.43030   0.56466   0.26050   0.45123   0.59124
   0.24784   0.43091   0.56562   0.29518   0.50363   0.65070
   0.24794   0.43115   0.56599   0.26581   0.45880   0.59920
   0.24820   0.43174   0.56692   0.29486   0.50314   0.65015
   0.24843   0.43228   0.56776   0.29024   0.49631   0.64257
   0.24821   0.43172   0.56683   0.20801   0.36464   0.48328
   0.24806   0.43136   0.56625   0.22142   0.38792   0.51374
   0.24834   0.43200   0.56724   0.29945   0.50981   0.65741
   0.24778   0.43061   0.56495   0.14432   0.26124   0.35683
   0.24776   0.43056   0.56488   0.24488   0.42526   0.55880
   0.24794   0.43099   0.56555   0.28188   0.48315   0.62702
   0.24820   0.43159   0.56649   0.29592   0.50478   0.65204
   0.24793   0.43093   0.56544   0.19783   0.35074   0.46968
   0.24821   0.43158   0.56644   0.29973   0.51019   0.65780
   0.24825   0.43165   0.56655   0.25465   0.44029   0.57620
   0.24814   0.43138   0.56612   0.22836   0.39892   0.52710
   0.24767   0.43023   0.56421   0.16072   0.28716   0.38758
   0.24757   0.42996   0.56374   0.22874   0.39643   0.52019
   0.24749   0.42978   0.56349   0.23253   0.40738   0.53952
   0.24760   0.43004   0.56392   0.26868   0.46308   0.60400
   0.24788   0.43067   0.56490   0.29934   0.50963   0.65720
   0.24804   0.43105   0.56550   0.27804   0.47791   0.62171
   0.24806   0.43110   0.56560   0.25277   0.43821   0.57475
   0.24833   0.43173   0.56657   0.29993   0.51046   0.65807
   0.24836   0.43178   0.56664   0.25361   0.43824   0.57309
   0.24821   0.43141   0.56604   0.21911   0.38423   0.50944
   0.24802   0.43092   0.56523   0.21116   0.36907   0.48795
   0.24828   0.43153   0.56618   0.29948   0.50982   0.65739
   0.24828   0.43153   0.56618   0.24857   0.43115   0.56583
   0.24825   0.43144   0.56604   0.24184   0.42036   0.55277
   0.24801   0.43082   0.56497   0.20174   0.35100   0.46239
