   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.27321   0.47000   0.61075   0.17880   0.31713   0.42515
   0.27338   0.47039   0.61136   0.29934   0.50977   0.65749
   0.27334   0.47029   0.61118   0.26754   0.45950   0.59755
   0.27349   0.47062   0.61170   0.29518   0.50387   0.65121
   0.27366   0.47100   0.61230   0.29967   0.51023   0.65796
   0.27382   0.47137   0.61288   0.29870   0.50886   0.65653
   0.27367   0.47099   0.61225   0.25057   0.43225   0.56453
   0.27384   0.47137   0.61285   0.30000   0.51068   0.65843
   0.27400   0.47174   0.61341   0.29904   0.50932   0.65700
   0.27405   0.47186   0.61362   0.28205   0.48438   0.62951
   0.27347   0.47045   0.61134   0.18235   0.32400   0.43483
   0.27363   0.47082   0.61193   0.29936   0.50978   0.65747
   0.27371   0.47100   0.61221   0.28675   0.49006   0.63424
   0.27377   0.47113   0.61242   0.28196   0.48400   0.62882
   0.27393   0.47150   0.61299   0.29968   0.51022   0.65793
   0.27408   0.47185   0.61354   0.29874   0.50890   0.65654
   0.27379   0.47112   0.61234   0.22672   0.39384   0.51779
   0.27395   0.47149   0.61291   0.30000   0.51066   0.65838
   0.27410   0.47182   0.61343   0.29751   0.50712   0.65461
   0.27379   0.47107   0.61223   0.22422   0.39130   0.51668
   0.27367   0.47080   0.61183   0.25503   0.44188   0.57917
   0.27383   0.47116   0.61239   0.29938   0.50978   0.65746
   0.27398   0.47150   0.61292   0.29846   0.50849   0.65610
   0.27391   0.47132   0.61264   0.26189   0.45176   0.58978
   0.27407   0.47168   0.61319   0.29969   0.51022   0.65790
   0.27421   0.47200   0.61370   0.29779   0.50751   0.65502
   0.27396   0.47136   0.61264   0.23214   0.40147   0.52569
   0.27411   0.47172   0.61319   0.30000   0.51064   0.65834
   0.27426   0.47206   0.61371   0.29902   0.50926   0.65689
   0.27400   0.47142   0.61269   0.23050   0.40131   0.52874
   0.27360   0.47046   0.61114   0.20751   0.36423   0.48337
   0.27374   0.47079   0.61166   0.29760   0.50714   0.65452
   0.27388   0.47110   0.61216   0.29679   0.50601   0.65333
   0.27394   0.47123   0.61238   0.28296   0.48570   0.63096
   0.27409   0.47158   0.61292   0.29970   0.51021   0.65788
   0.27422   0.47189   0.61340   0.29712   0.50646   0.65380
   0.27428   0.47201   0.61361   0.28311   0.48595   0.63127
   0.27443   0.47235   0.61414   0.30000   0.51062   0.65830
   0.27456   0.47265   0.61461   0.29751   0.50702   0.65440
   0.27442   0.47230   0.61403   0.25000   0.43206   0.56507
   0.27404   0.47136   0.61251   0.20867   0.36503   0.48297
   0.27418   0.47170   0.61303   0.29942   0.50980   0.65743
   0.27432   0.47201   0.61351   0.29761   0.50722   0.65468
   0.27433   0.47203   0.61356   0.27645   0.47509   0.61795
   0.27448   0.47236   0.61407   0.29971   0.51020   0.65785
   0.27462   0.47268   0.61456   0.29885   0.50899   0.65658
   0.27436   0.47206   0.61357   0.22987   0.40068   0.52843
   0.27451   0.47239   0.61408   0.29986   0.51040   0.65805
   0.27465   0.47270   0.61456   0.29893   0.50910   0.65669
   0.27473   0.47290   0.61489   0.29041   0.49672   0.64319
   0.27426   0.47177   0.61306   0.19150   0.33872   0.45277
   0.27441   0.47209   0.61356   0.29944   0.50980   0.65742
   0.27454   0.47239   0.61402   0.29775   0.50740   0.65486
   0.27398   0.47101   0.61177   0.17500   0.30919   0.41320
   0.27412   0.47134   0.61228   0.29972   0.51020   0.65783
   0.27426   0.47165   0.61277   0.29846   0.50843   0.65597
   0.27434   0.47185   0.61309   0.28921   0.49503   0.64142
   0.27448   0.47217   0.61359   0.30000   0.51058   0.65823
   0.27462   0.47248   0.61407   0.29917   0.50942   0.65700
   0.27459   0.47242   0.61399   0.26968   0.46502   0.60675
   0.27382   0.47051   0.61085   0.13430   0.24158   0.32818
   0.27396   0.47084   0.61136   0.29945   0.50981   0.65741
   0.27410   0.47115   0.61185   0.29863   0.50866   0.65619
   0.27391   0.47069   0.61114   0.23907   0.41588   0.54731
   0.27405   0.47102   0.61165   0.29966   0.51010   0.65770
   0.27398   0.47084   0.61137   0.26141   0.44978   0.58592
   0.27399   0.47087   0.61143   0.27636   0.47446   0.61665
   0.27413   0.47119   0.61193   0.30000   0.51057   0.65820
   0.27426   0.47149   0.61240   0.29832   0.50820   0.65570
   0.27383   0.47041   0.61062   0.19315   0.33736   0.44607
   0.27344   0.46946   0.60906   0.20127   0.35164   0.46490
   0.27358   0.46978   0.60958   0.29947   0.50981   0.65740
   0.27370   0.47007   0.61005   0.29700   0.50632   0.65369
   0.27364   0.46991   0.60980   0.26130   0.44989   0.58641
   0.27377   0.47022   0.61029   0.29887   0.50895   0.65645
   0.27390   0.47052   0.61077   0.29821   0.50805   0.65553
   0.27347   0.46947   0.60906   0.19162   0.33716   0.44869
   0.27360   0.46979   0.60957   0.29993   0.51046   0.65807
   0.27374   0.47010   0.61006   0.29849   0.50843   0.65593
   0.27348   0.46947   0.60902   0.22507   0.38962   0.51069
   0.27340   0.46927   0.60874   0.25744   0.44476   0.58143
   0.27353   0.46959   0.60924   0.29948   0.50982   0.65739
   0.27366   0.46988   0.60971   0.29766   0.50726   0.65469
   0.27371   0.47002   0.60994   0.28420   0.48711   0.63201
   0.27385   0.47033   0.61043   0.29968   0.51009   0.65767
   0.27398   0.47062   0.61091   0.29897   0.50910   0.65662
   0.27399   0.47068   0.61102   0.27763   0.47761   0.62175
   0.27413   0.47098   0.61150   0.30000   0.51054   0.65813
   0.27426   0.47128   0.61197   0.29923   0.50946   0.65700
   0.27422   0.47119   0.61186   0.26671   0.46029   0.60108
   0.27387   0.47036   0.61051   0.20674   0.36188   0.47912
   0.27400   0.47066   0.61098   0.29937   0.50964   0.65719
   0.27400   0.47066   0.61098   0.27430   0.47031   0.61064
   0.27409   0.47086   0.61131   0.29078   0.49719   0.64364
   0.27422   0.47115   0.61177   0.29975   0.51018   0.65774
   0.27434   0.47144   0.61222   0.29899   0.50912   0.65663
   0.27417   0.47103   0.61156   0.24048   0.41655   0.54616
   0.27430   0.47132   0.61203   0.30000   0.51053   0.65811
   0.27443   0.47161   0.61247   0.29925   0.50948   0.65700
   0.27432   0.47135   0.61208   0.25224   0.43708   0.57305
   0.27370   0.46984   0.60959   0.15050   0.26785   0.36035
   0.27382   0.47011   0.61003   0.29746   0.50683   0.65408
   0.27378   0.47000   0.60985   0.26475   0.45503   0.59221
   0.27389   0.47027   0.61028   0.29692   0.50618   0.65351
   0.27402   0.47056   0.61075   0.29975   0.51017   0.65773
   0.27414   0.47085   0.61120   0.29890   0.50897   0.65646
   0.27394   0.47038   0.61045   0.23405   0.40689   0.53526
   0.27407   0.47067   0.61092   0.30000   0.51051   0.65808
   0.27418   0.47094   0.61134   0.29787   0.50747   0.65482
   0.27424   0.47107   0.61156   0.28501   0.48858   0.63398
   0.27389   0.47024   0.61023   0.20327   0.35674   0.47343
   0.27401   0.47051   0.61067   0.29843   0.50826   0.65566
   0.27413   0.47079   0.61110   0.29843   0.50831   0.65575
   0.27416   0.47086   0.61123   0.28005   0.48060   0.62435
   0.27428   0.47114   0.61167   0.29976   0.51017   0.65771
   0.27440   0.47141   0.61210   0.29904   0.50916   0.65665
   0.27442   0.47146   0.61220   0.27834   0.47856   0.62269
   0.27453   0.47173   0.61262   0.29893   0.50895   0.65638
   0.27465   0.47200   0.61304   0.29929   0.50950   0.65700
   0.27470   0.47211   0.61323   0.28412   0.48728   0.63257
   0.27418   0.47084   0.61115   0.16495   0.29270   0.39270
   0.27429   0.47110   0.61157   0.29858   0.50848   0.65588
   0.27439   0.47134   0.61194   0.29588   0.50454   0.65159
   0.27443   0.47142   0.61208   0.28157   0.48270   0.62648
   0.27455   0.47169   0.61251   0.29977   0.51016   0.65769
   0.27465   0.47192   0.61287   0.29614   0.50492   0.65200
   0.27444   0.47142   0.61209   0.22937   0.40013   0.52808
   0.27455   0.47167   0.61248   0.29808   0.50767   0.65492
   0.27466   0.47193   0.61288   0.29849   0.50835   0.65576
   0.27463   0.47187   0.61281   0.26939   0.46416   0.60528
   0.27426   0.47097   0.61136   0.19336   0.34118   0.45522
   0.27438   0.47124   0.61178   0.29954   0.50984   0.65734
   0.27447   0.47146   0.61213   0.29477   0.50289   0.64974
   0.27454   0.47162   0.61240   0.28933   0.49509   0.64135
   0.27465   0.47188   0.61281   0.29977   0.51016   0.65768
   0.27475   0.47211   0.61317   0.29612   0.50488   0.65195
   0.27482   0.47227   0.61344   0.29026   0.49645   0.64284
