   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.41137   0.61321   0.72512   0.41052   0.61277   0.72496
Max = 
   0.43321   0.64965   0.80874   0.55610   0.78842   0.89378
Min = 
   0.02500   0.15000   0.54000   0.02500   0.15000   0.22615
SD = 
   0.00779   0.00760   0.00627   0.10849   0.14294   0.14942
Last = 
   0.40972   0.61200   0.72470   0.46290   0.68638   0.80609

data = 
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
   0.02500   0.00000   0.00000   0.02500   0.00000   0.00000
   0.05833   0.15000   0.00000   0.07500   0.15000   0.00000
   0.14583   0.36875   0.62500   0.23333   0.44167   0.62500
   0.24250   0.54750   0.80500   0.38750   0.66667   0.85000
   0.22167   0.42875   0.54000   0.18000   0.31000   0.40750
   0.28929   0.56000   0.73929   0.45833   0.73500   0.88875
   0.27054   0.48973   0.61750   0.21429   0.37262   0.49571
   0.28958   0.51845   0.65992   0.35625   0.57589   0.71295
   0.32389   0.57750   0.73738   0.46111   0.71528   0.85357
   0.35591   0.62636   0.79167   0.50000   0.75667   0.88667
   0.37652   0.64932   0.80874   0.47955   0.71818   0.84288
   0.38141   0.64100   0.78266   0.40833   0.61326   0.72398
   0.37830   0.62404   0.75544   0.35962   0.56186   0.68741
   0.35929   0.57549   0.68234   0.23571   0.38132   0.48132
   0.33833   0.52844   0.61929   0.19167   0.32452   0.43011
   0.32684   0.50515   0.59220   0.24062   0.39646   0.50415
   0.34069   0.53606   0.64287   0.45147   0.69063   0.82022
   0.35512   0.56465   0.68449   0.47778   0.71716   0.84059
   0.36724   0.58704   0.71530   0.47632   0.71389   0.83852
   0.35917   0.56846   0.68899   0.28250   0.45697   0.57719
   0.37186   0.59196   0.72058   0.49881   0.74083   0.86274
   0.36462   0.57604   0.69793   0.28864   0.46991   0.59034
   0.37455   0.59415   0.72210   0.48370   0.72085   0.84296
   0.37025   0.58475   0.70929   0.32083   0.51585   0.64203
   0.37454   0.59152   0.71749   0.42600   0.64342   0.76260
   0.38134   0.60274   0.73104   0.46635   0.69246   0.80896
   0.38968   0.61643   0.74729   0.49815   0.73056   0.84479
   0.39452   0.62342   0.75448   0.45982   0.68399   0.79940
   0.37724   0.58445   0.69565   0.13534   0.23374   0.31327
   0.37914   0.58857   0.70306   0.40667   0.62695   0.75310
   0.38236   0.59458   0.71223   0.43065   0.65269   0.77640
   0.38868   0.60578   0.72699   0.48672   0.71784   0.83395
   0.39599   0.61850   0.74329   0.51288   0.74986   0.86557
   0.40328   0.63058   0.75800   0.52353   0.75945   0.87200
   0.40921   0.63959   0.76817   0.51000   0.73878   0.84955
   0.39538   0.60930   0.72376   0.15347   0.26603   0.35735
   0.39221   0.60183   0.71328   0.33514   0.51456   0.62418
   0.39254   0.60238   0.71501   0.39868   0.60907   0.73020
   0.38843   0.59368   0.70336   0.31026   0.48640   0.59845
   0.39436   0.60487   0.71895   0.51000   0.74657   0.86315
   0.40049   0.61594   0.73366   0.52317   0.75982   0.87341
   0.40581   0.62517   0.74560   0.51488   0.74832   0.86202
   0.39947   0.61177   0.72687   0.26628   0.42857   0.53962
   0.40505   0.62170   0.73991   0.52500   0.76070   0.87356
   0.40908   0.62834   0.74822   0.49778   0.72351   0.83549
   0.40796   0.62506   0.74325   0.38261   0.57691   0.68983
   0.41323   0.63387   0.75408   0.53457   0.76614   0.87322
   0.41480   0.63589   0.75635   0.45156   0.66676   0.78180
   0.41859   0.64168   0.76300   0.50969   0.73244   0.83955
   0.41006   0.62320   0.73578   0.20100   0.32745   0.41586
   0.41457   0.63106   0.74613   0.52745   0.75959   0.87043
   0.41698   0.63509   0.75160   0.47837   0.70211   0.81862
   0.42170   0.64300   0.76151   0.54434   0.77756   0.88533
   0.42552   0.64903   0.76869   0.52685   0.75353   0.86028
   0.42255   0.64213   0.75871   0.34227   0.52020   0.62891
   0.42400   0.64407   0.76103   0.46384   0.67903   0.79186
   0.42586   0.64682   0.76446   0.47807   0.69715   0.81065
   0.42782   0.64965   0.76787   0.48362   0.70253   0.81485
   0.42359   0.64096   0.75596   0.30085   0.47595   0.58914
   0.41792   0.62929   0.73968   0.25083   0.40363   0.50778
   0.41707   0.62716   0.73687   0.39139   0.58534   0.69614
   0.42084   0.63378   0.74550   0.53589   0.76612   0.87280
   0.41569   0.62340   0.73135   0.25595   0.41222   0.51904
   0.41155   0.61542   0.72103   0.28125   0.45056   0.56364
   0.41494   0.62188   0.73009   0.52346   0.75749   0.87049
   0.41173   0.61532   0.72126   0.30720   0.47538   0.58220
   0.40925   0.61061   0.71551   0.32761   0.50871   0.62358
   0.40273   0.59718   0.69655   0.18419   0.30166   0.38839
   0.39560   0.58255   0.67595   0.15326   0.25570   0.33597
   0.39428   0.58079   0.67512   0.34857   0.54105   0.66127
   0.39181   0.57673   0.67091   0.30563   0.48320   0.59941
   0.39166   0.57723   0.67301   0.38611   0.58887   0.70921
   0.38771   0.57012   0.66426   0.24555   0.40203   0.51115
   0.38643   0.56839   0.66310   0.33986   0.52687   0.64255
   0.38907   0.57438   0.67242   0.48667   0.72005   0.84015
   0.39197   0.58054   0.68151   0.50066   0.73256   0.84737
   0.39432   0.58560   0.68908   0.48377   0.71218   0.82909
   0.39731   0.59175   0.69787   0.51250   0.74741   0.86276
   0.39690   0.59127   0.69785   0.38070   0.57901   0.69733
   0.39518   0.58827   0.69431   0.32719   0.51019   0.62633
   0.39475   0.58805   0.69488   0.37747   0.58226   0.70591
   0.39253   0.58432   0.69052   0.30274   0.48502   0.60447
   0.39309   0.58589   0.69331   0.41627   0.62825   0.74906
   0.39430   0.58873   0.69779   0.44435   0.66638   0.78852
   0.39107   0.58309   0.69078   0.25559   0.42681   0.54704
   0.38878   0.57931   0.68649   0.29128   0.47365   0.59743
   0.39118   0.58443   0.69386   0.49454   0.72939   0.84872
   0.39059   0.58385   0.69377   0.36477   0.56733   0.69191
   0.39298   0.58884   0.70082   0.49803   0.73348   0.85238
   0.38844   0.57971   0.68782   0.18667   0.31184   0.40498
   0.38966   0.58262   0.69238   0.44451   0.66905   0.79276
   0.39225   0.58790   0.69971   0.50978   0.74623   0.86284
   0.39268   0.58899   0.70150   0.41263   0.62221   0.74174
   0.39211   0.58824   0.70090   0.36569   0.56506   0.68726
   0.39387   0.59195   0.70619   0.47658   0.70695   0.82791
   0.39400   0.59274   0.70778   0.40026   0.61767   0.74456
   0.39600   0.59680   0.71336   0.49201   0.72532   0.84449
   0.39841   0.60149   0.71958   0.51505   0.75161   0.86746
   0.40007   0.60479   0.72402   0.48131   0.71124   0.83055
   0.40187   0.60832   0.72875   0.49100   0.72388   0.84349
   0.40225   0.60930   0.73018   0.42153   0.64150   0.76527
   0.40384   0.61228   0.73402   0.48382   0.71166   0.82894
   0.40536   0.61509   0.73756   0.48301   0.70984   0.82612
   0.40683   0.61786   0.74113   0.48269   0.71198   0.83125
   0.40810   0.62011   0.74383   0.47429   0.69712   0.81255
   0.41012   0.62365   0.74808   0.51580   0.74642   0.85762
   0.41120   0.62555   0.75039   0.46869   0.69200   0.81032
   0.40960   0.62224   0.74564   0.32384   0.50533   0.62094
   0.41153   0.62561   0.74968   0.51583   0.74590   0.85688
   0.41322   0.62859   0.75333   0.50545   0.73589   0.85085
   0.41512   0.63193   0.75739   0.51959   0.75316   0.86707
   0.41398   0.62967   0.75431   0.35067   0.54677   0.67040
   0.41462   0.63059   0.75523   0.45022   0.66494   0.78060
   0.41416   0.62972   0.75402   0.38838   0.59707   0.72047
   0.41398   0.62917   0.75310   0.40348   0.60835   0.72713
   0.41310   0.62750   0.75082   0.36272   0.56398   0.68659
   0.41503   0.63089   0.75495   0.52714   0.76085   0.87267
