   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.79809   0.89236   0.92683   0.76013   0.85544   0.89856
   0.79836   0.89276   0.92729   0.84410   0.93780   0.96612
   0.79865   0.89320   0.92779   0.84846   0.94253   0.97013
   0.79875   0.89335   0.92802   0.81474   0.91118   0.94709
   0.79898   0.89372   0.92847   0.83882   0.93516   0.96651
   0.79931   0.89424   0.92908   0.85641   0.95281   0.98058
   0.79918   0.89404   0.92889   0.77631   0.87189   0.91281
   0.79910   0.89390   0.92873   0.78478   0.87822   0.91552
   0.79936   0.89429   0.92917   0.84494   0.93822   0.96640
   0.79903   0.89378   0.92859   0.74128   0.83502   0.87930
   0.79935   0.89428   0.92918   0.85603   0.95234   0.98019
   0.79960   0.89464   0.92960   0.84327   0.93682   0.96558
   0.79990   0.89507   0.93008   0.85121   0.94492   0.97201
   0.80005   0.89530   0.93037   0.82621   0.92151   0.95549
   0.79923   0.89406   0.92889   0.65511   0.74990   0.79969
   0.79949   0.89447   0.92938   0.84589   0.94204   0.97210
   0.79918   0.89400   0.92883   0.74499   0.83905   0.88059
   0.79950   0.89449   0.92941   0.85620   0.95243   0.98020
   0.79973   0.89481   0.92976   0.83904   0.93181   0.96073
   0.80002   0.89525   0.93027   0.85287   0.94797   0.97596
   0.79960   0.89460   0.92949   0.72332   0.81742   0.86018
   0.79980   0.89494   0.92992   0.83642   0.93481   0.96769
   0.79950   0.89448   0.92938   0.74611   0.83972   0.88093
   0.79972   0.89475   0.92965   0.83809   0.92770   0.95458
   0.80000   0.89518   0.93015   0.85166   0.94654   0.97467
   0.80029   0.89562   0.93066   0.85317   0.94863   0.97685
   0.80049   0.89592   0.93103   0.83606   0.93209   0.96425
   0.80031   0.89563   0.93069   0.76705   0.86047   0.89973
   0.79987   0.89496   0.92991   0.71988   0.81305   0.85881
   0.79990   0.89500   0.92998   0.80579   0.90078   0.93708
   0.79983   0.89488   0.92985   0.78675   0.88005   0.91726
