   ID       GA1       GA2       GA3
  775    0.8016    0.8925    0.9259
  776    0.8015    0.8923    0.9257
  777    0.8016    0.8925    0.9259
  778    0.8018    0.8928    0.9262
  779    0.8017    0.8927    0.9262
  780    0.8018    0.8929    0.9264
  781    0.8018    0.8928    0.9263
  782    0.8018    0.8929    0.9264
  783    0.8017    0.8927    0.9262
  784    0.8016    0.8926    0.9261
  785    0.8017    0.8927    0.9263
  786    0.8016    0.8926    0.9262
  787    0.8016    0.8926    0.9262
  788    0.8017    0.8928    0.9264
  789    0.8014    0.8923    0.9258
  790    0.8015    0.8925    0.9260
  791    0.8017    0.8927    0.9263
  792    0.8017    0.8928    0.9264
  793    0.8017    0.8927    0.9263
  794    0.8016    0.8926    0.9262
  795    0.8017    0.8928    0.9264
  796    0.8018    0.8928    0.9264
  797    0.8019    0.8930    0.9266
  798    0.8018    0.8929    0.9265
  799    0.8015    0.8925    0.9260
  800    0.8014    0.8924    0.9259
  801    0.8015    0.8925    0.9261
  802    0.8016    0.8927    0.9263
  803    0.8018    0.8929    0.9266
  804    0.8017    0.8927    0.9263
  805    0.8018    0.8930    0.9265
  806    0.8018    0.8930    0.9266
  807    0.8013    0.8922    0.9256
  808    0.8014    0.8924    0.9258
  809    0.8015    0.8926    0.9261
  810    0.8012    0.8921    0.9255
  811    0.8012    0.8921    0.9255
  812    0.8014    0.8923    0.9257
  813    0.8014    0.8924    0.9258
  814    0.8014    0.8923    0.9258
  815    0.8007    0.8913    0.9245
  816    0.8003    0.8907    0.9238
  817    0.7999    0.8901    0.9230
  818    0.7999    0.8902    0.9232
  819    0.8001    0.8904    0.9234
  820    0.7998    0.8900    0.9229
  821    0.7999    0.8902    0.9231
  822    0.8000    0.8904    0.9234
  823    0.8000    0.8903    0.9233
  824    0.7995    0.8897    0.9226
  825    0.7994    0.8896    0.9225
  826    0.7995    0.8896    0.9225
  827    0.7995    0.8897    0.9227
  828    0.7996    0.8899    0.9229
  829    0.7996    0.8898    0.9228
  830    0.7995    0.8897    0.9226
  831    0.7996    0.8899    0.9229
  832    0.7994    0.8897    0.9227
  833    0.7993    0.8895    0.9224
  834    0.7991    0.8892    0.9221
  835    0.7992    0.8894    0.9223
  836    0.7988    0.8887    0.9215
  837    0.7987    0.8886    0.9214
  838    0.7988    0.8888    0.9217
  839    0.7989    0.8889    0.9218
  840    0.7990    0.8891    0.9221
  841    0.7991    0.8893    0.9223
  842    0.7992    0.8894    0.9225
  843    0.7993    0.8896    0.9227
  844    0.7994    0.8898    0.9229
  845    0.7994    0.8898    0.9229
  846    0.7995    0.8899    0.9231
  847    0.7994    0.8898    0.9230
  848    0.7994    0.8899    0.9231
  849    0.7995    0.8901    0.9234
  850    0.7995    0.8900    0.9233
  851    0.7994    0.8899    0.9232
  852    0.7993    0.8897    0.9229
  853    0.7994    0.8898    0.9231
  854    0.7993    0.8898    0.9231
  855    0.7993    0.8897    0.9230
  856    0.7990    0.8894    0.9226
  857    0.7991    0.8895    0.9228
  858    0.7991    0.8895    0.9228
  859    0.7991    0.8895    0.9228
  860    0.7992    0.8898    0.9231
  861    0.7993    0.8900    0.9233
  862    0.7995    0.8901    0.9235
  863    0.7993    0.8899    0.9233
  864    0.7994    0.8901    0.9236
  865    0.7994    0.8901    0.9236
  866    0.7994    0.8901    0.9236
  867    0.7994    0.8902    0.9237
  868    0.7993    0.8899    0.9233
  869    0.7994    0.8901    0.9236
  870    0.7995    0.8902    0.9238
  871    0.7996    0.8904    0.9240
  872    0.7997    0.8906    0.9241
  873    0.7998    0.8907    0.9243
  874    0.7999    0.8909    0.9245
  875    0.8000    0.8910    0.9247
  876    0.7996    0.8905    0.9241
  877    0.7997    0.8907    0.9243
  878    0.7996    0.8905    0.9240
  879    0.7992    0.8898    0.9232
  880    0.7991    0.8898    0.9232
  881    0.7992    0.8898    0.9233
  882    0.7992    0.8899    0.9234
  883    0.7994    0.8901    0.9236
  884    0.7995    0.8903    0.9238
  885    0.7994    0.8902    0.9237
  886    0.7994    0.8903    0.9238
  887    0.7994    0.8902    0.9238
  888    0.7991    0.8898    0.9233
  889    0.7992    0.8900    0.9235
  890    0.7993    0.8902    0.9238
  891    0.7993    0.8902    0.9237
  892    0.7994    0.8903    0.9239
  893    0.7995    0.8904    0.9240
  894    0.7996    0.8906    0.9243
  895    0.7997    0.8908    0.9244
  896    0.7996    0.8906    0.9242
  897    0.7994    0.8903    0.9239
  898    0.7994    0.8903    0.9239
  899    0.7994    0.8903    0.9240
  900    0.7995    0.8905    0.9242
  901    0.7993    0.8902    0.9238
  902    0.7994    0.8904    0.9240
  903    0.7995    0.8905    0.9242
  904    0.7996    0.8906    0.9243
  905    0.7996    0.8907    0.9245
  906    0.7996    0.8907    0.9244
  907    0.7997    0.8908    0.9246
  908    0.7997    0.8910    0.9248
  909    0.7995    0.8906    0.9244
  910    0.7994    0.8906    0.9244
  911    0.7995    0.8907    0.9245
  912    0.7997    0.8909    0.9247
  913    0.7997    0.8909    0.9248
  914    0.7998    0.8911    0.9250
  915    0.7999    0.8913    0.9252
  916    0.8000    0.8915    0.9254
  917    0.8001    0.8917    0.9257
  918    0.8002    0.8918    0.9259
  919    0.8000    0.8914    0.9254
  920    0.8000    0.8915    0.9255
  921    0.7996    0.8909    0.9248
  922    0.7996    0.8909    0.9248
  923    0.7996    0.8910    0.9249
  924    0.7995    0.8908    0.9247
  925    0.7996    0.8910    0.9249
  926    0.7996    0.8909    0.9248
  927    0.7997    0.8911    0.9250
  928    0.7996    0.8910    0.9249
  929    0.7998    0.8912    0.9252
  930    0.7997    0.8912    0.9252
  931    0.7998    0.8913    0.9253
  932    0.7995    0.8909    0.9249
  933    0.7996    0.8911    0.9251
  934    0.7997    0.8912    0.9252
  935    0.7994    0.8908    0.9247
  936    0.7993    0.8906    0.9246
  937    0.7994    0.8908    0.9248
  938    0.7995    0.8910    0.9249
  939    0.7996    0.8910    0.9250
  940    0.7997    0.8912    0.9253
  941    0.7998    0.8914    0.9255
  942    0.7994    0.8908    0.9248
  943    0.7995    0.8910    0.9249
  944    0.7996    0.8911    0.9251
  945    0.7997    0.8913    0.9253
  946    0.7997    0.8913    0.9254
  947    0.7998    0.8915    0.9256
  948    0.7997    0.8913    0.9254
  949    0.7997    0.8913    0.9253
  950    0.7998    0.8914    0.9255
  951    0.7996    0.8911    0.9251
  952    0.7997    0.8913    0.9254
  953    0.7997    0.8914    0.9255
  954    0.7997    0.8913    0.9254
  955    0.7998    0.8915    0.9257
  956    0.7999    0.8917    0.9258
  957    0.7999    0.8917    0.9259
  958    0.8000    0.8918    0.9260
  959    0.7999    0.8918    0.9260
  960    0.8000    0.8918    0.9260
  961    0.8001    0.8919    0.9262
  962    0.8001    0.8919    0.9262
  963    0.8002    0.8921    0.9264
  964    0.8000    0.8919    0.9262
  965    0.7998    0.8917    0.9259
  966    0.7999    0.8918    0.9260
  967    0.7998    0.8916    0.9258
  968    0.7999    0.8917    0.9259
  969    0.7999    0.8918    0.9261
  970    0.8000    0.8919    0.9262
  971    0.8001    0.8921    0.9264
  972    0.8000    0.8920    0.9263
  973    0.8001    0.8921    0.9265
  974    0.8000    0.8920    0.9264
  975    0.8001    0.8920    0.9264
  976    0.7998    0.8916    0.9259
  977    0.7998    0.8917    0.9260
  978    0.7998    0.8918    0.9261
  979    0.7999    0.8918    0.9261
  980    0.7996    0.8915    0.9257
  981    0.7996    0.8914    0.9257
  982    0.7994    0.8911    0.9253
  983    0.7993    0.8909    0.9251
  984    0.7993    0.8910    0.9252
  985    0.7994    0.8911    0.9253
  986    0.7993    0.8910    0.9252
  987    0.7994    0.8911    0.9253
  988    0.7995    0.8912    0.9255
  989    0.7996    0.8914    0.9257
  990    0.7997    0.8915    0.9258
  991    0.7996    0.8915    0.9258
  992    0.7996    0.8915    0.9258
  993    0.7997    0.8916    0.9259
  994    0.7998    0.8917    0.9261
  995    0.7999    0.8919    0.9263
  996    0.8000    0.8921    0.9265
  997    0.8001    0.8922    0.9267
  998    0.8001    0.8923    0.9268
  999    0.8002    0.8924    0.9269
 1000    0.8002    0.8925    0.9270
