   ID      true         1         2
 2739    1.0000    0.8115    0.7955
 2740    1.0000    0.8255    1.2698
 2741    1.0000    1.1004    0.9293
 2742    1.0000    1.0668    0.9572
 2743    1.0000    1.1884    1.1818
 2744    1.0000    1.6108    1.2813
 2745    1.0000    0.7163    1.0668
 2746    1.0000    1.3668    0.9118
 2747    1.0000    0.7650    1.0023
 2748    1.0000    1.0580    0.6194
 2749    1.0000    1.0725    0.9723
 2750    1.0000    1.1096    1.3718
 2751    1.0000    1.0393    1.0327
 2752    1.0000    1.0740    0.8216
 2753    1.0000    0.7891    0.8835
 2754    1.0000    1.3107    1.2145
 2755    1.0000    1.6103    1.2409
 2756    1.0000    1.1344    1.1350
 2757    1.0000    0.8363    1.0494
 2758    1.0000    1.1479    1.0020
 2759    1.0000    0.7808    1.2334
 2760    1.0000    0.7551    0.8106
 2761    1.0000    0.9113    0.8748
 2762    1.0000    1.1471    1.0226
 2763    1.0000    1.4389    1.0515
 2764    1.0000    0.6333    1.1372
 2765    1.0000    0.8508    1.0038
 2766    1.0000    0.4318    0.5404
 2767    1.0000    0.8150    0.9750
 2768    1.0000    0.6425    0.8594
 2769    1.0000    0.8796    1.2067
 2770    1.0000    0.9461    0.9047
 2771    1.0000    0.6032    0.8500
 2772    1.0000    0.9291    0.5895
 2773    1.0000    1.0322    1.1049
 2774    1.0000    0.3324    0.6383
 2775    1.0000    0.8003    0.9014
 2776    1.0000    0.4507    0.7621
 2777    1.0000    0.5665    0.6088
 2778    1.0000    1.0133    0.8458
 2779    1.0000    1.0705    1.1537
 2780    1.0000    1.0552    1.1632
 2781    1.0000    1.0256    1.0512
 2782    1.0000    1.3445    1.0855
 2783    1.0000    0.9999    1.2638
 2784    1.0000    0.3881    0.6710
 2785    1.0000    0.7447    0.9151
 2786    1.0000    1.1707    0.9074
 2787    1.0000    1.3126    1.1146
 2788    1.0000    0.7498    0.9502
 2789    1.0000    0.3185    0.8880
 2790    1.0000    0.8952    0.8854
 2791    1.0000    0.8366    1.1499
 2792    1.0000    0.8386    0.8623
 2793    1.0000    1.1515    0.9066
 2794    1.0000    1.9285    1.5062
 2795    1.0000    0.6515    0.7929
 2796    1.0000    0.7143    0.8496
 2797    1.0000    1.0414    0.8679
 2798    1.0000    1.2111    1.2379
 2799    1.0000    1.3126    0.8946
 2800    1.0000    1.9285    1.1938
 2801    1.0000    1.1039    1.0009
 2802    1.0000    1.1602    0.9059
 2803    1.0000    0.1665    0.5260
 2804    1.0000    1.1134    0.8769
 2805    1.0000    1.1390    0.7588
 2806    1.0000    0.7868    0.8971
 2807    1.0000    0.6865    0.6769
 2808    1.0000    0.7792    0.8969
 2809    1.0000    1.1471    0.8575
 2810    1.0000    0.7650    0.7510
 2811    1.0000    1.0988    0.9607
 2812    1.0000    1.0214    1.0919
 2813    1.0000    0.8097    0.9567
 2814    1.0000    0.7447    1.1474
 2815    1.0000    1.0475    1.1102
 2816    1.0000    0.2943    0.7604
 2817    1.0000    1.6560    0.9958
 2818    1.0000    0.7371    0.8724
 2819    1.0000    0.6776    0.9144
 2820    1.0000    1.4415    1.1127
 2821    1.0000    0.8632    0.9685
 2822    1.0000    0.7109    0.8671
 2823    1.0000    0.9909    1.1863
 2824    1.0000    1.3352    0.7091
 2825    1.0000    0.4132    0.9812
 2826    1.0000    1.0725    1.0179
 2827    1.0000    0.9203    0.9627
 2828    1.0000    0.7176    1.0647
 2829    1.0000    0.6515    0.7679
 2830    1.0000    1.5885    1.3123
 2831    1.0000    1.2799    0.7580
 2832    1.0000    0.9470    0.9208
 2833    1.0000    0.8251    0.9782
 2834    1.0000    0.9272    1.2647
 2835    1.0000    1.1047    1.0596
 2836    1.0000    0.7769    0.8246
 2837    1.0000    0.6021    1.0040
 2838    1.0000    1.2274    0.8118
 2839    1.0000    0.9001    1.0022
 2840    1.0000    0.6362    0.8345
 2841    1.0000    1.0368    1.2302
 2842    1.0000    1.3828    1.0022
 2843    1.0000    1.0716    0.9816
 2844    1.0000    0.5279    0.7016
 2845    1.0000    0.4623    0.8306
 2846    1.0000    0.3325    0.8055
 2847    1.0000    0.8258    1.0231
 2848    1.0000    0.5759    0.7024
 2849    1.0000    0.9168    1.0298
 2850    1.0000    1.1341    0.9230
 2851    1.0000    0.7507    1.0725
 2852    1.0000    1.3956    1.3671
 2853    1.0000    0.8804    0.8047
 2854    1.0000    1.1301    0.6701
 2855    1.0000    1.0589    1.1932
 2856    1.0000    1.0647    0.9719
 2857    1.0000    0.4163    0.8065
 2858    1.0000    1.0935    0.8380
 2859    1.0000    0.5927    0.8393
 2860    1.0000    0.6301    1.0255
 2861    1.0000    1.0012    0.8678
 2862    1.0000    0.4346    0.6032
 2863    1.0000    1.0634    0.9148
 2864    1.0000    1.0394    0.9957
 2865    1.0000    0.7558    0.7289
 2866    1.0000    0.3807    0.4637
 2867    1.0000    0.7860    1.1402
 2868    1.0000    0.9805    0.9390
 2869    1.0000    0.9533    1.2810
 2870    1.0000    0.3589    0.5155
 2871    1.0000    1.0085    1.4130
 2872    1.0000    1.4035    1.0878
 2873    1.0000    0.8682    0.8096
 2874    1.0000    1.0316    1.1463
 2875    1.0000    0.3026    0.5188
 2876    1.0000    1.1385    0.8667
 2877    1.0000    0.9245    0.7851
 2878    1.0000    0.7835    0.9617
 2879    1.0000    0.6188    0.7291
 2880    1.0000    0.6017    0.7624
 2881    1.0000    0.5991    0.8376
 2882    1.0000    1.1994    0.9004
 2883    1.0000    1.1136    1.1272
 2884    1.0000    0.9579    0.7719
 2885    1.0000    1.0565    0.9755
 2886    1.0000    1.0475    1.1572
 2887    1.0000    0.2923    0.6291
 2888    1.0000    0.6259    0.6797
 2889    1.0000    0.7002    0.9646
 2890    1.0000    1.0935    1.1505
 2891    1.0000    0.2805    0.4288
 2892    1.0000    1.2572    1.1549
 2893    1.0000    0.6847    0.7577
 2894    1.0000    0.9585    0.8470
 2895    1.0000    1.3132    1.0688
 2896    1.0000    0.9484    1.1636
 2897    1.0000    0.6832    0.7101
 2898    1.0000    0.4934    0.4313
 2899    1.0000    1.1003    1.2202
 2900    1.0000    0.5866    0.8025
 2901    1.0000    0.5690    0.7132
 2902    1.0000    0.9690    1.2097
 2903    1.0000    1.5187    1.2547
 2904    1.0000    0.8556    0.8177
 2905    1.0000    0.7360    0.7915
 2906    1.0000    1.1184    0.7513
 2907    1.0000    1.2100    1.2215
 2908    1.0000    1.0809    1.0656
 2909    1.0000    0.8587    1.0128
 2910    1.0000    1.3132    1.1051
 2911    1.0000    0.6353    0.7787
 2912    1.0000    0.5742    0.5467
 2913    1.0000    1.0202    1.0551
 2914    1.0000    0.9313    1.2147
 2915    1.0000    1.5632    0.9774
 2916    1.0000    0.7615    0.8918
 2917    1.0000    1.5958    1.4595
 2918    1.0000    1.3426    0.9363
 2919    1.0000    1.3787    1.1260
 2920    1.0000    0.8324    1.0603
 2921    1.0000    1.2572    1.2739
 2922    1.0000    0.7594    0.7667
 2923    1.0000    0.4543    0.9795
 2924    1.0000    1.4538    1.1534
 2925    1.0000    0.9016    0.8338
 2926    1.0000    0.5757    0.8518
 2927    1.0000    0.9358    0.9648
 2928    1.0000    1.3956    1.3309
 2929    1.0000    1.0078    0.9513
 2930    1.0000    0.7761    1.0278
 2931    1.0000    0.3258    0.5423
 2932    1.0000    1.1441    0.7716
 2933    1.0000    0.6928    0.8517
 2934    1.0000    0.8642    0.9693
 2935    1.0000    1.3093    1.0258
 2936    1.0000    0.7807    0.9389
 2937    1.0000    0.7434    0.8248
 2938    1.0000    0.9450    1.1799
 2939    1.0000    0.8735    1.1438
 2940    1.0000    0.6996    0.9960
 2941    1.0000    1.4187    0.9430
 2942    1.0000    1.1010    0.8651
 2943    1.0000    0.6991    0.6641
 2944    1.0000    1.4327    0.9728
 2945    1.0000    1.1751    1.2112
 2946    1.0000    0.4341    0.6216
 2947    1.0000    0.7910    0.8340
 2948    1.0000    1.4099    1.1271
 2949    1.0000    1.3476    1.1206
 2950    1.0000    1.0202    0.9694
 2951    1.0000    1.5482    1.1450
 2952    1.0000    1.0134    0.7854
 2953    1.0000    1.2658    0.9164
 2954    1.0000    1.4035    1.2648
 2955    1.0000    0.6746    0.8070
 2956    1.0000    1.0688    0.7300
 2957    1.0000    1.6560    0.9527
 2958    1.0000    0.9339    0.9850
 2959    1.0000    0.8597    1.0759
 2960    1.0000    0.7400    0.7107
 2961    1.0000    0.9684    1.2425
 2962    1.0000    1.0901    0.9039
 2963    1.0000    0.8612    0.8892
 2964    1.0000    0.6809    0.7631
 2965    1.0000    0.6961    0.5218
 2966    1.0000    0.9370    0.6766
 2967    1.0000    1.6693    0.8568
 2968    1.0000    0.9495    1.0255
 2969    1.0000    0.6432    0.9876
 2970    1.0000    0.4171    0.6980
 2971    1.0000    0.6193    0.8669
 2972    1.0000    0.8376    0.8539
 2973    1.0000    1.3548    1.0232
 2974    1.0000    1.0273    1.2587
 2975    1.0000    1.0089    0.8282
 2976    1.0000    0.6236    0.6492
 2977    1.0000    1.1166    1.1106
 2978    1.0000    1.2606    1.4588
 2979    1.0000    1.1182    0.9326
 2980    1.0000    1.2991    1.3041
 2981    1.0000    1.1185    1.2055
 2982    1.0000    0.5819    0.8323
 2983    1.0000    0.8397    1.2001
 2984    1.0000    0.4077    0.6343
 2985    1.0000    0.5661    0.6814
 2986    1.0000    0.6051    0.5854
 2987    1.0000    0.8336    0.9013
 2988    1.0000    1.6693    1.1548
 2989    1.0000    0.9608    1.0939
 2990    1.0000    1.3445    1.2957
 2991    1.0000    0.7827    0.9607
 2992    1.0000    1.4099    1.1147
 2993    1.0000    0.5071    0.8358
 2994    1.0000    0.8975    0.8833
 2995    1.0000    0.8683    1.3055
 2996    1.0000    0.3854    0.7418
 2997    1.0000    1.3442    1.0243
 2998    1.0000    0.6424    0.7245
 2999    1.0000    0.3123    0.5396
 3000    1.0000    0.9792    0.9253
 3001    1.0000    0.6923    0.7962
 3002    1.0000    0.8345    0.8031
 3003    1.0000    0.8740    1.0972
 3004    1.0000    1.1052    1.0883
 3005    1.0000    1.2079    0.7652
 3006    1.0000    1.1930    0.9535
 3007    1.0000    0.9752    0.6413
 3008    1.0000    1.6108    1.1186
 3009    1.0000    0.9549    1.0263
 3010    1.0000    1.1423    1.1723
 3011    1.0000    0.6931    0.5428
 3012    1.0000    1.2992    1.3860
 3013    1.0000    1.0052    1.1078
 3014    1.0000    1.3022    1.0714
 3015    1.0000    0.8973    0.6627
 3016    1.0000    0.8934    1.0588
 3017    1.0000    0.9527    0.8849
 3018    1.0000    1.0180    0.9362
 3019    1.0000    0.8170    0.9253
 3020    1.0000    0.9045    1.1063
 3021    1.0000    1.5885    1.0209
 3022    1.0000    1.9285    1.4616
 3023    1.0000    0.9016    1.2066
 3024    1.0000    1.1008    0.9225
 3025    1.0000    1.3868    1.3341
 3026    1.0000    1.0476    0.9776
 3027    1.0000    1.1024    1.2200
 3028    1.0000    0.6654    0.8830
 3029    1.0000    1.3715    1.3648
 3030    1.0000    1.1144    1.0348
 3031    1.0000    1.5482    1.3683
 3032    1.0000    1.0897    1.2633
 3033    1.0000    0.9499    1.0538
 3034    1.0000    0.6825    0.8986
 3035    1.0000    0.7015    0.9741
 3036    1.0000    1.3826    1.0801
 3037    1.0000    1.1481    1.0394
 3038    1.0000    0.3036    0.7863
 3039    1.0000    1.4183    0.9784
 3040    1.0000    0.8063    1.1398
 3041    1.0000    0.9706    0.8553
 3042    1.0000    0.7307    0.9327
 3043    1.0000    0.8616    0.5701
 3044    1.0000    1.1253    1.0647
 3045    1.0000    1.5632    1.2982
 3046    1.0000    0.6182    0.7517
 3047    1.0000    1.6560    1.0316
 3048    1.0000    1.0279    1.0785
 3049    1.0000    0.9473    0.7601
 3050    1.0000    0.9694    1.0364
 3051    1.0000    1.1362    1.2346
 3052    1.0000    1.1791    1.0866
 3053    1.0000    0.8894    1.0090
 3054    1.0000    0.8272    0.7679
 3055    1.0000    1.1740    1.0573
 3056    1.0000    0.9470    0.7485
 3057    1.0000    1.4099    1.3725
 3058    1.0000    0.3781    0.7427
 3059    1.0000    1.3613    1.0069
 3060    1.0000    0.8747    1.2514
 3061    1.0000    1.3476    1.0367
 3062    1.0000    0.9463    0.9474
 3063    1.0000    1.1365    1.1492
 3064    1.0000    0.9444    1.3782
 3065    1.0000    1.1275    0.8123
 3066    1.0000    0.8536    0.9343
 3067    1.0000    0.8443    0.8974
 3068    1.0000    1.0099    1.0013
 3069    1.0000    1.3010    1.1716
 3070    1.0000    0.5416    0.5544
 3071    1.0000    1.2390    1.1320
 3072    1.0000    0.9007    1.0531
 3073    1.0000    0.8888    1.1606
 3074    1.0000    0.6436    0.8850
 3075    1.0000    0.6798    0.9935
 3076    1.0000    0.7096    0.9053
 3077    1.0000    1.4099    0.9859
 3078    1.0000    1.9285    1.2598
 3079    1.0000    0.6435    0.9068
 3080    1.0000    1.1363    0.9729
 3081    1.0000    1.0498    0.8279
 3082    1.0000    0.6875    0.6281
 3083    1.0000    1.3909    0.9565
 3084    1.0000    0.7864    1.2431
 3085    1.0000    1.0995    1.0787
 3086    1.0000    0.4985    0.8543
 3087    1.0000    1.1479    1.0042
 3088    1.0000    0.7817    0.8811
 3089    1.0000    1.3237    0.8894
 3090    1.0000    1.0837    1.2442
 3091    1.0000    0.4764    0.8520
 3092    1.0000    0.9525    0.8706
 3093    1.0000    1.4389    1.0826
 3094    1.0000    1.1166    0.9775
 3095    1.0000    1.1740    1.4238
 3096    1.0000    1.2098    0.9385
 3097    1.0000    1.6053    1.0776
 3098    1.0000    0.4926    0.5795
 3099    1.0000    0.8263    0.7166
 3100    1.0000    1.1162    1.1544
 3101    1.0000    1.0059    0.9559
 3102    1.0000    1.1339    1.0378
 3103    1.0000    1.1166    1.1547
 3104    1.0000    1.0655    0.9541
 3105    1.0000    0.9493    1.1492
 3106    1.0000    0.4936    1.0631
 3107    1.0000    1.2900    1.0661
 3108    1.0000    1.6800    1.4603
 3109    1.0000    0.4901    0.8129
 3110    1.0000    0.2699    0.8449
 3111    1.0000    0.8082    0.8341
 3112    1.0000    0.8346    1.0025
 3113    1.0000    0.6466    0.9893
 3114    1.0000    0.6072    0.9109
 3115    1.0000    0.4394    0.8580
 3116    1.0000    1.5507    1.3076
 3117    1.0000    0.8563    0.9773
 3118    1.0000    0.8890    0.9658
 3119    1.0000    1.3642    1.4097
 3120    1.0000    0.5362    0.9509
 3121    1.0000    1.4039    1.0476
 3122    1.0000    0.9261    0.9237
 3123    1.0000    1.0950    0.7895
 3124    1.0000    1.2421    1.0919
 3125    1.0000    1.3093    1.0749
 3126    1.0000    0.9770    0.9127
 3127    1.0000    1.0189    0.8068
 3128    1.0000    1.2851    1.0730
 3129    1.0000    0.6749    0.5085
 3130    1.0000    0.8656    1.0018
 3131    1.0000    0.5430    0.8943
 3132    1.0000    0.6329    1.0986
 3133    1.0000    0.6059    0.8653
 3134    1.0000    1.6693    1.4487
 3135    1.0000    1.3352    1.2604
 3136    1.0000    1.0705    1.1040
 3137    1.0000    1.1298    1.3008
 3138    1.0000    0.9857    0.5568
 3139    1.0000    1.0731    0.6135
 3140    1.0000    0.8255    1.0364
 3141    1.0000    0.6688    0.7539
 3142    1.0000    1.1421    1.1213
 3143    1.0000    1.3468    1.3049
 3144    1.0000    0.2956    0.6067
 3145    1.0000    1.0725    1.4660
 3146    1.0000    0.4159    0.7250
 3147    1.0000    0.8929    0.9699
 3148    1.0000    1.2963    0.8871
 3149    1.0000    0.8401    0.9197
 3150    1.0000    1.0479    1.0831
 3151    1.0000    0.9878    1.0450
 3152    1.0000    0.6264    0.7689
 3153    1.0000    1.2095    1.3134
 3154    1.0000    0.3594    0.6953
 3155    1.0000    0.5572    0.9621
 3156    1.0000    1.0408    1.4499
 3157    1.0000    1.1089    1.4588
 3158    1.0000    0.6808    0.8326
 3159    1.0000    1.0041    0.6897
 3160    1.0000    1.1748    1.2598
 3161    1.0000    0.5898    0.8653
 3162    1.0000    0.7460    0.9047
 3163    1.0000    0.5898    0.8493
 3164    1.0000    0.8720    0.8144
 3165    1.0000    0.9678    0.8506
 3166    1.0000    0.8308    0.7425
 3167    1.0000    1.1520    1.3252
 3168    1.0000    0.6058    1.0878
 3169    1.0000    0.9351    0.6757
 3170    1.0000    0.7881    1.2013
 3171    1.0000    1.1162    0.7127
 3172    1.0000    1.6800    1.2427
 3173    1.0000    0.7246    0.5751
 3174    1.0000    1.0425    1.2118
 3175    1.0000    0.7941    0.9702
 3176    1.0000    0.8196    0.8219
 3177    1.0000    0.4676    0.3912
 3178    1.0000    1.1652    0.9493
 3179    1.0000    0.8546    0.7762
 3180    1.0000    1.9285    1.6128
 3181    1.0000    0.7090    1.0676
 3182    1.0000    0.3534    0.7833
 3183    1.0000    0.6734    0.8989
 3184    1.0000    1.1396    0.9136
 3185    1.0000    1.0930    1.0930
 3186    1.0000    1.1254    0.8945
 3187    1.0000    0.9300    0.9238
 3188    1.0000    0.5527    0.8901
 3189    1.0000    0.6771    0.9392
 3190    1.0000    0.8778    0.5206
 3191    1.0000    1.0198    1.0396
 3192    1.0000    0.7984    0.9099
 3193    1.0000    0.6973    1.1676
 3194    1.0000    0.7153    0.8419
 3195    1.0000    1.1441    1.0059
 3196    1.0000    0.7246    0.8626
 3197    1.0000    1.5456    0.9011
 3198    1.0000    1.0130    0.8615
 3199    1.0000    0.7691    0.7441
 3200    1.0000    1.3321    1.0460
 3201    1.0000    0.1248    0.9332
 3202    1.0000    1.0354    0.8638
 3203    1.0000    0.9425    1.0184
 3204    1.0000    0.9423    0.9726
 3205    1.0000    0.8000    0.9493
 3206    1.0000    1.2535    0.9488
 3207    1.0000    0.3377    0.7528
 3208    1.0000    0.7594    0.7414
 3209    1.0000    0.9285    1.0629
 3210    1.0000    0.8350    0.8699
 3211    1.0000    1.2582    1.2524
 3212    1.0000    1.2783    1.4035
 3213    1.0000    1.3242    1.3371
 3214    1.0000    0.5115    0.8473
 3215    1.0000    0.7305    0.7047
 3216    1.0000    0.6814    1.0044
 3217    1.0000    1.2876    0.9222
 3218    1.0000    0.8878    1.0328
 3219    1.0000    0.9462    1.2204
 3220    1.0000    1.0213    0.7923
 3221    1.0000    0.3849    0.6945
 3222    1.0000    1.1455    1.0788
 3223    1.0000    1.3003    1.3551
 3224    1.0000    0.4087    0.6734
 3225    1.0000    1.3561    1.1677
 3226    1.0000    0.6734    0.7730
 3227    1.0000    0.7684    0.7226
 3228    1.0000    0.3803    0.6662
 3229    1.0000    1.1806    1.5106
 3230    1.0000    0.7372    0.8602
 3231    1.0000    0.7995    0.8430
 3232    1.0000    0.5865    0.9320
 3233    1.0000    1.1251    1.1811
 3234    1.0000    0.9207    1.1095
 3235    1.0000    1.3949    1.1498
 3236    1.0000    1.0552    1.2401
 3237    1.0000    1.0949    1.0227
 3238    1.0000    1.0176    1.0639
 3239    1.0000    0.9239    0.8669
 3240    1.0000    1.0949    1.1015
 3241    1.0000    0.8223    0.9818
 3242    1.0000    0.9673    0.7804
 3243    1.0000    1.1884    0.8741
 3244    1.0000    1.3153    1.1212
 3245    1.0000   -0.1457    0.3114
 3246    1.0000    1.9285    1.4268
 3247    1.0000    0.6480    0.8576
 3248    1.0000    1.1275    0.8140
 3249    1.0000    0.7871    0.7638
 3250    1.0000    0.7667    0.9288
 3251    1.0000    0.8013    0.7006
 3252    1.0000    1.3426    0.9695
 3253    1.0000    0.5959    0.8236
 3254    1.0000    0.8073    1.0084
 3255    1.0000    0.8578    0.9425
 3256    1.0000    1.5507    0.9490
 3257    1.0000    0.7588    0.7403
 3258    1.0000    0.5085    0.9788
 3259    1.0000    0.7329    1.0709
 3260    1.0000    0.5198    0.6685
 3261    1.0000    1.1634    1.2821
 3262    1.0000    0.5445    0.9065
 3263    1.0000    0.8023    0.7809
 3264    1.0000    0.9611    1.0092
 3265    1.0000    0.2906    0.7423
 3266    1.0000    0.6477    0.7980
 3267    1.0000    0.4242    0.6163
 3268    1.0000    0.5430    1.1169
 3269    1.0000    0.6011    0.7887
 3270    1.0000    0.8482    1.1911
 3271    1.0000    0.9865    1.0483
 3272    1.0000    1.3470    1.0371
 3273    1.0000    1.3102    1.3668
 3274    1.0000    1.1949    0.9299
 3275    1.0000    0.4028    0.5203
 3276    1.0000    1.0518    0.9678
 3277    1.0000    1.1830    0.7155
 3278    1.0000    1.0941    1.2069
 3279    1.0000    0.7877    1.0261
 3280    1.0000    0.7780    0.7106
 3281    1.0000    1.4187    1.1411
 3282    1.0000    1.9285    1.1208
 3283    1.0000    0.4029    0.5919
 3284    1.0000    0.5170    1.0923
 3285    1.0000    0.8611    0.7708
 3286    1.0000    0.5038    0.9909
 3287    1.0000    1.2643    1.1152
 3288    1.0000    0.6651    0.9138
 3289    1.0000    0.7966    1.1159
 3290    1.0000    1.1250    1.1035
 3291    1.0000    0.5833    0.7690
 3292    1.0000    0.8273    0.9319
 3293    1.0000    1.1100    0.7388
 3294    1.0000    0.8800    1.1538
 3295    1.0000    0.9657    0.8957
 3296    1.0000    0.6332    0.7547
 3297    1.0000    0.8343    0.8098
 3298    1.0000    0.7760    0.8797
 3299    1.0000    0.8719    0.9553
 3300    1.0000    1.0102    0.9987
 3301    1.0000    1.1126    1.2313
 3302    1.0000    0.9968    0.9726
 3303    1.0000    0.8000    1.2212
 3304    1.0000    1.0900    0.9812
 3305    1.0000    0.7704    0.7716
 3306    1.0000    0.8504    1.0221
 3307    1.0000    1.0997    0.8221
 3308    1.0000    0.5384    0.7728
 3309    1.0000    0.9199    1.0939
 3310    1.0000    0.9146    0.9443
 3311    1.0000    0.7217    1.0883
 3312    1.0000    0.4470    0.6227
 3313    1.0000    1.1304    0.9491
 3314    1.0000    1.3978    0.9036
 3315    1.0000    0.5603    0.4980
 3316    1.0000    0.8342    0.8284
 3317    1.0000    0.5243    0.7096
 3318    1.0000    0.7100    1.3117
 3319    1.0000    0.7766    0.5893
 3320    1.0000    0.8114    0.6746
 3321    1.0000    1.1411    1.3139
 3322    1.0000    0.8990    0.9237
 3323    1.0000    0.9243    0.7942
 3324    1.0000    1.1030    0.8454
 3325    1.0000    0.9585    1.0044
 3326    1.0000    0.9942    1.2378
 3327    1.0000    0.7611    0.8355
 3328    1.0000    0.8360    1.3209
 3329    1.0000    0.6634    0.9286
 3330    1.0000    0.9504    0.8960
 3331    1.0000    0.8175    0.9583
 3332    1.0000    1.1249    1.0444
 3333    1.0000    1.6053    1.1113
 3334    1.0000    0.3299    0.4824
 3335    1.0000    1.6560    1.2971
 3336    1.0000    0.3772    0.8471
 3337    1.0000    0.8643    1.0105
 3338    1.0000    0.8796    0.7538
 3339    1.0000    1.3612    1.2233
 3340    1.0000    1.6270    1.3350
 3341    1.0000    1.0241    0.8069
 3342    1.0000    1.5958    0.9174
 3343    1.0000    0.9607    1.2473
 3344    1.0000    1.6103    1.4978
 3345    1.0000    0.5789    0.5772
 3346    1.0000    1.3668    0.9707
 3347    1.0000    1.1581    1.0112
 3348    1.0000    0.8632    0.8396
 3349    1.0000    0.8768    1.1691
 3350    1.0000    1.1065    1.3876
 3351    1.0000    0.8230    0.9327
 3352    1.0000    1.0106    0.9038
 3353    1.0000    1.1089    0.8607
 3354    1.0000    0.9952    1.1304
 3355    1.0000    1.3022    0.7063
 3356    1.0000    0.4915    0.8996
 3357    1.0000    1.1299    0.8112
 3358    1.0000    1.1435    1.0344
 3359    1.0000    0.6605    0.9298
 3360    1.0000    1.3445    1.3609
 3361    1.0000    0.8060    1.0267
 3362    1.0000    0.5946    0.5423
 3363    1.0000    0.4933    0.7435
 3364    1.0000    0.4456    0.8159
 3365    1.0000    1.2731    1.1246
 3366    1.0000    1.4538    0.9129
 3367    1.0000    0.9559    1.0058
 3368    1.0000    0.9474    1.2120
 3369    1.0000    0.5549    0.9588
 3370    1.0000    0.9216    1.1632
 3371    1.0000    1.1034    1.1166
 3372    1.0000    0.9631    1.0253
 3373    1.0000    0.6674    0.9426
 3374    1.0000    1.2783    1.3249
 3375    1.0000    0.9585    1.0851
 3376    1.0000    0.9772    1.0616
 3377    1.0000    1.1764    1.1326
 3378    1.0000    0.5836    1.0329
 3379    1.0000    1.1252    0.8741
 3380    1.0000    0.5555    0.6989
 3381    1.0000    0.1276    0.4351
 3382    1.0000    0.9117    1.0894
 3383    1.0000    1.0289    1.0137
 3384    1.0000    0.9108    1.1688
 3385    1.0000    1.1707    1.1734
 3386    1.0000    0.9292    0.8258
 3387    1.0000    0.9801    0.8831
 3388    1.0000    0.9367    0.9147
 3389    1.0000    0.7606    0.9895
 3390    1.0000    0.9455    0.9692
 3391    1.0000    1.1963    0.9658
 3392    1.0000    1.5822    1.0501
 3393    1.0000    1.0844    1.1458
 3394    1.0000    1.5958    1.1621
 3395    1.0000    0.8876    1.0225
 3396    1.0000    0.6855    0.9053
 3397    1.0000    0.3905    0.7043
 3398    1.0000    1.0277    0.7955
 3399    1.0000    0.7057    1.0936
 3400    1.0000    1.1337    0.9947
 3401    1.0000    1.1162    0.9774
 3402    1.0000    1.1740    1.1951
 3403    1.0000    1.1609    1.5409
 3404    1.0000   -0.0591    0.2973
 3405    1.0000    0.4249    0.7117
 3406    1.0000    0.6412    0.8168
 3407    1.0000    0.8320    1.2959
 3408    1.0000    0.7114    0.7151
 3409    1.0000    1.2658    1.3654
 3410    1.0000    1.5822    1.1845
 3411    1.0000    0.9284    0.9035
 3412    1.0000    0.9196    0.6870
 3413    1.0000    0.8070    0.8220
 3414    1.0000    0.6338    1.0187
 3415    1.0000    0.4804    0.8713
 3416    1.0000    0.7208    0.6250
 3417    1.0000    0.6833    0.9002
 3418    1.0000    0.6851    0.9356
 3419    1.0000    0.7863    0.7892
 3420    1.0000    0.8941    1.0873
 3421    1.0000    0.7840    0.9739
 3422    1.0000    0.8105    0.8961
 3423    1.0000    0.3941    0.7535
 3424    1.0000    1.1527    0.9087
 3425    1.0000    0.7270    0.9344
 3426    1.0000    0.8021    0.7435
 3427    1.0000    1.2219    1.0782
 3428    1.0000    0.7388    0.8231
 3429    1.0000    0.7710    1.0988
 3430    1.0000    1.3132    0.9917
 3431    1.0000    0.2392    0.8451
 3432    1.0000    1.0244    0.9785
 3433    1.0000    0.8770    1.1079
 3434    1.0000    1.2643    1.6253
 3435    1.0000    1.3460    1.4776
 3436    1.0000    0.7692    0.8898
 3437    1.0000    1.0580    1.0542
 3438    1.0000    0.4075    0.8992
 3439    1.0000    0.6090    0.5276
 3440    1.0000    0.7154    0.6821
 3441    1.0000    1.2799    0.7616
 3442    1.0000    0.6741    0.7983
 3443    1.0000    0.6844    0.8079
 3444    1.0000    1.3445    1.1986
 3445    1.0000    1.3909    1.1264
 3446    1.0000    0.8731    0.8186
 3447    1.0000    1.5482    0.9925
 3448    1.0000    0.9839    1.0829
 3449    1.0000    1.2856    1.2529
 3450    1.0000    0.9784    1.0901
 3451    1.0000    1.3247    1.2759
 3452    1.0000    0.7084    0.8115
 3453    1.0000    1.0949    0.8633
 3454    1.0000    1.1750    0.9723
 3455    1.0000    0.5290    0.9850
 3456    1.0000    0.5384    0.9034
 3457    1.0000    0.7194    0.7860
 3458    1.0000    0.7021    1.1305
 3459    1.0000    0.9656    0.8966
 3460    1.0000    0.9478    0.9694
 3461    1.0000    0.6715    1.1213
 3462    1.0000    1.5187    1.0953
 3463    1.0000    0.6694    0.7010
 3464    1.0000    0.9028    1.0875
 3465    1.0000    0.6845    0.6043
 3466    1.0000    0.9871    1.1686
 3467    1.0000    0.5368    0.8766
 3468    1.0000    0.9892    0.8863
 3469    1.0000    0.5803    0.8655
 3470    1.0000    0.4476    0.9597
 3471    1.0000    0.5358    0.7575
 3472    1.0000    0.4631    0.7360
 3473    1.0000    0.6750    0.9249
 3474    1.0000    0.8651    1.1280
