   ID       GA1       GA2       GA3
 7834    0.7231    0.8289    0.8831
 7835    0.7231    0.8289    0.8832
 7836    0.7230    0.8288    0.8830
 7837    0.7231    0.8289    0.8830
 7838    0.7231    0.8289    0.8831
 7839    0.7231    0.8289    0.8830
 7840    0.7230    0.8288    0.8830
 7841    0.7230    0.8288    0.8830
 7842    0.7230    0.8287    0.8829
 7843    0.7229    0.8286    0.8827
 7844    0.7229    0.8287    0.8828
 7845    0.7230    0.8287    0.8828
 7846    0.7229    0.8287    0.8828
 7847    0.7230    0.8287    0.8828
 7848    0.7230    0.8287    0.8829
 7849    0.7230    0.8287    0.8828
 7850    0.7230    0.8287    0.8829
 7851    0.7230    0.8288    0.8829
 7852    0.7230    0.8287    0.8829
 7853    0.7230    0.8288    0.8829
 7854    0.7230    0.8288    0.8830
 7855    0.7230    0.8288    0.8830
 7856    0.7230    0.8289    0.8831
 7857    0.7230    0.8288    0.8829
 7858    0.7230    0.8287    0.8829
 7859    0.7230    0.8288    0.8829
 7860    0.7230    0.8288    0.8829
 7861    0.7230    0.8287    0.8829
 7862    0.7230    0.8288    0.8829
 7863    0.7229    0.8287    0.8828
 7864    0.7229    0.8286    0.8827
 7865    0.7229    0.8285    0.8825
 7866    0.7228    0.8285    0.8825
 7867    0.7229    0.8285    0.8826
 7868    0.7228    0.8285    0.8825
 7869    0.7229    0.8285    0.8826
 7870    0.7229    0.8285    0.8826
 7871    0.7228    0.8284    0.8825
 7872    0.7228    0.8285    0.8825
 7873    0.7229    0.8285    0.8826
 7874    0.7229    0.8285    0.8826
 7875    0.7229    0.8286    0.8827
 7876    0.7229    0.8286    0.8827
 7877    0.7229    0.8286    0.8827
 7878    0.7229    0.8285    0.8826
 7879    0.7229    0.8286    0.8827
 7880    0.7229    0.8286    0.8827
 7881    0.7229    0.8286    0.8827
 7882    0.7229    0.8286    0.8827
 7883    0.7229    0.8285    0.8827
 7884    0.7229    0.8286    0.8827
 7885    0.7229    0.8286    0.8827
 7886    0.7229    0.8285    0.8826
 7887    0.7229    0.8285    0.8826
 7888    0.7228    0.8284    0.8825
 7889    0.7228    0.8285    0.8826
 7890    0.7228    0.8284    0.8824
 7891    0.7228    0.8284    0.8825
 7892    0.7228    0.8285    0.8825
 7893    0.7228    0.8285    0.8825
 7894    0.7228    0.8285    0.8825
 7895    0.7228    0.8285    0.8826
 7896    0.7229    0.8285    0.8826
 7897    0.7229    0.8286    0.8826
 7898    0.7229    0.8285    0.8826
 7899    0.7229    0.8286    0.8827
 7900    0.7229    0.8286    0.8827
 7901    0.7229    0.8286    0.8827
 7902    0.7229    0.8285    0.8826
 7903    0.7229    0.8285    0.8826
 7904    0.7229    0.8285    0.8826
 7905    0.7229    0.8286    0.8827
 7906    0.7229    0.8286    0.8827
 7907    0.7229    0.8286    0.8827
 7908    0.7229    0.8286    0.8827
 7909    0.7229    0.8286    0.8828
 7910    0.7229    0.8287    0.8828
 7911    0.7229    0.8286    0.8827
 7912    0.7229    0.8285    0.8826
 7913    0.7229    0.8285    0.8826
 7914    0.7228    0.8284    0.8825
 7915    0.7228    0.8285    0.8825
 7916    0.7229    0.8285    0.8825
 7917    0.7229    0.8285    0.8826
 7918    0.7229    0.8286    0.8826
 7919    0.7229    0.8285    0.8826
 7920    0.7229    0.8285    0.8826
 7921    0.7229    0.8285    0.8826
 7922    0.7229    0.8285    0.8826
 7923    0.7229    0.8286    0.8826
 7924    0.7229    0.8286    0.8827
 7925    0.7229    0.8286    0.8827
 7926    0.7229    0.8286    0.8828
 7927    0.7230    0.8287    0.8828
 7928    0.7229    0.8286    0.8827
 7929    0.7229    0.8285    0.8825
 7930    0.7229    0.8285    0.8826
 7931    0.7229    0.8285    0.8826
 7932    0.7228    0.8285    0.8825
 7933    0.7229    0.8285    0.8826
 7934    0.7229    0.8285    0.8826
 7935    0.7229    0.8285    0.8826
 7936    0.7228    0.8284    0.8825
 7937    0.7228    0.8285    0.8825
 7938    0.7228    0.8284    0.8825
 7939    0.7228    0.8284    0.8825
 7940    0.7228    0.8284    0.8825
 7941    0.7228    0.8285    0.8825
 7942    0.7229    0.8285    0.8826
 7943    0.7228    0.8285    0.8826
 7944    0.7228    0.8285    0.8825
 7945    0.7228    0.8284    0.8825
 7946    0.7228    0.8285    0.8825
 7947    0.7228    0.8285    0.8826
 7948    0.7229    0.8285    0.8826
 7949    0.7229    0.8286    0.8827
 7950    0.7229    0.8285    0.8826
 7951    0.7229    0.8286    0.8827
 7952    0.7229    0.8286    0.8827
 7953    0.7229    0.8286    0.8827
 7954    0.7229    0.8286    0.8827
 7955    0.7229    0.8286    0.8827
 7956    0.7229    0.8286    0.8828
 7957    0.7229    0.8286    0.8828
 7958    0.7229    0.8287    0.8828
 7959    0.7229    0.8287    0.8829
 7960    0.7229    0.8287    0.8829
 7961    0.7229    0.8287    0.8829
 7962    0.7229    0.8286    0.8828
 7963    0.7229    0.8285    0.8826
 7964    0.7228    0.8285    0.8826
 7965    0.7229    0.8285    0.8827
 7966    0.7228    0.8285    0.8826
 7967    0.7229    0.8285    0.8827
 7968    0.7229    0.8286    0.8827
 7969    0.7229    0.8285    0.8827
 7970    0.7228    0.8285    0.8826
 7971    0.7228    0.8284    0.8825
 7972    0.7228    0.8285    0.8826
 7973    0.7228    0.8285    0.8826
 7974    0.7228    0.8285    0.8827
 7975    0.7229    0.8286    0.8827
 7976    0.7229    0.8286    0.8827
 7977    0.7229    0.8286    0.8828
 7978    0.7229    0.8287    0.8828
 7979    0.7229    0.8287    0.8829
 7980    0.7230    0.8287    0.8829
 7981    0.7230    0.8288    0.8829
 7982    0.7230    0.8287    0.8829
 7983    0.7230    0.8288    0.8830
 7984    0.7230    0.8288    0.8830
 7985    0.7230    0.8288    0.8830
 7986    0.7230    0.8287    0.8830
 7987    0.7229    0.8286    0.8828
 7988    0.7229    0.8287    0.8829
 7989    0.7229    0.8287    0.8828
 7990    0.7229    0.8287    0.8829
 7991    0.7229    0.8287    0.8829
 7992    0.7229    0.8287    0.8829
 7993    0.7229    0.8287    0.8829
 7994    0.7229    0.8287    0.8829
 7995    0.7229    0.8287    0.8830
 7996    0.7230    0.8288    0.8830
 7997    0.7229    0.8287    0.8830
 7998    0.7230    0.8288    0.8830
 7999    0.7230    0.8288    0.8831
 8000    0.7230    0.8288    0.8831
 8001    0.7230    0.8288    0.8831
 8002    0.7229    0.8287    0.8829
 8003    0.7230    0.8288    0.8830
 8004    0.7229    0.8287    0.8830
 8005    0.7230    0.8288    0.8830
 8006    0.7230    0.8288    0.8830
 8007    0.7230    0.8288    0.8831
 8008    0.7230    0.8289    0.8831
 8009    0.7230    0.8289    0.8832
 8010    0.7230    0.8289    0.8832
 8011    0.7231    0.8289    0.8832
 8012    0.7230    0.8289    0.8832
 8013    0.7231    0.8290    0.8833
 8014    0.7231    0.8290    0.8833
 8015    0.7231    0.8290    0.8833
 8016    0.7231    0.8291    0.8834
 8017    0.7231    0.8291    0.8834
 8018    0.7231    0.8291    0.8835
 8019    0.7232    0.8291    0.8835
 8020    0.7231    0.8291    0.8834
 8021    0.7231    0.8290    0.8833
 8022    0.7231    0.8291    0.8834
 8023    0.7231    0.8291    0.8834
 8024    0.7231    0.8291    0.8834
 8025    0.7231    0.8290    0.8834
 8026    0.7231    0.8291    0.8834
 8027    0.7231    0.8290    0.8834
 8028    0.7231    0.8291    0.8834
 8029    0.7231    0.8291    0.8834
 8030    0.7231    0.8291    0.8834
 8031    0.7231    0.8291    0.8835
 8032    0.7231    0.8290    0.8834
 8033    0.7231    0.8291    0.8834
 8034    0.7231    0.8291    0.8834
 8035    0.7231    0.8291    0.8834
 8036    0.7231    0.8291    0.8835
 8037    0.7231    0.8291    0.8835
 8038    0.7231    0.8291    0.8835
 8039    0.7231    0.8291    0.8835
 8040    0.7232    0.8292    0.8835
 8041    0.7231    0.8291    0.8835
 8042    0.7232    0.8292    0.8836
 8043    0.7232    0.8292    0.8836
 8044    0.7232    0.8292    0.8836
 8045    0.7231    0.8292    0.8836
 8046    0.7232    0.8292    0.8836
 8047    0.7232    0.8292    0.8836
 8048    0.7232    0.8292    0.8836
 8049    0.7232    0.8292    0.8837
 8050    0.7232    0.8293    0.8837
 8051    0.7232    0.8292    0.8837
 8052    0.7232    0.8293    0.8837
 8053    0.7232    0.8292    0.8837
 8054    0.7232    0.8293    0.8837
 8055    0.7232    0.8293    0.8838
 8056    0.7232    0.8292    0.8836
 8057    0.7232    0.8292    0.8837
 8058    0.7231    0.8291    0.8835
 8059    0.7232    0.8292    0.8836
 8060    0.7232    0.8292    0.8836
 8061    0.7232    0.8292    0.8836
 8062    0.7232    0.8292    0.8836
 8063    0.7231    0.8291    0.8835
 8064    0.7231    0.8291    0.8835
 8065    0.7232    0.8292    0.8835
 8066    0.7232    0.8292    0.8836
 8067    0.7232    0.8292    0.8836
 8068    0.7231    0.8291    0.8835
 8069    0.7231    0.8291    0.8834
 8070    0.7231    0.8290    0.8834
 8071    0.7231    0.8290    0.8834
 8072    0.7231    0.8290    0.8834
 8073    0.7231    0.8291    0.8834
 8074    0.7231    0.8291    0.8835
 8075    0.7231    0.8291    0.8834
 8076    0.7231    0.8291    0.8835
 8077    0.7231    0.8290    0.8834
 8078    0.7231    0.8290    0.8833
 8079    0.7231    0.8290    0.8834
 8080    0.7231    0.8290    0.8834
 8081    0.7231    0.8290    0.8834
 8082    0.7231    0.8291    0.8834
 8083    0.7231    0.8291    0.8835
 8084    0.7231    0.8291    0.8835
 8085    0.7231    0.8291    0.8835
 8086    0.7231    0.8291    0.8835
 8087    0.7231    0.8292    0.8836
 8088    0.7232    0.8292    0.8836
 8089    0.7232    0.8292    0.8836
 8090    0.7232    0.8292    0.8836
 8091    0.7232    0.8292    0.8837
 8092    0.7231    0.8291    0.8835
 8093    0.7231    0.8291    0.8835
 8094    0.7231    0.8291    0.8835
 8095    0.7231    0.8292    0.8836
 8096    0.7232    0.8292    0.8836
 8097    0.7232    0.8292    0.8837
 8098    0.7232    0.8293    0.8837
 8099    0.7232    0.8293    0.8837
 8100    0.7232    0.8293    0.8838
 8101    0.7233    0.8294    0.8838
 8102    0.7233    0.8294    0.8839
 8103    0.7233    0.8294    0.8838
 8104    0.7233    0.8294    0.8839
 8105    0.7233    0.8294    0.8839
 8106    0.7233    0.8294    0.8839
 8107    0.7233    0.8294    0.8839
 8108    0.7233    0.8295    0.8840
 8109    0.7233    0.8295    0.8840
 8110    0.7233    0.8295    0.8841
 8111    0.7234    0.8296    0.8841
 8112    0.7233    0.8295    0.8841
 8113    0.7233    0.8295    0.8840
 8114    0.7233    0.8295    0.8840
 8115    0.7233    0.8295    0.8840
 8116    0.7233    0.8295    0.8840
 8117    0.7233    0.8295    0.8841
 8118    0.7233    0.8295    0.8841
 8119    0.7233    0.8295    0.8841
 8120    0.7233    0.8296    0.8841
 8121    0.7233    0.8295    0.8841
 8122    0.7233    0.8295    0.8841
 8123    0.7233    0.8295    0.8841
 8124    0.7232    0.8294    0.8839
 8125    0.7233    0.8294    0.8840
 8126    0.7233    0.8295    0.8840
 8127    0.7233    0.8295    0.8841
 8128    0.7233    0.8295    0.8841
 8129    0.7233    0.8295    0.8841
 8130    0.7233    0.8295    0.8841
 8131    0.7233    0.8296    0.8841
 8132    0.7233    0.8296    0.8842
 8133    0.7234    0.8296    0.8842
 8134    0.7233    0.8295    0.8841
 8135    0.7233    0.8296    0.8841
 8136    0.7233    0.8295    0.8841
 8137    0.7233    0.8295    0.8841
 8138    0.7233    0.8295    0.8841
 8139    0.7233    0.8296    0.8842
 8140    0.7234    0.8296    0.8842
 8141    0.7234    0.8296    0.8842
 8142    0.7234    0.8297    0.8843
 8143    0.7234    0.8296    0.8843
 8144    0.7234    0.8297    0.8843
 8145    0.7234    0.8297    0.8843
 8146    0.7234    0.8297    0.8843
 8147    0.7234    0.8297    0.8843
 8148    0.7234    0.8296    0.8843
 8149    0.7234    0.8297    0.8843
 8150    0.7234    0.8297    0.8843
 8151    0.7234    0.8297    0.8844
 8152    0.7234    0.8297    0.8844
 8153    0.7234    0.8297    0.8843
 8154    0.7234    0.8297    0.8844
 8155    0.7234    0.8297    0.8844
 8156    0.7234    0.8298    0.8845
 8157    0.7234    0.8298    0.8845
 8158    0.7235    0.8298    0.8845
 8159    0.7234    0.8297    0.8844
 8160    0.7234    0.8297    0.8844
 8161    0.7234    0.8296    0.8842
 8162    0.7234    0.8297    0.8843
 8163    0.7234    0.8297    0.8843
 8164    0.7234    0.8297    0.8844
 8165    0.7234    0.8297    0.8844
 8166    0.7234    0.8298    0.8844
 8167    0.7234    0.8298    0.8844
 8168    0.7234    0.8298    0.8845
 8169    0.7234    0.8298    0.8844
 8170    0.7234    0.8298    0.8845
 8171    0.7235    0.8298    0.8845
 8172    0.7235    0.8299    0.8846
 8173    0.7235    0.8299    0.8846
 8174    0.7235    0.8299    0.8846
 8175    0.7235    0.8299    0.8847
 8176    0.7235    0.8300    0.8847
 8177    0.7236    0.8300    0.8847
 8178    0.7236    0.8300    0.8848
 8179    0.7236    0.8301    0.8848
 8180    0.7236    0.8301    0.8849
 8181    0.7236    0.8301    0.8849
 8182    0.7236    0.8302    0.8849
 8183    0.7237    0.8302    0.8850
 8184    0.7236    0.8301    0.8849
 8185    0.7236    0.8301    0.8849
 8186    0.7236    0.8302    0.8849
 8187    0.7236    0.8301    0.8849
 8188    0.7236    0.8301    0.8849
 8189    0.7236    0.8301    0.8849
 8190    0.7236    0.8302    0.8850
 8191    0.7236    0.8301    0.8849
 8192    0.7236    0.8302    0.8850
 8193    0.7236    0.8302    0.8849
 8194    0.7236    0.8302    0.8850
 8195    0.7237    0.8302    0.8850
 8196    0.7237    0.8302    0.8851
 8197    0.7237    0.8303    0.8851
 8198    0.7237    0.8303    0.8851
 8199    0.7237    0.8303    0.8852
 8200    0.7237    0.8303    0.8852
 8201    0.7237    0.8302    0.8850
 8202    0.7237    0.8302    0.8850
 8203    0.7236    0.8302    0.8850
 8204    0.7237    0.8302    0.8850
 8205    0.7236    0.8302    0.8850
 8206    0.7236    0.8302    0.8850
 8207    0.7236    0.8302    0.8850
 8208    0.7236    0.8301    0.8849
 8209    0.7236    0.8301    0.8849
 8210    0.7236    0.8301    0.8849
 8211    0.7236    0.8301    0.8849
 8212    0.7236    0.8302    0.8850
 8213    0.7236    0.8302    0.8850
 8214    0.7236    0.8302    0.8850
 8215    0.7236    0.8301    0.8849
 8216    0.7236    0.8301    0.8849
 8217    0.7236    0.8301    0.8849
 8218    0.7236    0.8302    0.8850
 8219    0.7237    0.8302    0.8850
 8220    0.7237    0.8302    0.8851
 8221    0.7237    0.8303    0.8851
 8222    0.7237    0.8302    0.8851
 8223    0.7236    0.8301    0.8849
 8224    0.7236    0.8301    0.8849
 8225    0.7236    0.8301    0.8849
 8226    0.7236    0.8301    0.8849
 8227    0.7236    0.8301    0.8849
 8228    0.7236    0.8301    0.8848
 8229    0.7236    0.8301    0.8849
 8230    0.7236    0.8301    0.8849
 8231    0.7236    0.8301    0.8849
 8232    0.7236    0.8301    0.8849
 8233    0.7236    0.8300    0.8848
 8234    0.7236    0.8301    0.8849
 8235    0.7236    0.8301    0.8849
 8236    0.7236    0.8301    0.8849
 8237    0.7236    0.8302    0.8850
 8238    0.7236    0.8302    0.8850
 8239    0.7237    0.8302    0.8851
 8240    0.7237    0.8303    0.8851
 8241    0.7237    0.8302    0.8851
 8242    0.7237    0.8303    0.8851
 8243    0.7237    0.8303    0.8852
 8244    0.7237    0.8303    0.8851
 8245    0.7237    0.8303    0.8852
 8246    0.7237    0.8303    0.8852
 8247    0.7237    0.8303    0.8852
 8248    0.7237    0.8303    0.8852
 8249    0.7237    0.8304    0.8853
 8250    0.7237    0.8304    0.8853
 8251    0.7237    0.8304    0.8853
 8252    0.7237    0.8304    0.8853
 8253    0.7237    0.8304    0.8853
 8254    0.7237    0.8303    0.8853
 8255    0.7237    0.8304    0.8853
 8256    0.7237    0.8304    0.8853
 8257    0.7238    0.8304    0.8854
 8258    0.7237    0.8304    0.8854
 8259    0.7238    0.8304    0.8854
 8260    0.7238    0.8305    0.8854
 8261    0.7238    0.8305    0.8855
 8262    0.7238    0.8305    0.8855
 8263    0.7238    0.8306    0.8855
 8264    0.7238    0.8305    0.8855
 8265    0.7238    0.8305    0.8855
 8266    0.7238    0.8305    0.8855
 8267    0.7238    0.8305    0.8855
 8268    0.7238    0.8305    0.8855
 8269    0.7238    0.8306    0.8856
 8270    0.7238    0.8306    0.8856
 8271    0.7239    0.8306    0.8857
 8272    0.7238    0.8306    0.8856
 8273    0.7239    0.8306    0.8857
 8274    0.7238    0.8306    0.8857
 8275    0.7239    0.8307    0.8857
 8276    0.7238    0.8306    0.8857
 8277    0.7239    0.8307    0.8857
 8278    0.7239    0.8307    0.8857
 8279    0.7239    0.8307    0.8858
 8280    0.7239    0.8307    0.8858
 8281    0.7239    0.8307    0.8858
 8282    0.7239    0.8307    0.8858
 8283    0.7239    0.8307    0.8858
 8284    0.7239    0.8307    0.8858
 8285    0.7239    0.8307    0.8858
 8286    0.7239    0.8308    0.8859
 8287    0.7239    0.8307    0.8857
 8288    0.7238    0.8306    0.8857
 8289    0.7239    0.8307    0.8857
 8290    0.7238    0.8306    0.8856
 8291    0.7238    0.8305    0.8854
 8292    0.7238    0.8305    0.8855
 8293    0.7238    0.8305    0.8855
 8294    0.7238    0.8306    0.8856
 8295    0.7238    0.8306    0.8856
 8296    0.7239    0.8306    0.8856
 8297    0.7238    0.8306    0.8856
 8298    0.7239    0.8306    0.8856
 8299    0.7238    0.8306    0.8856
 8300    0.7238    0.8306    0.8856
 8301    0.7238    0.8306    0.8856
 8302    0.7238    0.8306    0.8856
 8303    0.7238    0.8306    0.8856
 8304    0.7239    0.8306    0.8857
 8305    0.7238    0.8306    0.8857
 8306    0.7239    0.8307    0.8857
 8307    0.7239    0.8307    0.8857
 8308    0.7239    0.8307    0.8858
 8309    0.7239    0.8307    0.8858
 8310    0.7239    0.8308    0.8858
 8311    0.7239    0.8307    0.8857
 8312    0.7239    0.8307    0.8858
 8313    0.7239    0.8307    0.8857
 8314    0.7238    0.8306    0.8856
 8315    0.7238    0.8306    0.8856
 8316    0.7238    0.8306    0.8856
 8317    0.7238    0.8306    0.8855
 8318    0.7238    0.8306    0.8856
 8319    0.7238    0.8306    0.8856
 8320    0.7239    0.8306    0.8857
 8321    0.7238    0.8306    0.8856
 8322    0.7239    0.8307    0.8857
 8323    0.7238    0.8306    0.8855
 8324    0.7238    0.8306    0.8856
 8325    0.7238    0.8306    0.8856
 8326    0.7238    0.8306    0.8856
 8327    0.7238    0.8306    0.8856
 8328    0.7238    0.8305    0.8855
 8329    0.7238    0.8305    0.8855
 8330    0.7238    0.8305    0.8855
 8331    0.7238    0.8305    0.8855
 8332    0.7238    0.8305    0.8855
 8333    0.7238    0.8305    0.8855
 8334    0.7238    0.8306    0.8855
 8335    0.7238    0.8305    0.8855
 8336    0.7238    0.8305    0.8855
 8337    0.7238    0.8305    0.8855
 8338    0.7237    0.8305    0.8855
 8339    0.7238    0.8305    0.8855
 8340    0.7238    0.8305    0.8855
 8341    0.7238    0.8305    0.8856
 8342    0.7238    0.8305    0.8855
 8343    0.7238    0.8305    0.8856
 8344    0.7238    0.8305    0.8856
 8345    0.7238    0.8306    0.8856
 8346    0.7238    0.8305    0.8856
 8347    0.7238    0.8305    0.8855
 8348    0.7237    0.8305    0.8855
 8349    0.7237    0.8305    0.8855
 8350    0.7237    0.8304    0.8854
 8351    0.7237    0.8304    0.8854
 8352    0.7237    0.8304    0.8854
 8353    0.7237    0.8304    0.8854
 8354    0.7237    0.8304    0.8855
 8355    0.7237    0.8305    0.8855
 8356    0.7237    0.8305    0.8855
 8357    0.7238    0.8305    0.8856
 8358    0.7238    0.8306    0.8856
 8359    0.7238    0.8306    0.8856
 8360    0.7238    0.8306    0.8857
 8361    0.7238    0.8306    0.8857
 8362    0.7238    0.8306    0.8856
 8363    0.7238    0.8306    0.8856
 8364    0.7238    0.8306    0.8857
 8365    0.7238    0.8306    0.8857
 8366    0.7238    0.8306    0.8857
 8367    0.7238    0.8307    0.8857
 8368    0.7238    0.8306    0.8856
 8369    0.7237    0.8305    0.8855
 8370    0.7237    0.8304    0.8854
 8371    0.7237    0.8305    0.8855
 8372    0.7238    0.8305    0.8855
 8373    0.7237    0.8305    0.8855
 8374    0.7238    0.8305    0.8855
 8375    0.7237    0.8304    0.8854
 8376    0.7237    0.8305    0.8854
 8377    0.7238    0.8305    0.8855
 8378    0.7238    0.8305    0.8855
 8379    0.7238    0.8305    0.8856
 8380    0.7237    0.8305    0.8854
 8381    0.7238    0.8305    0.8855
 8382    0.7238    0.8305    0.8855
 8383    0.7238    0.8305    0.8855
 8384    0.7238    0.8306    0.8856
 8385    0.7238    0.8306    0.8856
 8386    0.7238    0.8306    0.8857
 8387    0.7238    0.8306    0.8856
 8388    0.7238    0.8305    0.8855
 8389    0.7238    0.8305    0.8855
 8390    0.7238    0.8306    0.8855
 8391    0.7238    0.8306    0.8856
 8392    0.7238    0.8306    0.8855
 8393    0.7238    0.8306    0.8856
 8394    0.7238    0.8306    0.8856
 8395    0.7238    0.8305    0.8854
 8396    0.7238    0.8305    0.8854
 8397    0.7237    0.8304    0.8854
 8398    0.7238    0.8305    0.8854
 8399    0.7238    0.8305    0.8855
 8400    0.7238    0.8305    0.8854
 8401    0.7237    0.8304    0.8854
 8402    0.7237    0.8304    0.8854
 8403    0.7237    0.8303    0.8853
 8404    0.7237    0.8304    0.8853
 8405    0.7237    0.8303    0.8853
 8406    0.7237    0.8304    0.8853
 8407    0.7236    0.8303    0.8852
 8408    0.7237    0.8303    0.8852
 8409    0.7237    0.8303    0.8853
 8410    0.7237    0.8304    0.8853
 8411    0.7237    0.8304    0.8853
 8412    0.7237    0.8304    0.8854
 8413    0.7237    0.8304    0.8854
 8414    0.7237    0.8304    0.8854
 8415    0.7237    0.8305    0.8854
 8416    0.7238    0.8305    0.8855
 8417    0.7237    0.8305    0.8854
 8418    0.7237    0.8304    0.8853
 8419    0.7237    0.8304    0.8853
 8420    0.7237    0.8304    0.8853
 8421    0.7237    0.8304    0.8853
 8422    0.7237    0.8304    0.8853
 8423    0.7237    0.8304    0.8854
 8424    0.7237    0.8303    0.8853
 8425    0.7237    0.8303    0.8852
 8426    0.7237    0.8303    0.8853
 8427    0.7237    0.8304    0.8853
 8428    0.7237    0.8303    0.8852
 8429    0.7236    0.8303    0.8852
 8430    0.7237    0.8303    0.8852
 8431    0.7237    0.8303    0.8852
 8432    0.7237    0.8303    0.8853
 8433    0.7237    0.8304    0.8853
 8434    0.7237    0.8304    0.8853
 8435    0.7237    0.8304    0.8854
 8436    0.7238    0.8305    0.8854
 8437    0.7238    0.8305    0.8855
 8438    0.7238    0.8305    0.8854
 8439    0.7238    0.8305    0.8855
 8440    0.7238    0.8305    0.8855
 8441    0.7238    0.8305    0.8855
 8442    0.7238    0.8305    0.8855
 8443    0.7237    0.8304    0.8853
 8444    0.7237    0.8304    0.8853
 8445    0.7237    0.8303    0.8853
 8446    0.7237    0.8304    0.8853
 8447    0.7237    0.8304    0.8853
 8448    0.7237    0.8303    0.8853
 8449    0.7236    0.8302    0.8852
 8450    0.7236    0.8302    0.8850
 8451    0.7236    0.8302    0.8851
 8452    0.7236    0.8302    0.8851
 8453    0.7236    0.8302    0.8851
 8454    0.7236    0.8302    0.8851
 8455    0.7236    0.8302    0.8852
 8456    0.7236    0.8303    0.8852
 8457    0.7236    0.8303    0.8852
 8458    0.7236    0.8303    0.8852
 8459    0.7236    0.8303    0.8852
 8460    0.7236    0.8302    0.8852
 8461    0.7236    0.8303    0.8852
 8462    0.7236    0.8302    0.8851
 8463    0.7236    0.8301    0.8850
 8464    0.7236    0.8301    0.8850
 8465    0.7236    0.8302    0.8851
 8466    0.7236    0.8301    0.8850
 8467    0.7235    0.8300    0.8849
 8468    0.7235    0.8300    0.8849
 8469    0.7235    0.8301    0.8849
 8470    0.7235    0.8301    0.8850
 8471    0.7235    0.8301    0.8850
 8472    0.7235    0.8301    0.8850
 8473    0.7236    0.8301    0.8850
 8474    0.7235    0.8301    0.8850
 8475    0.7236    0.8301    0.8850
 8476    0.7236    0.8302    0.8851
 8477    0.7235    0.8301    0.8850
 8478    0.7236    0.8301    0.8850
 8479    0.7236    0.8302    0.8850
 8480    0.7236    0.8302    0.8851
 8481    0.7236    0.8302    0.8851
 8482    0.7236    0.8302    0.8851
 8483    0.7236    0.8303    0.8852
 8484    0.7237    0.8303    0.8852
 8485    0.7236    0.8303    0.8852
 8486    0.7237    0.8303    0.8852
 8487    0.7236    0.8303    0.8852
 8488    0.7237    0.8303    0.8852
 8489    0.7236    0.8303    0.8852
 8490    0.7236    0.8302    0.8851
 8491    0.7236    0.8302    0.8851
 8492    0.7236    0.8302    0.8851
 8493    0.7236    0.8302    0.8851
 8494    0.7236    0.8303    0.8852
 8495    0.7236    0.8302    0.8852
 8496    0.7236    0.8302    0.8851
 8497    0.7236    0.8302    0.8852
 8498    0.7236    0.8302    0.8851
 8499    0.7236    0.8302    0.8852
 8500    0.7236    0.8303    0.8852
 8501    0.7236    0.8303    0.8852
 8502    0.7236    0.8302    0.8852
 8503    0.7236    0.8303    0.8852
 8504    0.7236    0.8302    0.8852
 8505    0.7236    0.8303    0.8852
 8506    0.7236    0.8303    0.8853
 8507    0.7236    0.8303    0.8853
 8508    0.7236    0.8303    0.8853
 8509    0.7236    0.8303    0.8853
 8510    0.7237    0.8304    0.8854
 8511    0.7237    0.8304    0.8854
 8512    0.7237    0.8304    0.8854
 8513    0.7237    0.8304    0.8854
 8514    0.7237    0.8304    0.8854
 8515    0.7237    0.8304    0.8854
 8516    0.7237    0.8304    0.8855
 8517    0.7237    0.8305    0.8855
 8518    0.7237    0.8304    0.8854
 8519    0.7236    0.8303    0.8852
 8520    0.7236    0.8303    0.8852
 8521    0.7236    0.8303    0.8853
 8522    0.7236    0.8303    0.8853
 8523    0.7237    0.8304    0.8853
 8524    0.7237    0.8304    0.8854
 8525    0.7237    0.8304    0.8853
 8526    0.7237    0.8304    0.8854
 8527    0.7237    0.8304    0.8854
 8528    0.7237    0.8304    0.8855
 8529    0.7237    0.8304    0.8854
 8530    0.7236    0.8303    0.8853
 8531    0.7237    0.8303    0.8853
 8532    0.7236    0.8303    0.8853
 8533    0.7236    0.8303    0.8852
 8534    0.7236    0.8303    0.8853
 8535    0.7237    0.8303    0.8853
 8536    0.7236    0.8303    0.8853
 8537    0.7236    0.8303    0.8853
 8538    0.7236    0.8303    0.8853
 8539    0.7237    0.8304    0.8854
 8540    0.7237    0.8304    0.8854
 8541    0.7237    0.8304    0.8854
 8542    0.7237    0.8304    0.8854
 8543    0.7237    0.8304    0.8854
 8544    0.7237    0.8305    0.8855
 8545    0.7237    0.8305    0.8855
 8546    0.7237    0.8305    0.8855
 8547    0.7238    0.8305    0.8856
 8548    0.7237    0.8305    0.8856
 8549    0.7238    0.8305    0.8856
 8550    0.7238    0.8306    0.8856
 8551    0.7238    0.8306    0.8856
 8552    0.7237    0.8305    0.8856
 8553    0.7238    0.8306    0.8856
 8554    0.7238    0.8306    0.8857
 8555    0.7237    0.8305    0.8855
 8556    0.7237    0.8305    0.8856
 8557    0.7238    0.8306    0.8856
 8558    0.7237    0.8305    0.8856
 8559    0.7238    0.8306    0.8856
 8560    0.7238    0.8306    0.8857
 8561    0.7237    0.8305    0.8855
 8562    0.7237    0.8305    0.8855
 8563    0.7237    0.8305    0.8856
 8564    0.7238    0.8305    0.8856
 8565    0.7237    0.8305    0.8856
 8566    0.7237    0.8305    0.8855
 8567    0.7237    0.8305    0.8855
 8568    0.7237    0.8305    0.8856
 8569    0.7237    0.8304    0.8854
