   ID       GA1       GA2       GA3
 2705    0.7259    0.8318    0.8864
 2706    0.7259    0.8319    0.8865
 2707    0.7258    0.8316    0.8861
 2708    0.7258    0.8317    0.8862
 2709    0.7258    0.8316    0.8861
 2710    0.7258    0.8317    0.8863
 2711    0.7257    0.8314    0.8859
 2712    0.7256    0.8313    0.8858
 2713    0.7257    0.8314    0.8859
 2714    0.7256    0.8314    0.8858
 2715    0.7257    0.8315    0.8859
 2716    0.7257    0.8315    0.8861
 2717    0.7257    0.8315    0.8860
 2718    0.7256    0.8314    0.8859
 2719    0.7257    0.8315    0.8860
 2720    0.7255    0.8312    0.8856
 2721    0.7255    0.8311    0.8856
 2722    0.7255    0.8312    0.8857
 2723    0.7255    0.8312    0.8856
 2724    0.7255    0.8312    0.8857
 2725    0.7256    0.8313    0.8858
 2726    0.7255    0.8313    0.8858
 2727    0.7256    0.8314    0.8859
 2728    0.7255    0.8313    0.8858
 2729    0.7256    0.8314    0.8859
 2730    0.7256    0.8315    0.8860
 2731    0.7257    0.8316    0.8862
 2732    0.7257    0.8317    0.8863
 2733    0.7257    0.8316    0.8862
 2734    0.7256    0.8315    0.8861
 2735    0.7257    0.8316    0.8863
 2736    0.7257    0.8317    0.8864
 2737    0.7258    0.8318    0.8865
 2738    0.7257    0.8317    0.8864
 2739    0.7258    0.8318    0.8865
 2740    0.7258    0.8319    0.8866
 2741    0.7258    0.8318    0.8866
 2742    0.7257    0.8317    0.8865
 2743    0.7257    0.8317    0.8864
 2744    0.7256    0.8314    0.8860
 2745    0.7256    0.8315    0.8861
 2746    0.7256    0.8314    0.8861
 2747    0.7256    0.8315    0.8862
 2748    0.7256    0.8314    0.8861
 2749    0.7255    0.8314    0.8861
 2750    0.7255    0.8313    0.8860
 2751    0.7254    0.8312    0.8859
 2752    0.7254    0.8311    0.8858
 2753    0.7254    0.8312    0.8860
 2754    0.7254    0.8312    0.8859
 2755    0.7252    0.8309    0.8855
 2756    0.7252    0.8308    0.8854
 2757    0.7252    0.8309    0.8855
 2758    0.7252    0.8308    0.8855
 2759    0.7252    0.8309    0.8856
 2760    0.7253    0.8310    0.8857
 2761    0.7253    0.8311    0.8858
 2762    0.7253    0.8310    0.8858
 2763    0.7251    0.8308    0.8854
 2764    0.7252    0.8308    0.8855
 2765    0.7252    0.8309    0.8856
 2766    0.7253    0.8310    0.8857
 2767    0.7253    0.8311    0.8858
 2768    0.7254    0.8312    0.8859
 2769    0.7254    0.8313    0.8860
 2770    0.7255    0.8314    0.8862
 2771    0.7255    0.8315    0.8863
 2772    0.7256    0.8316    0.8864
 2773    0.7255    0.8315    0.8863
 2774    0.7256    0.8316    0.8864
 2775    0.7256    0.8317    0.8865
 2776    0.7257    0.8318    0.8867
 2777    0.7257    0.8319    0.8868
 2778    0.7257    0.8318    0.8867
 2779    0.7256    0.8317    0.8866
 2780    0.7256    0.8316    0.8866
 2781    0.7255    0.8316    0.8865
 2782    0.7255    0.8315    0.8864
 2783    0.7255    0.8316    0.8865
 2784    0.7256    0.8317    0.8867
 2785    0.7256    0.8318    0.8868
 2786    0.7256    0.8317    0.8867
 2787    0.7255    0.8316    0.8866
 2788    0.7256    0.8317    0.8867
 2789    0.7256    0.8318    0.8869
 2790    0.7257    0.8319    0.8870
 2791    0.7257    0.8320    0.8871
 2792    0.7258    0.8321    0.8872
 2793    0.7257    0.8320    0.8871
 2794    0.7256    0.8317    0.8866
 2795    0.7256    0.8318    0.8867
 2796    0.7257    0.8318    0.8868
 2797    0.7256    0.8318    0.8867
 2798    0.7256    0.8317    0.8867
 2799    0.7255    0.8316    0.8866
 2800    0.7254    0.8313    0.8861
 2801    0.7253    0.8312    0.8860
 2802    0.7253    0.8311    0.8860
 2803    0.7253    0.8312    0.8861
 2804    0.7253    0.8312    0.8860
 2805    0.7252    0.8311    0.8859
 2806    0.7253    0.8312    0.8860
 2807    0.7253    0.8313    0.8862
 2808    0.7254    0.8314    0.8863
 2809    0.7253    0.8313    0.8862
 2810    0.7254    0.8314    0.8863
 2811    0.7253    0.8313    0.8862
 2812    0.7253    0.8312    0.8862
 2813    0.7253    0.8313    0.8863
 2814    0.7254    0.8314    0.8864
 2815    0.7253    0.8313    0.8863
 2816    0.7254    0.8314    0.8864
 2817    0.7252    0.8312    0.8861
 2818    0.7253    0.8313    0.8862
 2819    0.7253    0.8313    0.8863
 2820    0.7252    0.8311    0.8859
 2821    0.7252    0.8312    0.8860
 2822    0.7253    0.8312    0.8861
 2823    0.7253    0.8313    0.8862
 2824    0.7253    0.8313    0.8862
 2825    0.7253    0.8314    0.8863
 2826    0.7253    0.8313    0.8862
 2827    0.7253    0.8314    0.8863
 2828    0.7254    0.8315    0.8864
 2829    0.7254    0.8316    0.8865
 2830    0.7253    0.8313    0.8862
 2831    0.7253    0.8312    0.8861
 2832    0.7253    0.8313    0.8862
 2833    0.7254    0.8314    0.8863
 2834    0.7254    0.8315    0.8864
 2835    0.7254    0.8314    0.8864
 2836    0.7254    0.8315    0.8865
 2837    0.7255    0.8316    0.8866
 2838    0.7254    0.8315    0.8865
 2839    0.7255    0.8316    0.8866
 2840    0.7255    0.8317    0.8867
 2841    0.7255    0.8316    0.8867
 2842    0.7253    0.8314    0.8863
 2843    0.7253    0.8313    0.8862
 2844    0.7253    0.8314    0.8863
 2845    0.7254    0.8315    0.8864
 2846    0.7254    0.8315    0.8865
 2847    0.7255    0.8316    0.8866
 2848    0.7255    0.8317    0.8868
 2849    0.7256    0.8318    0.8869
 2850    0.7255    0.8317    0.8868
 2851    0.7256    0.8318    0.8869
 2852    0.7254    0.8316    0.8865
 2853    0.7255    0.8316    0.8866
 2854    0.7254    0.8316    0.8866
 2855    0.7254    0.8315    0.8865
 2856    0.7253    0.8314    0.8864
 2857    0.7254    0.8315    0.8865
 2858    0.7253    0.8315    0.8865
 2859    0.7254    0.8315    0.8866
 2860    0.7254    0.8316    0.8867
 2861    0.7255    0.8317    0.8868
 2862    0.7255    0.8318    0.8869
 2863    0.7255    0.8317    0.8869
 2864    0.7254    0.8317    0.8868
 2865    0.7255    0.8318    0.8869
 2866    0.7255    0.8318    0.8870
 2867    0.7256    0.8319    0.8871
 2868    0.7256    0.8320    0.8872
 2869    0.7257    0.8321    0.8873
 2870    0.7257    0.8322    0.8874
 2871    0.7257    0.8321    0.8874
 2872    0.7255    0.8319    0.8870
 2873    0.7256    0.8319    0.8871
 2874    0.7255    0.8319    0.8870
 2875    0.7256    0.8320    0.8871
 2876    0.7255    0.8319    0.8871
 2877    0.7256    0.8320    0.8872
 2878    0.7256    0.8321    0.8873
 2879    0.7257    0.8321    0.8874
 2880    0.7257    0.8322    0.8875
 2881    0.7258    0.8323    0.8876
 2882    0.7257    0.8323    0.8875
 2883    0.7257    0.8322    0.8875
 2884    0.7257    0.8323    0.8876
 2885    0.7257    0.8322    0.8875
 2886    0.7256    0.8321    0.8874
 2887    0.7257    0.8322    0.8876
 2888    0.7257    0.8323    0.8877
 2889    0.7258    0.8324    0.8878
 2890    0.7257    0.8323    0.8877
 2891    0.7258    0.8324    0.8878
 2892    0.7257    0.8323    0.8877
 2893    0.7258    0.8324    0.8879
 2894    0.7258    0.8325    0.8880
 2895    0.7258    0.8324    0.8879
 2896    0.7258    0.8325    0.8880
 2897    0.7259    0.8326    0.8881
 2898    0.7259    0.8327    0.8882
 2899    0.7259    0.8326    0.8881
 2900    0.7259    0.8327    0.8882
 2901    0.7260    0.8328    0.8884
 2902    0.7260    0.8329    0.8885
 2903    0.7259    0.8326    0.8881
 2904    0.7259    0.8327    0.8882
 2905    0.7260    0.8328    0.8883
 2906    0.7259    0.8327    0.8882
 2907    0.7259    0.8326    0.8882
 2908    0.7258    0.8326    0.8881
 2909    0.7259    0.8327    0.8882
 2910    0.7258    0.8326    0.8881
 2911    0.7259    0.8327    0.8882
 2912    0.7259    0.8328    0.8883
 2913    0.7259    0.8327    0.8883
 2914    0.7259    0.8328    0.8884
 2915    0.7258    0.8325    0.8880
 2916    0.7259    0.8326    0.8881
 2917    0.7257    0.8323    0.8877
 2918    0.7257    0.8323    0.8877
 2919    0.7256    0.8322    0.8876
 2920    0.7257    0.8323    0.8877
 2921    0.7256    0.8322    0.8876
 2922    0.7257    0.8323    0.8877
 2923    0.7257    0.8324    0.8878
 2924    0.7256    0.8321    0.8875
 2925    0.7256    0.8322    0.8876
 2926    0.7257    0.8323    0.8877
 2927    0.7257    0.8324    0.8878
 2928    0.7256    0.8321    0.8874
 2929    0.7256    0.8321    0.8873
 2930    0.7256    0.8321    0.8874
 2931    0.7257    0.8322    0.8876
 2932    0.7256    0.8322    0.8875
 2933    0.7257    0.8322    0.8876
 2934    0.7257    0.8323    0.8877
 2935    0.7257    0.8323    0.8876
 2936    0.7257    0.8323    0.8877
 2937    0.7258    0.8324    0.8878
 2938    0.7258    0.8325    0.8879
 2939    0.7258    0.8326    0.8881
 2940    0.7259    0.8327    0.8882
 2941    0.7258    0.8324    0.8878
 2942    0.7257    0.8323    0.8877
 2943    0.7258    0.8324    0.8878
 2944    0.7256    0.8322    0.8874
 2945    0.7256    0.8321    0.8874
 2946    0.7256    0.8322    0.8875
 2947    0.7257    0.8323    0.8876
 2948    0.7256    0.8320    0.8872
 2949    0.7255    0.8319    0.8872
 2950    0.7255    0.8319    0.8871
 2951    0.7253    0.8316    0.8867
 2952    0.7253    0.8316    0.8867
 2953    0.7253    0.8315    0.8866
 2954    0.7251    0.8312    0.8862
 2955    0.7252    0.8313    0.8863
 2956    0.7251    0.8312    0.8863
 2957    0.7250    0.8310    0.8859
 2958    0.7251    0.8311    0.8860
 2959    0.7251    0.8312    0.8861
 2960    0.7251    0.8312    0.8862
 2961    0.7252    0.8313    0.8863
 2962    0.7251    0.8313    0.8863
 2963    0.7252    0.8313    0.8864
 2964    0.7252    0.8314    0.8865
 2965    0.7253    0.8315    0.8866
 2966    0.7253    0.8316    0.8867
 2967    0.7252    0.8313    0.8863
 2968    0.7252    0.8314    0.8864
 2969    0.7253    0.8315    0.8865
 2970    0.7253    0.8316    0.8866
 2971    0.7254    0.8317    0.8867
 2972    0.7254    0.8318    0.8868
 2973    0.7254    0.8317    0.8868
 2974    0.7253    0.8316    0.8867
 2975    0.7253    0.8316    0.8866
 2976    0.7253    0.8316    0.8867
 2977    0.7253    0.8316    0.8867
 2978    0.7253    0.8315    0.8866
 2979    0.7252    0.8314    0.8866
 2980    0.7252    0.8314    0.8865
 2981    0.7251    0.8313    0.8864
 2982    0.7252    0.8314    0.8865
 2983    0.7252    0.8315    0.8866
 2984    0.7253    0.8316    0.8867
 2985    0.7253    0.8316    0.8868
 2986    0.7253    0.8317    0.8870
 2987    0.7254    0.8318    0.8871
 2988    0.7253    0.8316    0.8867
 2989    0.7253    0.8316    0.8868
 2990    0.7253    0.8316    0.8867
 2991    0.7253    0.8317    0.8868
 2992    0.7252    0.8314    0.8865
 2993    0.7252    0.8315    0.8866
 2994    0.7253    0.8316    0.8867
 2995    0.7253    0.8317    0.8868
 2996    0.7254    0.8317    0.8869
 2997    0.7253    0.8317    0.8868
 2998    0.7254    0.8318    0.8869
 2999    0.7254    0.8318    0.8870
 3000    0.7255    0.8319    0.8871
 3001    0.7255    0.8320    0.8872
 3002    0.7256    0.8321    0.8873
 3003    0.7256    0.8322    0.8874
 3004    0.7256    0.8321    0.8874
 3005    0.7255    0.8320    0.8873
 3006    0.7255    0.8320    0.8873
 3007    0.7255    0.8321    0.8874
 3008    0.7254    0.8318    0.8870
 3009    0.7254    0.8319    0.8871
 3010    0.7254    0.8318    0.8870
 3011    0.7254    0.8319    0.8871
 3012    0.7254    0.8318    0.8871
 3013    0.7253    0.8318    0.8870
 3014    0.7253    0.8317    0.8869
 3015    0.7253    0.8318    0.8870
 3016    0.7254    0.8319    0.8872
 3017    0.7254    0.8320    0.8873
 3018    0.7254    0.8319    0.8872
 3019    0.7254    0.8320    0.8873
 3020    0.7255    0.8321    0.8874
 3021    0.7254    0.8318    0.8870
 3022    0.7252    0.8315    0.8865
 3023    0.7253    0.8316    0.8867
 3024    0.7252    0.8315    0.8866
 3025    0.7251    0.8312    0.8862
 3026    0.7250    0.8312    0.8862
 3027    0.7250    0.8311    0.8861
 3028    0.7250    0.8312    0.8862
 3029    0.7250    0.8311    0.8861
 3030    0.7250    0.8311    0.8861
 3031    0.7248    0.8308    0.8857
 3032    0.7248    0.8308    0.8857
 3033    0.7248    0.8308    0.8858
 3034    0.7249    0.8309    0.8859
 3035    0.7249    0.8310    0.8860
 3036    0.7248    0.8308    0.8856
 3037    0.7248    0.8307    0.8856
 3038    0.7248    0.8308    0.8857
 3039    0.7247    0.8305    0.8853
 3040    0.7247    0.8306    0.8854
 3041    0.7248    0.8307    0.8855
 3042    0.7248    0.8308    0.8856
 3043    0.7249    0.8309    0.8857
 3044    0.7248    0.8308    0.8857
 3045    0.7247    0.8305    0.8853
 3046    0.7247    0.8306    0.8854
 3047    0.7246    0.8304    0.8851
 3048    0.7246    0.8303    0.8850
 3049    0.7246    0.8304    0.8851
 3050    0.7247    0.8305    0.8852
 3051    0.7246    0.8304    0.8851
 3052    0.7246    0.8304    0.8851
 3053    0.7246    0.8304    0.8852
 3054    0.7247    0.8305    0.8853
 3055    0.7246    0.8305    0.8852
 3056    0.7247    0.8305    0.8853
 3057    0.7245    0.8303    0.8850
 3058    0.7246    0.8304    0.8851
 3059    0.7245    0.8303    0.8850
 3060    0.7246    0.8304    0.8851
 3061    0.7246    0.8303    0.8851
 3062    0.7246    0.8304    0.8852
 3063    0.7246    0.8303    0.8851
 3064    0.7246    0.8304    0.8852
 3065    0.7246    0.8304    0.8852
 3066    0.7246    0.8304    0.8853
 3067    0.7246    0.8305    0.8854
 3068    0.7246    0.8305    0.8853
 3069    0.7246    0.8304    0.8852
 3070    0.7246    0.8305    0.8853
 3071    0.7246    0.8304    0.8853
 3072    0.7246    0.8305    0.8854
 3073    0.7246    0.8306    0.8855
 3074    0.7247    0.8307    0.8856
 3075    0.7247    0.8307    0.8857
 3076    0.7248    0.8308    0.8858
 3077    0.7247    0.8306    0.8854
 3078    0.7245    0.8303    0.8850
 3079    0.7246    0.8304    0.8851
 3080    0.7245    0.8303    0.8850
 3081    0.7245    0.8302    0.8850
 3082    0.7245    0.8303    0.8851
 3083    0.7244    0.8301    0.8847
 3084    0.7244    0.8301    0.8848
 3085    0.7244    0.8301    0.8848
 3086    0.7244    0.8302    0.8849
 3087    0.7244    0.8301    0.8848
 3088    0.7244    0.8302    0.8849
 3089    0.7244    0.8301    0.8848
 3090    0.7244    0.8301    0.8848
 3091    0.7244    0.8301    0.8849
 3092    0.7244    0.8302    0.8850
 3093    0.7243    0.8300    0.8846
 3094    0.7243    0.8299    0.8846
 3095    0.7242    0.8299    0.8845
 3096    0.7242    0.8298    0.8845
 3097    0.7241    0.8296    0.8841
 3098    0.7241    0.8296    0.8842
 3099    0.7242    0.8297    0.8843
 3100    0.7241    0.8297    0.8843
 3101    0.7241    0.8296    0.8842
 3102    0.7240    0.8295    0.8842
 3103    0.7240    0.8295    0.8841
 3104    0.7240    0.8294    0.8840
 3105    0.7240    0.8295    0.8841
 3106    0.7240    0.8296    0.8842
 3107    0.7240    0.8295    0.8842
 3108    0.7239    0.8293    0.8838
 3109    0.7239    0.8293    0.8839
 3110    0.7240    0.8294    0.8840
 3111    0.7240    0.8295    0.8842
 3112    0.7241    0.8296    0.8843
 3113    0.7241    0.8297    0.8844
 3114    0.7241    0.8298    0.8845
 3115    0.7242    0.8298    0.8846
 3116    0.7241    0.8296    0.8842
 3117    0.7241    0.8297    0.8843
 3118    0.7242    0.8298    0.8844
 3119    0.7241    0.8297    0.8844
 3120    0.7242    0.8298    0.8845
 3121    0.7240    0.8295    0.8841
 3122    0.7241    0.8296    0.8842
 3123    0.7240    0.8296    0.8842
 3124    0.7240    0.8295    0.8841
 3125    0.7240    0.8294    0.8841
 3126    0.7240    0.8295    0.8842
 3127    0.7240    0.8295    0.8841
 3128    0.7239    0.8294    0.8840
 3129    0.7240    0.8295    0.8841
 3130    0.7240    0.8296    0.8843
 3131    0.7240    0.8296    0.8844
 3132    0.7241    0.8297    0.8845
 3133    0.7241    0.8298    0.8846
 3134    0.7240    0.8296    0.8842
 3135    0.7240    0.8295    0.8842
 3136    0.7239    0.8294    0.8841
 3137    0.7239    0.8294    0.8840
 3138    0.7239    0.8295    0.8841
 3139    0.7239    0.8294    0.8841
 3140    0.7239    0.8295    0.8842
 3141    0.7240    0.8296    0.8843
 3142    0.7239    0.8295    0.8842
 3143    0.7239    0.8294    0.8842
 3144    0.7239    0.8295    0.8843
 3145    0.7239    0.8295    0.8842
 3146    0.7239    0.8295    0.8843
 3147    0.7240    0.8296    0.8844
 3148    0.7239    0.8296    0.8844
 3149    0.7240    0.8296    0.8845
 3150    0.7239    0.8296    0.8844
 3151    0.7240    0.8297    0.8845
 3152    0.7240    0.8297    0.8846
 3153    0.7240    0.8297    0.8846
 3154    0.7240    0.8298    0.8847
 3155    0.7241    0.8298    0.8848
 3156    0.7240    0.8298    0.8847
 3157    0.7240    0.8297    0.8847
 3158    0.7240    0.8298    0.8848
 3159    0.7240    0.8297    0.8847
 3160    0.7240    0.8297    0.8846
 3161    0.7240    0.8298    0.8847
 3162    0.7240    0.8298    0.8848
 3163    0.7241    0.8299    0.8849
 3164    0.7241    0.8300    0.8850
 3165    0.7242    0.8301    0.8851
 3166    0.7242    0.8301    0.8852
 3167    0.7242    0.8301    0.8852
 3168    0.7242    0.8302    0.8853
 3169    0.7243    0.8302    0.8854
 3170    0.7243    0.8303    0.8855
 3171    0.7243    0.8303    0.8854
 3172    0.7241    0.8300    0.8851
 3173    0.7242    0.8301    0.8852
 3174    0.7241    0.8300    0.8851
 3175    0.7242    0.8301    0.8852
 3176    0.7242    0.8302    0.8853
 3177    0.7243    0.8303    0.8854
 3178    0.7242    0.8302    0.8854
 3179    0.7243    0.8303    0.8855
 3180    0.7241    0.8300    0.8850
 3181    0.7242    0.8301    0.8851
 3182    0.7242    0.8302    0.8852
 3183    0.7243    0.8302    0.8853
 3184    0.7242    0.8302    0.8853
 3185    0.7242    0.8301    0.8852
 3186    0.7241    0.8301    0.8851
 3187    0.7242    0.8301    0.8852
 3188    0.7242    0.8302    0.8853
 3189    0.7243    0.8303    0.8854
 3190    0.7243    0.8304    0.8855
 3191    0.7243    0.8303    0.8855
 3192    0.7243    0.8304    0.8856
 3193    0.7244    0.8305    0.8857
 3194    0.7244    0.8305    0.8858
 3195    0.7244    0.8305    0.8857
 3196    0.7244    0.8306    0.8858
 3197    0.7243    0.8303    0.8855
 3198    0.7242    0.8303    0.8854
 3199    0.7243    0.8303    0.8855
 3200    0.7242    0.8303    0.8855
 3201    0.7243    0.8304    0.8856
 3202    0.7242    0.8303    0.8855
 3203    0.7243    0.8304    0.8856
 3204    0.7243    0.8305    0.8857
 3205    0.7244    0.8305    0.8858
 3206    0.7243    0.8305    0.8857
 3207    0.7244    0.8306    0.8858
 3208    0.7244    0.8306    0.8859
 3209    0.7245    0.8307    0.8860
 3210    0.7245    0.8308    0.8861
 3211    0.7245    0.8307    0.8861
 3212    0.7244    0.8307    0.8860
 3213    0.7244    0.8306    0.8860
 3214    0.7244    0.8307    0.8861
 3215    0.7245    0.8308    0.8862
 3216    0.7245    0.8308    0.8863
 3217    0.7245    0.8308    0.8862
 3218    0.7245    0.8309    0.8863
 3219    0.7245    0.8309    0.8864
 3220    0.7245    0.8309    0.8863
 3221    0.7245    0.8310    0.8864
 3222    0.7245    0.8309    0.8864
 3223    0.7245    0.8308    0.8863
 3224    0.7245    0.8309    0.8864
 3225    0.7245    0.8309    0.8864
 3226    0.7245    0.8309    0.8865
 3227    0.7245    0.8310    0.8866
 3228    0.7246    0.8311    0.8867
 3229    0.7245    0.8310    0.8866
 3230    0.7246    0.8311    0.8867
 3231    0.7246    0.8312    0.8868
 3232    0.7247    0.8313    0.8869
 3233    0.7246    0.8312    0.8868
 3234    0.7247    0.8313    0.8869
 3235    0.7246    0.8310    0.8866
 3236    0.7245    0.8310    0.8865
 3237    0.7245    0.8309    0.8865
 3238    0.7244    0.8309    0.8864
 3239    0.7245    0.8309    0.8865
 3240    0.7244    0.8309    0.8865
 3241    0.7245    0.8310    0.8866
 3242    0.7245    0.8310    0.8867
 3243    0.7245    0.8310    0.8866
 3244    0.7244    0.8309    0.8865
 3245    0.7243    0.8306    0.8861
 3246    0.7242    0.8303    0.8856
 3247    0.7242    0.8304    0.8857
 3248    0.7242    0.8303    0.8857
 3249    0.7242    0.8304    0.8858
 3250    0.7243    0.8305    0.8859
 3251    0.7243    0.8306    0.8859
 3252    0.7243    0.8305    0.8859
 3253    0.7243    0.8306    0.8860
 3254    0.7243    0.8307    0.8861
 3255    0.7244    0.8307    0.8862
 3256    0.7243    0.8305    0.8858
 3257    0.7243    0.8306    0.8859
 3258    0.7244    0.8307    0.8860
 3259    0.7244    0.8307    0.8861
 3260    0.7244    0.8308    0.8862
 3261    0.7244    0.8308    0.8862
 3262    0.7244    0.8308    0.8863
 3263    0.7245    0.8309    0.8864
 3264    0.7245    0.8310    0.8865
 3265    0.7246    0.8311    0.8866
 3266    0.7246    0.8311    0.8867
 3267    0.7246    0.8312    0.8867
 3268    0.7247    0.8313    0.8868
 3269    0.7247    0.8314    0.8869
 3270    0.7248    0.8314    0.8870
 3271    0.7248    0.8315    0.8871
 3272    0.7248    0.8315    0.8871
 3273    0.7247    0.8314    0.8870
 3274    0.7247    0.8313    0.8870
 3275    0.7247    0.8314    0.8870
 3276    0.7247    0.8314    0.8870
 3277    0.7246    0.8313    0.8869
 3278    0.7246    0.8312    0.8869
 3279    0.7246    0.8313    0.8870
 3280    0.7247    0.8314    0.8871
 3281    0.7246    0.8312    0.8867
 3282    0.7244    0.8309    0.8863
 3283    0.7245    0.8309    0.8864
 3284    0.7245    0.8310    0.8865
 3285    0.7246    0.8311    0.8866
 3286    0.7246    0.8312    0.8867
 3287    0.7246    0.8311    0.8866
 3288    0.7246    0.8312    0.8867
 3289    0.7247    0.8313    0.8868
 3290    0.7246    0.8312    0.8867
 3291    0.7247    0.8313    0.8868
 3292    0.7247    0.8313    0.8869
 3293    0.7247    0.8313    0.8869
 3294    0.7247    0.8314    0.8870
 3295    0.7247    0.8314    0.8871
 3296    0.7248    0.8315    0.8872
 3297    0.7248    0.8316    0.8873
 3298    0.7249    0.8317    0.8873
 3299    0.7249    0.8317    0.8874
 3300    0.7249    0.8317    0.8874
 3301    0.7248    0.8316    0.8873
 3302    0.7249    0.8317    0.8874
 3303    0.7249    0.8318    0.8875
 3304    0.7249    0.8317    0.8875
 3305    0.7249    0.8318    0.8875
 3306    0.7249    0.8319    0.8876
 3307    0.7249    0.8318    0.8876
 3308    0.7249    0.8319    0.8877
 3309    0.7250    0.8320    0.8878
 3310    0.7250    0.8320    0.8879
 3311    0.7251    0.8321    0.8880
 3312    0.7251    0.8322    0.8880
 3313    0.7251    0.8321    0.8880
 3314    0.7250    0.8319    0.8877
 3315    0.7250    0.8320    0.8877
 3316    0.7250    0.8320    0.8878
 3317    0.7251    0.8321    0.8879
 3318    0.7251    0.8322    0.8880
 3319    0.7252    0.8323    0.8881
 3320    0.7252    0.8323    0.8882
 3321    0.7252    0.8323    0.8882
 3322    0.7252    0.8323    0.8882
 3323    0.7252    0.8324    0.8883
 3324    0.7252    0.8324    0.8883
 3325    0.7252    0.8324    0.8884
 3326    0.7253    0.8325    0.8885
 3327    0.7253    0.8326    0.8886
 3328    0.7254    0.8327    0.8886
 3329    0.7254    0.8327    0.8887
 3330    0.7254    0.8328    0.8888
 3331    0.7255    0.8329    0.8889
 3332    0.7254    0.8328    0.8889
 3333    0.7253    0.8326    0.8885
 3334    0.7254    0.8327    0.8886
 3335    0.7253    0.8324    0.8883
 3336    0.7253    0.8325    0.8884
 3337    0.7253    0.8326    0.8885
 3338    0.7254    0.8327    0.8886
 3339    0.7253    0.8326    0.8885
 3340    0.7252    0.8324    0.8882
 3341    0.7252    0.8323    0.8881
 3342    0.7251    0.8321    0.8878
 3343    0.7251    0.8322    0.8879
 3344    0.7250    0.8319    0.8876
 3345    0.7251    0.8320    0.8876
 3346    0.7250    0.8319    0.8876
 3347    0.7250    0.8319    0.8875
 3348    0.7250    0.8320    0.8876
 3349    0.7251    0.8320    0.8877
 3350    0.7250    0.8320    0.8877
 3351    0.7251    0.8320    0.8877
 3352    0.7250    0.8320    0.8877
 3353    0.7250    0.8319    0.8876
 3354    0.7250    0.8320    0.8877
 3355    0.7250    0.8319    0.8877
 3356    0.7250    0.8320    0.8878
 3357    0.7250    0.8320    0.8877
 3358    0.7249    0.8319    0.8876
 3359    0.7250    0.8320    0.8877
 3360    0.7249    0.8319    0.8877
 3361    0.7250    0.8320    0.8878
 3362    0.7250    0.8321    0.8879
 3363    0.7251    0.8321    0.8880
 3364    0.7251    0.8322    0.8880
 3365    0.7251    0.8321    0.8880
 3366    0.7250    0.8319    0.8877
 3367    0.7250    0.8320    0.8878
 3368    0.7250    0.8321    0.8878
 3369    0.7251    0.8321    0.8879
 3370    0.7251    0.8322    0.8880
 3371    0.7251    0.8322    0.8880
 3372    0.7251    0.8322    0.8881
 3373    0.7252    0.8323    0.8882
 3374    0.7251    0.8322    0.8881
 3375    0.7252    0.8323    0.8882
 3376    0.7252    0.8324    0.8883
 3377    0.7252    0.8323    0.8882
 3378    0.7252    0.8324    0.8883
 3379    0.7252    0.8323    0.8883
 3380    0.7252    0.8324    0.8883
 3381    0.7252    0.8325    0.8884
 3382    0.7253    0.8326    0.8885
 3383    0.7252    0.8325    0.8885
 3384    0.7253    0.8326    0.8886
 3385    0.7252    0.8325    0.8885
 3386    0.7253    0.8326    0.8886
 3387    0.7253    0.8327    0.8887
 3388    0.7254    0.8327    0.8888
 3389    0.7254    0.8328    0.8889
 3390    0.7254    0.8329    0.8890
 3391    0.7254    0.8328    0.8889
 3392    0.7253    0.8326    0.8886
 3393    0.7253    0.8325    0.8885
 3394    0.7251    0.8323    0.8882
 3395    0.7252    0.8324    0.8883
 3396    0.7252    0.8325    0.8884
 3397    0.7253    0.8325    0.8885
 3398    0.7252    0.8325    0.8884
 3399    0.7253    0.8325    0.8885
 3400    0.7252    0.8325    0.8884
 3401    0.7252    0.8324    0.8884
 3402    0.7251    0.8324    0.8883
 3403    0.7251    0.8323    0.8883
 3404    0.7250    0.8320    0.8878
 3405    0.7250    0.8321    0.8879
 3406    0.7251    0.8322    0.8880
 3407    0.7251    0.8322    0.8881
 3408    0.7251    0.8323    0.8882
 3409    0.7251    0.8322    0.8881
 3410    0.7250    0.8320    0.8878
 3411    0.7250    0.8321    0.8879
 3412    0.7251    0.8322    0.8880
 3413    0.7251    0.8322    0.8881
 3414    0.7251    0.8323    0.8882
 3415    0.7252    0.8324    0.8882
 3416    0.7252    0.8325    0.8883
 3417    0.7253    0.8325    0.8884
 3418    0.7253    0.8326    0.8885
 3419    0.7253    0.8327    0.8886
 3420    0.7254    0.8327    0.8887
 3421    0.7254    0.8328    0.8888
 3422    0.7255    0.8329    0.8889
 3423    0.7255    0.8330    0.8890
 3424    0.7255    0.8329    0.8889
 3425    0.7255    0.8330    0.8890
 3426    0.7255    0.8330    0.8891
 3427    0.7255    0.8330    0.8890
 3428    0.7255    0.8331    0.8891
 3429    0.7256    0.8331    0.8892
 3430    0.7255    0.8331    0.8891
 3431    0.7256    0.8331    0.8892
 3432    0.7255    0.8331    0.8892
 3433    0.7256    0.8332    0.8893
 3434    0.7255    0.8331    0.8892
 3435    0.7255    0.8330    0.8891
 3436    0.7255    0.8331    0.8892
 3437    0.7255    0.8331    0.8892
 3438    0.7255    0.8331    0.8893
 3439    0.7256    0.8332    0.8893
 3440    0.7256    0.8333    0.8894
